Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Misurata,663,317,17500,16567,1998,1999,2005,2005,870,1303,1759,1515,74,114,305,301,45,92,76,113,2255.3,173585,176918,12624980,40507457,48260672,19042,66746,78323
Tripoli,210,101,2854,4134,2001,1997,2000,2000,743,1228,1284,1350,66,118,484,508,54,180,169,178,674.1,51761,52755,4462878,11384333,13853077,21252,66491,80738
Az Zawiyah,193,146,7682,13741,2008,2008,2008,2008,694,913,898,899,72,105,219,223,48,66,64,62,1169.4,90492,92230,5978084,15034835,16869606,30975,94463,116372
Khoms,188,127,2697,3010,1993,1993,2001,2000,919,1143,1289,1170,90,110,174,161,98,175,139,169,531.3,40673,41454,2259195,7402330,9436229,12017,47440,59142
Benghazi,168,115,2949,3784,1997,1998,2002,2002,762,1076,1254,1152,69,98,178,162,60,138,100,107,516.5,39684,40446,2129675,7929982,9751469,12677,57948,71204
El Choms,142,85,1822,1313,1990,1992,1998,1997,917,1201,1322,1092,111,195,239,266,82,132,104,146,391.6,29826,30399,1870888,5638265,7110874,13175,43521,53794
Tobruk,138,112,8373,15522,2001,2002,2009,2010,881,1326,1461,1488,94,146,282,288,42,121,69,65,870.4,67291,68583,6479330,14039681,16149794,46952,133496,163658
Bouri Oil Field,135,35,945,1682,2006,2006,2010,2010,191,590,621,648,23,109,121,124,10,20,15,14,111.3,8519,8682,1688434,3897786,4850269,12507,33221,43155
Mellitah,129,70,3407,5893,2008,2007,2010,2010,608,822,860,887,71,110,146,150,28,54,38,38,432.4,33368,34008,3208110,6938119,7944172,24869,74089,93315
As Sidr,119,91,9893,18561,2008,2008,2009,2009,754,1183,1237,1240,101,137,273,275,39,41,40,40,943.2,73049,74452,8059922,16148443,17960245,67730,171668,211125
Ras Lanuf,57,50,6018,11374,2007,2007,2007,2007,810,1402,1587,1598,120,164,336,338,22,39,25,25,496.6,38450,39188,4642749,9124340,10209824,81452,209598,256261
Al Burayqah,51,38,1136,1182,2005,2005,2010,2009,922,1207,1354,1157,100,107,199,188,71,105,68,77,177.9,13678,13941,812988,2595881,3191182,15941,76148,97427
Marsa Brega,30,24,3103,5756,2010,2010,2010,2010,1003,1640,1898,1966,110,182,824,851,36,35,24,24,223.8,17331,17664,2107866,4436792,4964542,70262,183483,223040
Zuwara,10,7,225,371,1991,1994,2003,2005,814,1039,1446,1548,84,169,256,270,32,100,42,38,25.5,1944,1981,237551,661135,611262,23755,59218,75141
Tajoura,7,5,119,180,1995,1992,2002,2003,1431,1096,1286,1328,145,144,164,166,22,33,58,59,28.5,2198,2240,192235,458267,522127,27462,80775,95075
Sirte,6,6,154,266,2009,2009,2011,2012,669,655,542,528,56,52,46,44,87,98,132,138,21.5,1663,1695,88242,284823,320525,14707,60899,73947
Bardiyah,5,4,7,12,1984,1985,1984,1984,535,606,627,620,84,93,122,122,22,37,22,23,3.0,231,235,32215,87368,121121,6443,20590,28650
Abu Khammash,4,4,6,6,1987,1987,1983,1981,794,930,743,1013,206,163,156,187,0,2,2,1,3.5,261,266,48312,106517,126304,12078,28408,33883
Soussah,3,3,37,55,1995,1995,2003,2003,502,787,985,977,44,67,105,105,24,49,32,33,5.2,398,405,16950,87960,110372,5650,36962,47669
Derna,1,1,16,25,2003,2003,2003,2003,615,615,615,615,42,42,42,42,63,63,63,63,2.5,193,197,4753,34811,40136,4753,41048,50460
