Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tripoli,199,41,320,415,2004,2000,2002,2002,128,260,236,247,13,80,107,108,20,81,104,109,166.0,12567,12808,956704,2465313,3139261,4808,14718,19074
Misurata,179,76,842,989,2000,2000,2002,2002,255,387,387,404,22,44,58,60,54,91,97,103,331.7,25241,25725,969136,3186080,3707226,5414,20765,25383
Bouri Oil Field,118,13,102,129,2005,2008,2006,2006,159,264,204,188,50,75,190,162,11,135,40,53,54.1,4098,4177,1661803,3931055,5243761,14083,36462,49110
Benghazi,66,39,366,425,1997,1998,1998,1998,391,456,495,509,36,59,105,106,74,115,103,105,130.8,9966,10157,399968,1269496,1562454,6060,25869,32512
Khoms,60,32,363,394,1999,1998,2002,2001,159,578,396,364,32,97,139,171,40,62,56,61,120.4,9274,9452,208013,821102,977748,3467,16748,20429
Mellitah,32,10,141,160,2006,2004,2011,2010,390,529,856,851,50,281,127,126,24,55,163,161,57.2,4348,4431,272557,703947,860701,8517,32382,42924
Az Zawiyah,25,9,250,400,2005,2006,2005,2005,390,346,370,365,19,27,28,28,81,74,144,141,85.8,6648,6776,93423,520124,597919,3737,24939,30584
El Choms,24,16,132,69,1999,1996,1999,2000,163,269,317,185,10,20,34,28,28,74,53,65,19.5,1489,1518,83637,277697,324619,3485,11379,12940
Tobruk,22,16,280,430,2000,1998,2003,2004,662,724,683,677,54,72,60,60,53,98,93,93,87.1,6743,6873,218624,784397,937936,9937,44141,54186
Marsa Brega,9,6,114,194,2009,2010,2008,2008,493,457,500,498,35,215,43,42,39,84,36,34,18.7,1442,1470,47709,212268,248466,5301,28725,35117
Al Burayqah,8,6,47,29,2007,2006,2006,2005,165,271,304,291,22,78,54,41,22,55,95,63,9.6,742,756,25410,81421,95284,3176,11118,12854
Tajoura,5,5,25,34,1998,1998,2003,2003,443,475,478,482,30,29,36,35,56,97,86,83,6.2,476,485,20168,74335,85380,4034,18158,22124
Soussah,4,4,21,31,1996,1996,2002,2002,367,375,497,492,36,36,53,53,120,184,111,110,5.7,438,446,12185,54163,69723,3046,17543,22911
Zuwara,3,2,7,8,2010,2012,2012,2015,1156,1961,109,66,37,48,33,21,92,810,1353,491,13.8,1034,1054,37819,88603,117032,12606,32417,43506
Ras Lanuf,3,3,37,70,2000,2000,2010,2011,296,285,246,248,34,34,30,30,65,60,42,40,5.0,388,395,28245,58239,67268,9415,26086,32358
Bardiyah,2,2,2,4,1992,1992,1993,1993,322,322,154,146,60,60,59,59,10,10,10,9,0.5,37,37,22624,51174,61144,11312,28181,34751
Sirte,2,2,42,44,2008,2008,2007,2007,9330,9330,1407,920,1654,1654,2254,1659,1263,1263,1717,1267,16.4,1236,1260,173457,362733,393239,86729,200983,228138
