Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,228,9,100,96,2005,2008,2006,2005,118,309,196,199,20,111,203,211,11,190,125,79,79.9,6002,6117,2449149,5791499,7754505,10742,27737,37450
Container,193,40,601,748,2003,2002,2001,2001,172,272,267,267,16,44,53,53,48,85,98,99,293.8,22263,22691,996486,3164395,3593308,5163,17253,20391
General cargo,95,36,239,318,1991,1989,1992,1992,326,426,343,343,28,68,76,76,47,118,71,72,80.8,6142,6260,328626,1009754,1428328,3459,14789,19510
Liquefied gas tanker,83,7,451,519,2006,2006,2006,2006,466,658,687,694,31,98,145,149,42,77,157,159,231.4,17558,17895,391547,1134374,1252713,4717,25828,33964
Chemical tanker,73,21,787,1210,2005,2007,2005,2005,431,541,479,477,38,71,76,75,59,56,86,86,262.0,20286,20676,282081,1809903,2094319,3864,29065,35633
Vehicle,39,15,421,127,1994,1999,2001,2000,284,400,416,416,24,39,50,49,32,39,55,51,49.1,3786,3858,129080,569104,659081,3310,12580,13539
Oil tanker,24,14,282,476,2006,2009,2005,2005,378,325,306,294,33,37,55,54,32,78,79,76,88.0,6817,6947,338626,773298,868898,14109,41301,48923
Bulk carrier,19,16,177,304,1997,1998,2001,2001,361,482,482,478,27,70,93,92,94,193,121,119,27.1,2085,2125,117933,283627,400289,6207,24199,30207
Service - other,6,3,33,28,2000,1995,2005,2005,296,446,1020,490,50,46,2846,2570,92,67,2170,1957,16.1,1211,1234,197770,405781,437254,32962,73345,82817
Miscellaneous - fishing,1,1,0,0,1993,1993,1993,1993,152,152,152,152,56,56,56,56,85,85,85,85,0.2,17,18,186,412,469,186,437,519
