Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,552,211,2830,3724,1989,1991,1993,1994,904,1019,943,948,88,113,152,155,60,132,126,136,788.1,60067,61220,5165654,15449132,21808535,9358,37118,49334
Oil tanker,494,275,36322,67568,2008,2009,2009,2009,772,1168,1198,1203,94,140,285,284,37,43,43,42,3707.4,287100,292612,31136386,63335441,70732798,63029,162654,199042
Container,387,76,3014,3777,2002,2001,2001,2001,565,685,689,697,53,79,96,97,48,83,76,77,898.3,68633,69950,4793752,15165993,17140401,12387,41062,48362
Chemical tanker,236,129,5648,8974,2006,2007,2007,2007,770,977,1059,1063,72,96,155,155,68,88,88,88,1177.7,91013,92760,2027456,13355397,15475001,8591,66606,81923
Bulk carrier,158,101,6885,12476,1997,1999,2005,2006,942,1580,2253,2394,88,156,608,635,225,262,194,188,635.2,48957,49897,3793192,8620112,11504437,24008,85256,104351
Service - tug,147,20,67,58,2007,2005,2008,2008,185,439,263,258,23,156,200,199,9,47,36,33,56.1,4209,4290,1479906,3499531,4685683,10067,25996,35099
Vehicle,125,44,10910,3642,1996,2003,2004,2003,1017,3018,2724,2761,107,214,326,332,28,35,39,38,827.5,63930,65157,3688255,16261249,18832183,29506,112152,120701
Liquefied gas tanker,95,14,1101,1172,2011,2009,2012,2012,539,997,920,892,49,78,163,157,30,53,45,45,259.9,19908,20290,884446,2562385,2829694,9310,50972,67029
Refrigerated bulk,25,21,727,799,1994,1994,1994,1994,1781,2829,3449,3406,146,193,381,380,131,143,181,184,369.4,28155,28695,2369036,5176459,5830794,94761,201936,218030
Ro-Ro,23,9,1409,1206,2006,2002,2014,2014,1673,1287,1633,1657,132,105,170,172,31,30,38,38,147.5,11404,11623,1336755,2815972,2961522,58120,136838,147579
Service - other,12,4,26,38,1979,1984,1986,1989,739,1211,874,812,112,147,144,122,4,33,24,19,11.3,850,866,262699,539000,580805,21892,48712,55003
Miscellaneous - fishing,4,3,0,0,1987,1989,1990,1990,557,739,196,188,76,102,112,113,16,753,865,732,4.2,316,322,3460,7674,8725,865,2036,2413
Ferry-RoPax,1,1,2,1,1986,1986,1986,1986,418,418,418,418,33,33,33,33,6,6,6,6,0.7,55,56,4359,10779,13226,4359,9304,8474
