int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Hvide Sande,101,84,1997,1998,2010,1999,123161804,64268228,260,675,381,288,103,7764
Hov,1,1,1993,1993,1993,1993,6636,903,15,15,15,15,0,4
Svaneke,18,17,1991,1989,2003,2001,20996237,11682550,408,828,431,330,12,871
Nordhavn,738,112,1996,1998,1999,2000,8786763805,1583801554,275,379,341,368,2015,151346
Eskilstrup,1,1,2001,2001,2001,2001,635622,744142,443,443,443,443,0,21
Stigsnaes Inter Terminal,53,46,2005,2005,2007,2007,1159980265,2044811844,681,1155,817,814,214,16073
Ensted,25,14,1997,1997,2012,2013,78471663,139800057,160,382,409,418,12,909
Skodsborg,8,8,2004,2004,2002,2003,36728449,42570590,423,658,863,851,13,953
Kyndbyvaerkets Havn,15,13,1997,1997,2001,2001,18887893,27553889,587,447,513,515,7,548
Gulfhaven,23,20,2007,2007,2009,2009,105180851,160702612,565,506,515,522,32,2347
Sydals,26,16,1988,1990,2000,2001,39694609,54981332,375,496,188,174,19,1391
Svendborg,49,37,1983,1983,1993,1995,15165857,18007748,254,395,379,361,35,2637
Torrig,2,2,1999,1999,2002,2001,3259296,553908,3388,3388,3936,2962,11,825
Nykobing (Falster),50,43,1994,1994,1997,1998,35508960,50159884,302,358,325,330,18,1335
Avedore,182,64,2006,2003,2008,2008,454445764,649648287,462,570,591,592,136,10221
Asaa,3,3,1991,1991,1991,1991,4271092,6302015,665,614,612,612,1,103
Arosund,1,1,2010,2010,2010,2010,2817858,3770654,687,687,687,687,1,63
Frederikssund,1,1,2008,2008,2008,2008,11817,6415,68,68,68,68,0,18
Thorsminde,23,20,2001,2003,2011,2011,110575737,131799689,522,642,496,472,26,1980
Fakse Ladeplads Havn,51,14,1986,1985,1985,1985,25337630,33058685,246,191,329,330,10,763
Rodvig Havn,2,2,2010,2010,2009,2008,177387,58517,647,647,436,357,1,93
Nakskov,105,72,1997,1997,2004,2004,147441239,198441803,357,351,405,400,48,3586
Vaggerlose,3,3,1988,1988,2009,2009,12133996,19976271,251,717,1370,1400,3,250
Assens,34,33,1992,1991,2001,2001,48867519,63840822,526,697,778,773,44,3336
Sonderborg,22,14,1948,1955,1981,1977,2037401,1171528,142,282,286,223,12,872
Nysted,9,8,1981,1989,2006,2006,82500482,146920168,370,1191,790,794,10,787
Ballen,37,36,2008,2008,2008,2009,841592798,1382441556,788,796,949,936,118,8824
Karrebaksminde,8,8,1994,1994,1996,1995,8016954,11687436,313,461,460,464,3,218
Kongsdal Harbour,43,19,1993,2000,1995,1998,30888236,42187620,270,360,342,331,10,759
Tuborg,12,11,1992,1991,1993,1993,6085570,8909304,274,336,280,280,3,234
Holstebro-Stuer,40,21,1992,1995,2007,2009,84460728,139391635,207,715,759,810,15,1108
Vordingborg,22,16,1995,1998,2004,2005,20400408,31105653,417,386,420,427,8,624
Vejby,10,10,1993,1993,2003,2003,41853951,64862755,423,476,623,641,9,681
Aeroskobing,22,19,1979,1983,1994,1996,72627400,35064464,193,313,445,509,28,2096
Fynshav,7,7,1996,1996,2004,2005,70815483,120339709,484,689,786,793,8,613
Sundby/Mors,24,10,1989,1989,1988,1988,15827625,21341488,301,457,412,407,6,420
Avernak By,18,16,1985,1989,2002,2002,40004592,57638910,386,599,704,706,30,2281
Juelsminde,20,20,1989,1989,1990,1991,19532951,26786870,530,508,547,563,7,537
Hammerhavn,19,13,2005,2000,2002,2002,43586994,57453252,179,365,337,377,13,970
Kleppen,30,22,1991,1992,1993,1994,24265119,31500930,394,737,575,573,23,1738
Gudhjem,14,14,1998,1998,2013,2014,79683673,66777987,185,454,615,813,14,1083
Tuno,4,4,1996,1996,1995,1993,2623931,3195327,565,547,459,423,2,167
Hadsund,6,6,1995,1995,1997,1997,6922130,10997926,448,505,516,496,2,140
Stavning,1,1,2006,2006,2006,2006,111097116,209537037,1431,1431,1431,1431,8,586
Hasle,22,17,1995,1997,2005,2005,11992385,14139312,192,261,218,237,9,659
Bandholm,16,11,1985,1986,1986,1987,6458516,8468604,198,280,242,243,2,181
Haderslev,1,1,2004,2004,2004,2004,9244005,16354249,150,150,150,150,1,94
Hellebak,7,6,1995,1996,2002,2003,9762036,13510019,610,661,715,730,4,336
Saelvig,4,4,1998,1998,2009,2007,4765263,3076200,472,1069,424,356,3,241
Hejls,2,2,2006,2006,2010,2010,10843105,14617812,1012,1012,1337,1321,2,143
Lemvig,1,1,1985,1985,1985,1985,558833,791395,379,379,379,379,0,14
Allinge,6,6,2000,2000,2007,2008,48949228,80879712,529,599,1057,1157,7,557
Aro,3,3,1999,1999,2003,2003,15322785,19828961,491,490,583,582,4,284
Bovlingbjerg,1,1,2012,2012,2012,2012,1653587,280269,14013,14013,14013,14013,7,550
Thisted,12,10,1990,1991,1992,1992,17793910,23069030,485,688,652,664,6,469
Augustenborg,1,1,1988,1988,1988,1988,2107150,2488160,828,828,828,828,1,40
Boejden,2,2,1990,1990,1996,1989,5557329,1698837,960,960,1153,715,2,161
Rudkobing,3,2,1926,1938,1956,1940,49782,30036,64,136,128,95,2,168
Kolby Kas,3,3,1993,1993,1989,1989,3581801,3704775,101,284,563,569,1,112
Stubbekobing,2,2,1971,1971,1978,1978,419120,578463,242,242,337,323,0,24
Store Merlose,2,2,2002,2002,2004,2004,3120380,4648399,322,322,310,310,1,59
Kerteminde,2,2,1986,1986,2004,2004,9459783,12204306,446,446,513,514,13,973
Store Fuglede,2,2,1994,1994,1994,1994,1842508,1822622,2482,2482,1008,709,6,442
Store Heddinge,1,1,2008,2008,2008,2008,1109614,1602092,439,439,439,439,0,18
Tjele,1,1,2006,2006,2006,2006,533,247,1,1,1,1,0,2
Humlebak,1,1,1974,1974,1974,1974,24658,20034,180,180,180,180,0,10
Troense,1,1,1961,1961,1961,1961,17999,8922,165,165,165,165,0,6
Holbaek,1,1,2003,2003,2003,2003,42068,15935,127,127,127,127,0,9
Hjerting,2,2,2000,2000,1997,1997,5868285,1456019,639,639,508,504,2,132
Sollested,1,1,1983,1983,1983,1983,967278,1488740,620,620,620,620,0,27
Masnedsund Godningshamn,1,1,2008,2008,2008,2008,8672731,14752064,289,289,289,289,2,121
