int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Skagen,3974,2139,2004,2006,2009,2010,98000176436,151723524795,569,1075,1285,1280,13770,1035897
Hanstholm,590,183,1994,1998,2005,2006,760301903,845691369,227,750,512,440,422,31662
Vemmelev,2,2,2000,2000,2002,2002,4151246,5060572,430,430,292,298,1,77
Aalborg,831,382,1995,1999,2004,2005,4172449942,4833351182,428,674,935,1023,1040,78860
Kolding,269,182,1997,1998,1999,1999,539906397,746393982,494,689,704,703,153,11547
Marstal,64,31,1949,1975,2008,2008,86307310,99778861,93,304,617,634,84,6323
Copenhagen,747,344,2002,2001,2009,2008,10516994406,5601827514,380,514,612,685,2370,178094
Aarhus,1618,521,2002,2002,2009,2009,10689412237,13498747315,277,762,423,538,2258,170457
Horsens,149,103,1993,1993,1997,1997,204795784,291584739,378,646,596,591,73,5485
Masnedovaerkets Havn/Vordingborg,37,20,1986,1993,1995,1995,25818747,37359927,317,517,469,481,11,829
Koege,385,181,1995,1997,2001,1999,475366149,617885810,346,513,439,488,175,13183
Masnedsund,49,40,1992,1992,1996,1996,35879461,52142024,303,459,396,403,24,1810
Studstrup,36,31,2005,2006,2012,2012,1311993495,2032924679,619,2005,3449,3450,154,11806
Hirtshals,860,218,2002,1998,2008,2005,9885772155,3270919612,360,577,585,672,2352,168244
Spodsbjerg,19,8,1978,1995,2012,2012,72501026,122914633,89,361,586,656,9,648
Esbjerg,1744,509,2004,2002,2007,2008,9352907504,6849011843,330,830,563,602,3016,225777
Vejle,249,162,1995,1998,1999,1999,287640532,409134272,359,496,468,463,108,8139
Frederikshavn,753,303,1995,2000,1998,2007,7225371294,6902862256,271,792,631,851,1693,127331
Christianso Harbor,74,56,1994,1995,2008,2009,421051267,604370204,405,863,770,853,92,6953
Akirkeby,32,27,1990,1991,2004,2005,51887157,77633773,165,556,941,1122,21,1612
Fredericia,672,325,2003,2003,2007,2007,4724326425,7180075137,327,643,660,702,1142,85903
Kalundborg,536,328,2003,2003,2006,2006,9065870251,14488820040,508,986,1338,1360,1712,129807
Grenaa,264,150,1995,1997,1993,2001,1183395617,774307244,425,572,737,598,321,24134
Thyboron,554,241,1992,1994,2002,2003,878276374,1062460506,317,769,639,621,549,41221
Rodbyhavn,74,29,1995,1990,1996,1997,782385705,194663473,152,1859,3804,1093,281,21082
Gedser,38,22,2003,1999,2005,2004,74892598,94404478,228,530,448,454,31,2319
Nekso,248,88,1984,1987,1997,2000,109008714,103586775,334,561,391,388,130,9725
Helsingor,23,16,1999,1997,2001,1997,97830395,26970094,227,587,534,530,34,2551
Hobro,57,32,1992,1994,1994,1994,52813737,80570598,480,447,390,393,17,1278
Randers,352,171,1992,1994,1996,1996,444473618,645505938,419,557,530,527,146,10971
Stege,36,23,1995,1987,2007,2005,19463407,19277540,264,273,220,207,18,1370
Roenne,661,221,1994,1995,2002,2000,965741063,388024176,174,312,369,298,405,30409
Saby,9,9,1987,1987,1999,2000,7686006,11213465,315,454,510,511,3,212
Faaborg Havn,39,19,1970,1966,1992,1986,47814573,25417828,183,283,486,438,54,4023
Middelfart,96,57,2001,1998,2005,2005,248875991,349415745,491,639,649,654,70,5264
Hals,32,26,1995,1996,2002,1999,72772174,83830124,353,529,706,617,29,2192
Sjaellands Odde,24,21,2001,2002,2005,2005,639223995,1192479271,425,1062,1362,1447,65,4920
Frederiksvaerk,348,108,1993,1993,1994,1995,377737354,484202395,363,425,455,441,107,8041
Korsor,117,90,1997,1998,2010,2012,1052227825,2274363398,319,425,1182,1379,130,9816
Naestved,90,60,1993,1995,1996,1996,93468140,135675505,390,508,503,509,33,2475
Stevns Pier,39,26,2001,2002,2001,2001,46316699,68923597,355,430,383,378,14,1075
Lindoe,256,203,2001,2002,2005,2006,1995202048,2537832000,425,727,826,824,753,56626
Dragoer,25,23,1996,2000,2010,2009,144932720,183157993,440,974,720,622,52,3769
Odense,61,45,1997,1996,2000,2000,85959015,123685503,452,523,491,530,72,5437
Gilleleje,26,26,1997,1997,2009,2009,308900230,530337302,509,652,1269,1392,36,2740
Aabenraa,249,158,1996,1997,2004,2004,1173180438,1914174691,420,471,550,563,240,18015
Ebeltoft,5,5,1981,1981,1985,1984,1884934,3106534,481,449,346,385,14,1053
Abybro,30,29,1991,1991,2010,2010,91226231,126649214,413,417,314,410,16,1243
Blavand,62,48,1997,1994,2009,2009,331929731,457610225,207,470,785,867,78,5867
Romo,71,38,1991,1986,1998,1988,14774763,8862633,424,1095,1036,1297,75,5610
Strandby,18,18,2001,2001,2011,2012,488081408,823135878,577,1538,2085,2188,58,4422
Endelave,7,7,1995,1995,2005,2004,28485903,34558546,992,1059,1270,1281,12,928
Sandvig,18,16,1998,1996,2009,2009,79034647,104986185,395,627,512,546,15,1161
Nyborg,194,56,1990,1996,1998,1999,297937750,397088920,418,515,561,566,195,14680
Nykobing (Mor),70,64,2001,2002,2006,2007,628010051,885026631,460,551,552,574,119,8976
Vordingborg Sydhavnen,33,28,1999,1999,2002,2003,26738583,39738661,244,315,314,313,11,850
Stroby,6,6,2002,2002,2013,2013,23895185,38228324,368,414,694,696,4,331
Vesteroe,134,114,2001,2002,2012,2011,3148551573,4183459833,574,962,1420,1211,379,27202
Hundested,108,51,1994,1997,1997,1998,202474794,226734475,350,720,492,622,70,5276
