,imp_code_str3,imp_name,HS2,description,USD,tonne
0,840,United States of America,87, Pedestrian controlled tractors,210276550197.384,19480705.827731
1,840,United States of America,27," Anthracite, not agglomerated",173563576133.596,325034764.58144504
2,840,United States of America,84, Nuclear reactors,108642728184.085,12799000.948125001
3,840,United States of America,85, Electric motors of an output < 37.5 watts,61516354767.268,7617609.4812779995
4,840,United States of America,94," Seats, aircraft",51423652161.815994,11784325.162445001
5,840,United States of America,39, Polyethylene - specific gravity <0.94 in primary form,39226773839.286,12511286.920262
6,840,United States of America,30," Glands and other organs, dried, for therapeutic uses",29059683445.52,283713.917541
7,840,United States of America,72," Pig iron, non-alloy, <0.5% phosphorus",26158500288.939,34855400.608033
8,840,United States of America,73, Sheet piling of iron or steel,25935548931.391,14111334.169932
9,840,United States of America,40," Natural rubber latex, including prevulcanised",20730109491.388,5844519.700405
10,840,United States of America,22, Mineral and aerated waters not sweetened or flavoured,19518725533.027,9046825.709821
11,840,United States of America,76," Aluminium unwrought, not alloyed",17348030084.464,5807540.658328
12,840,United States of America,29, Saturated acyclic hydrocarbons,17331973971.926,10715790.815925
13,840,United States of America,95," Rideable wheeled toys, dolls carriages",13545733880.633999,1419602.2083799997
14,840,United States of America,03," Ornamental fish, live",13117900123.833,1613368.044415
15,840,United States of America,48, Newsprint,13000216411.537,10324967.810357
16,840,United States of America,61," Mens, boys overcoats, etc, of wool or hair, knit",11918449254.796,844845.122469
17,840,United States of America,44, Fuel wood,11165696487.43,12876978.699291
18,840,United States of America,90," Optical fibres, except for telecommunications",10934806442.794,345876.347727
19,840,United States of America,64," Waterproof footwear (Wellingtons etc), metal toe cap",10147198857.801,407312.797484
20,840,United States of America,33, Essential oils of bergamot,8742234282.157999,529646.806638
21,840,United States of America,88," Gliders, hang gliders",8644909033.726,31424.193406000002
22,840,United States of America,63, Electric blankets of textile material,8230841096.423,1705459.086098
23,840,United States of America,38, Artificial graphite,8168975609.028,3454411.3977179998
24,840,United States of America,28, Chlorine,7950089116.333,12765365.628105
25,840,United States of America,62," Mens, boys overcoats of wool or hair, not knit",7732364771.0460005,469598.869865
26,840,United States of America,68," Stone setts, curbstones, flagstones (except slate)",6530164788.7300005,7097240.136093
27,840,United States of America,21," Coffee extracts, essences, concentrates, preparations",6340891761.42,1261953.230117
28,840,United States of America,71," Pearls natural, not permanently mounted or set",6288335041.894,88998.414811
29,840,United States of America,83, Padlocks of base metal,6075401673.8619995,1492972.761943
30,840,United States of America,19," Infant foods of cereals, flour, starch or milk, retai",5945280456.266,1890903.708639
31,840,United States of America,70," Glass cullet, waste or scrap, glass in the mass",5540378927.242001,3693227.783807
32,840,United States of America,74, Copper mattes,5537192157.6710005,801842.055636
33,840,United States of America,20," Cucumbers,gherkins, prepared or preserved by vinegar",5471557851.568,6088348.261712
34,840,United States of America,08," Coconuts, fresh or dried",5422063328.14,3512006.83158
35,840,United States of America,09," Coffee, not roasted, not decaffeinated",5356889698.747,1655856.729451
36,840,United States of America,15," Lard, other pig fat and poultry fat, rendered",4673163099.837,3621034.2101499997
37,840,United States of America,69," Bricks, blocks and ceramic goods of siliceous earths",4161101108.347,4698938.162908
38,840,United States of America,31," Animal or vegetable fertilizers, in packs >10 kg",3985986536.023,16207864.313817
39,840,United States of America,07," Potatoes seed, fresh or chilled",3408087488.059,2950622.466639
40,840,United States of America,32, Quebracho tanning extract,3366039867.055,735764.849728
41,840,United States of America,82, Spades and shovels,3157022335.13,346751.59126
42,840,United States of America,17," Raw sugar, cane",3122420551.204,3625144.407042
43,840,United States of America,34," Soaps, for toilet use, solid",2825606109.703,1254468.6784639999
44,840,United States of America,16," Sausages, similar products of meat, meat offal & bloo",2563828875.655,471892.580649
45,840,United States of America,96," Worked ivory, articles of ivory",2363454480.684,328768.977579
46,840,United States of America,42," Saddlery and harness, of any material",2179516100.706,220301.94293599998
47,840,United States of America,25," Salt (sodium chloride) including solution, salt water",2107772364.713,37804654.559043
48,840,United States of America,49," Brochures, leaflets and similar, in single sheets",1976083548.56,318552.655838
