int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Puerto Plata,506,123,2001,2004,2007,2008,12121496597,4890319018,355,767,669,797,2709,208655
Puerto De Haina,1250,443,2006,2008,2008,2008,20460351820,29976732103,920,1405,1145,1190,3691,283992
Caucedo,909,233,2006,2007,2009,2009,71521753780,80711933496,713,1666,1684,1663,8160,623915
Azua,165,40,2005,2008,2009,2009,3752825592,4393991491,759,1457,1417,1403,595,45417
Bani,23,22,1988,1987,1999,1998,85759480,109638445,488,979,1132,1199,98,7404
Santo Domingo,420,148,1997,2004,2006,2006,15143708020,6676170285,440,1312,1015,1251,1405,108193
San Pedro De Macoris,250,108,2003,2007,2010,2010,5198749139,8012780989,587,1374,1558,1607,794,61023
La Romana,121,33,2008,2007,2010,2009,4078792746,904900243,468,820,473,737,818,63246
Puerto Palenque,42,37,2007,2008,2010,2010,2741716167,4863263201,1063,1543,2025,2176,266,20516
Manzanillo,83,33,2000,2002,2008,2008,1636991889,2106732133,673,2279,1609,1732,424,32528
Catalina Island,13,11,2003,2002,2009,2008,381932766,77833871,653,607,664,702,75,5793
Cabo Rojo,10,10,2004,2004,2010,2010,326060450,434039942,1485,2000,2249,2145,58,4463
Barahona,28,22,1999,1999,2010,2010,152185094,225843078,488,600,563,545,45,3400
Puerto Viejo,31,17,2004,2007,2012,2012,523649275,827268122,502,1259,1552,1691,87,6687
Barcequillo,3,3,2000,2000,2009,2010,101224514,144043888,3947,3324,3733,3884,31,2350
Sanchez,1,1,2008,2008,2008,2008,12197,2227,25,25,25,25,1,43
Punta Cana,10,7,2004,2001,2007,2004,205030524,23284517,319,541,286,342,47,3630
Cayo Levantado,29,12,2006,2002,2009,2009,787453873,91394377,522,435,515,515,169,13073
Casa De Campo,3,3,1983,1983,1986,1985,202483,147881,252,240,243,238,1,46
Samana,4,4,1994,1994,1991,1990,1778788,1019843,360,605,510,463,8,567
Ocoa Bay,1,1,2007,2007,2007,2007,4004431,4405817,554,554,554,554,1,69
Higuey,1,1,2016,2016,2016,2016,12393162,21152054,944,944,944,944,7,557
