port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Puerto Plata - Puerto De Haina,130,48,2008,2009,2009,2009,641502977,889303563,313,347,337,337,157,12061
San Pedro De Macoris - Azua,17,9,2011,2009,2012,2011,82364501,96935591,119,149,135,136,30,2296
Puerto De Haina - Catalina Island,2,2,2004,2004,2004,2003,1843992,2281350,91,91,80,84,0,38
Azua - Santo Domingo,18,9,2005,2004,2000,2000,38045594,42525121,183,235,509,480,58,4445
Caucedo - Santo Domingo,8,6,2009,2008,2007,2006,22310790,27612613,171,154,120,114,13,993
Caucedo - Puerto Palenque,26,17,2009,2008,2010,2010,92755247,123275607,72,301,93,94,23,1784
Santo Domingo - Puerto Palenque,3,3,2013,2013,2013,2013,1458186,2221776,31,31,30,29,0,31
Puerto Viejo - San Pedro De Macoris,2,2,2008,2008,2008,2008,6113643,10085359,111,111,112,112,2,129
Puerto De Haina - Caucedo,33,18,2010,2009,2010,2010,43564011,56974924,83,319,95,93,27,2079
Santo Domingo - San Pedro De Macoris,30,8,2008,2002,2000,2000,6647123,5357257,96,95,92,104,9,694
Cabo Rojo - San Pedro De Macoris,1,1,2018,2018,2018,2018,6609732,7469458,262,262,262,262,1,97
San Pedro De Macoris - Bani,2,2,2012,2012,2018,2018,2012163,2271790,82,82,79,79,0,22
Puerto De Haina - San Pedro De Macoris,37,22,2008,2006,2008,2008,49248845,79421739,87,155,152,152,27,2056
Puerto De Haina - Santo Domingo,37,17,2009,2008,2005,2005,39018344,58317989,182,149,105,103,24,1826
Puerto De Haina - Puerto De Haina,2,1,1976,1976,1976,1976,4310233,6717651,1111,1111,1111,1111,1,106
Azua - Caucedo,2,2,2008,2008,2009,2009,13219484,16090227,115,115,117,117,6,436
Bani - Puerto Plata,1,1,2006,2006,2006,2006,296907,587490,351,351,351,351,0,24
Puerto De Haina - Puerto Palenque,8,7,2008,2007,2010,2010,21957770,35227410,80,112,103,98,6,490
