int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Puerto Plata,510,116,2001,2003,2008,2008,10825076678,4961092087,683,940,610,840,2488,191083
Puerto De Haina,1239,439,2006,2008,2008,2008,16854616462,24525890516,612,1062,932,966,3269,250451
Caucedo,901,230,2006,2007,2010,2010,118441374389,132535364691,713,2441,2810,2749,12320,944347
Azua,168,42,2004,2008,2009,2009,3792461925,4516634464,761,1714,1444,1452,767,58358
Bani,21,21,1986,1986,2010,2010,94164129,104123252,433,574,1088,1053,35,2634
San Pedro De Macoris,255,109,2004,2006,2010,2010,4123303149,6284181724,499,1084,1201,1211,698,53447
Catalina Island,15,14,2004,2004,2011,2013,671958775,539498615,636,1065,1019,2232,115,8844
Santo Domingo,411,147,1997,2004,2005,2006,14371892547,6466526597,442,1325,1027,1236,1228,94612
La Romana,137,37,2008,2005,2011,2010,5202906810,1564692252,487,1409,528,1165,1030,79605
Puerto Palenque,42,35,2007,2007,2007,2007,3132165824,4132571066,686,1231,2355,1904,425,32855
Manzanillo,84,34,2000,2002,2004,2004,3176639898,3613225620,3894,1809,3057,2920,1224,93783
Cabo Rojo,9,9,2006,2006,2011,2011,312392904,477796105,1499,1803,2651,2778,44,3359
Barahona,32,26,2000,2001,2008,2007,513691290,776081991,771,1061,1343,1326,94,7108
Puerto Viejo,22,12,2003,2005,2013,2014,335663243,559666872,472,1086,1507,1686,60,4562
Barcequillo,3,3,2000,2000,2008,2010,123491486,174622584,3284,3113,4554,4708,28,2107
Sanchez,1,1,2008,2008,2008,2008,377979,69002,767,767,767,767,2,138
Punta Cana,16,13,2005,2004,2008,2008,573457221,69276594,330,360,731,381,105,8085
Cayo Levantado,28,12,2006,2004,2009,2008,698965665,113544563,410,766,476,642,160,12275
Casa De Campo,3,3,1983,1983,1987,1988,688288,496606,942,799,827,798,2,119
Samana,5,5,1992,1992,1988,1985,3215406,2792683,687,632,588,523,3,217
Higuey,1,1,2016,2016,2016,2016,3705325,6324070,282,282,282,282,1,75
