Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,2683,1819,254175,456430,2010,2010,2011,2011,1988,2505,2521,2526,198,254,366,366,9,13,14,15,19744.8,1526782,1556096,132577537,306444015,376039452,49414,179104,214583
Oil tanker,814,538,83505,151620,2009,2009,2010,2010,1254,2099,1995,1976,144,220,361,359,12,22,19,19,8249.3,636739,648964,80651273,150018604,176867060,99080,249623,308731
Chemical tanker,751,545,31295,51479,2009,2009,2010,2010,1102,1998,2106,2125,125,205,356,357,10,20,20,20,4645.2,358598,365483,14832563,82831967,96247368,19750,128540,157069
General cargo,745,488,12471,17797,2007,2007,2008,2008,1317,1565,1754,1744,134,161,264,262,6,12,13,13,2078.4,159643,162708,11978034,38976077,56225935,16078,76403,103290
Liquefied gas tanker,360,217,50633,45772,2010,2010,2010,2010,1436,2162,2435,2433,120,181,316,319,11,17,15,15,5632.7,402597,410327,14613131,83275854,72411914,40592,277416,406317
Cruise,219,74,8514,812,1998,1997,2003,2002,337,458,549,528,24,32,48,47,8,8,7,7,1748.1,135164,137759,2372950,13969090,16291350,10835,56116,61619
Container,163,114,4847,5845,2004,2005,2007,2007,493,1055,1276,1262,46,93,183,182,8,26,20,21,687.0,53017,54035,4620320,14461671,16179807,28346,95748,112400
Refrigerated bulk,85,56,1661,1830,1995,1994,1994,1994,1861,2167,2139,2140,134,209,317,318,9,11,11,11,761.3,58024,59138,5427944,11860322,13359537,63858,136081,146927
Service - tug,30,25,81,72,2006,2005,2004,2005,1114,1563,1549,1580,213,399,479,475,40,214,268,260,87.7,6599,6726,1833715,4336184,5805916,61124,157833,213101
Ferry-RoPax,26,10,1004,277,1996,1999,1997,1997,1946,1251,2741,2807,239,115,807,825,6,138,24,15,253.5,19367,19739,1727171,4268369,5239314,66430,141835,129579
Ro-Ro,24,18,837,441,2002,2003,2005,2004,1146,1313,1534,1470,87,142,271,231,10,106,97,98,177.7,13686,13949,493379,1075907,1102344,20557,48424,52455
Service - other,17,17,424,334,2004,2004,2008,2008,1915,2912,3147,3021,301,512,740,697,21,89,55,34,151.0,11521,11742,2333559,4787950,5159307,137268,305445,344890
Vehicle,11,9,1134,548,1999,1999,1998,1997,1312,2267,2431,2647,97,174,339,353,9,10,11,12,85.5,6611,6738,555013,2447011,2833888,50456,191782,206400
Miscellaneous - fishing,4,4,11,5,2008,2008,2018,2018,1392,1161,1394,1471,150,146,193,204,64,50,65,65,4.4,331,337,31991,70962,80677,7998,18822,22313
Other liquids tankers,2,2,101,142,2015,2015,2015,2015,1806,1806,1805,1806,164,164,164,164,6,6,5,5,8.3,645,658,72634,207393,447140,36317,125816,203306
Ferry-pax only,1,1,0,0,2012,2012,2012,2012,728,728,728,728,82,82,82,82,1,1,1,1,0.1,9,10,7011,14278,17986,7011,16303,21493
