int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Anjeong,153,145,2006,2006,2008,2008,24455510440,24745125053,1316,2739,4166,3893,3118,201537
Jisepo,1610,1086,2007,2007,2009,2009,202393084804,204806692919,961,1942,2221,2127,24141,1725881
Yongdang Dong,9300,1704,2003,2004,2007,2007,162033227667,203891027437,614,1772,1453,1451,26802,2063156
Pohang,1142,696,2006,2006,2011,2011,110108006758,205178418601,1042,2180,4180,4447,7318,563352
Incheon,965,436,2007,2007,2008,2010,67331353156,73713621028,777,2959,2710,3509,8014,591681
Tongyeong,334,291,2005,2005,2009,2009,16369659180,23962935159,910,1634,2751,2840,1705,131548
Ulsan,1683,1002,2008,2007,2010,2010,83234779349,122496043874,851,2168,3104,3249,9923,766196
Gamcheon/Busan,3192,1636,1998,2001,2006,2007,61713980898,77386219476,606,1863,1867,1794,11759,893908
Gwangyang,1116,571,2010,2008,2013,2013,66902818276,108124754861,683,1911,2967,3258,5938,445889
Busan,3368,1415,2001,2004,2009,2010,55843261298,79305174146,492,1520,1211,1583,8493,647280
Gunsan,82,80,2003,2004,2012,2012,5957079498,7591307999,1431,2527,3653,3656,619,45348
Bupyong/Incheon,54,38,1995,1997,2013,2014,499679786,757678430,426,1179,2027,2120,81,6153
Donghae,276,176,2001,2003,2008,2008,21724190165,30648647572,840,2432,3442,3049,2434,166955
Yosu,1140,914,2009,2009,2010,2010,132768550414,225658138983,968,2459,3429,3688,11165,847076
Onsan,5524,2421,2007,2007,2009,2009,410065409701,689406325298,954,2562,3729,3954,36750,2838651
Busan New Port,3742,1257,2008,2008,2010,2010,391547192682,414894675559,704,1546,1542,1529,38599,2953564
Seongsan,221,212,2006,2006,2008,2009,20900467259,32603258259,1307,2501,3068,3387,1815,137769
Pyeongtaek,875,436,2008,2008,2010,2011,71236167670,84274745599,681,2458,2728,3256,6915,511620
Mokpo,284,270,2006,2006,2009,2009,24656209328,35097758753,1298,2631,3260,3347,2446,186789
Gohyeon,74,63,2007,2007,2012,2011,7236114577,9417306553,950,2176,2440,2676,2462,189142
Jeju,293,235,2004,2005,2007,2008,17403907043,25043939616,1205,3197,3266,3549,2257,172362
Kwangyang,91,87,2004,2004,2007,2008,9743043214,15250558171,1533,3148,3987,4293,994,76613
Daesan,1517,950,2008,2008,2010,2010,177563666111,292144094962,1198,2921,4365,4571,15843,1195855
Hwasun,231,216,2006,2006,2009,2009,17664078156,25430056523,1134,2026,2996,3100,1642,122097
Janghang,474,322,2009,2006,2009,2009,43415060384,68881049104,1158,2624,3405,4187,3526,264291
Namwon,218,209,2006,2006,2010,2010,15887575469,24157042914,1205,2240,2470,2766,1396,107660
Tonghae,156,121,2002,2004,2006,2006,8064630819,14148568218,938,1937,2347,2415,745,57629
Masan,190,140,2004,2004,2009,2009,7088504052,7110354942,695,1546,1668,2175,822,63221
Jinhae,134,113,2004,2005,2007,2007,5511941457,3054686733,852,1751,2135,1826,607,46734
Dangjin,310,238,2004,2005,2006,2006,49578308438,74100067258,1758,2828,4237,4581,4264,308651
Suwon,148,61,2012,2010,2012,2012,6902496146,8770046817,1234,2605,2212,2340,1115,86120
Sokcho,27,20,1994,1993,1998,1999,65432349,94450919,384,801,606,547,34,2561
Mukho,31,28,2001,2003,2009,2009,917718782,1605521393,834,1780,2077,2111,107,8210
Bucheon,43,40,2007,2006,2012,2012,1736507320,2809318114,1054,2144,3407,3458,187,14400
