int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Gamcheon/Busan,3163,1629,1998,2000,2007,2008,90238496868,123020552360,680,2617,2710,2805,15653,1191552
Yongdang Dong,9357,1675,2003,2004,2007,2007,125270425009,160840897947,582,1769,1116,1138,22651,1740159
Dangjin,318,246,2004,2005,2006,2006,42954315132,63446032560,1010,2258,3708,3776,4012,277517
Busan,3374,1421,2002,2004,2009,2009,88087114067,133234404260,473,2283,1885,2583,11189,855239
Pohang,1116,713,2006,2006,2011,2011,96589408237,173178242037,816,2221,3490,3520,6981,530119
Gwangyang,1280,597,2010,2009,2013,2013,56289605088,80902471434,635,1745,2007,2115,5068,384458
Ulsan,1724,1044,2008,2007,2010,2011,82779543924,111067067106,729,2063,2778,2721,8413,646921
Pyeongtaek,776,387,2008,2008,2011,2012,51217476127,59812646124,422,2038,2195,2591,4520,333160
Onsan,5612,2460,2007,2007,2009,2009,329429698732,523757271164,733,2151,2919,2979,30687,2367569
Jinhae,161,139,2004,2004,2006,2007,4957322290,3485177554,838,1813,1738,1600,667,51204
Gohyeon,99,81,2005,2005,2016,2016,8184753647,8757653095,619,1963,2446,2165,864,62119
Janghang,488,326,2008,2006,2008,2007,33101197941,55526330679,615,1922,2587,3198,2542,191306
Tongyeong,323,289,2005,2005,2009,2009,13664806274,19380079346,884,1909,2118,2187,1421,109292
Yosu,1163,932,2009,2009,2012,2011,131148281036,203824409758,1122,2643,3340,3317,11179,836218
Anjeong,157,147,2006,2006,2008,2008,22071957162,21645755092,1121,2496,3636,3438,2686,171686
Jisepo,1606,1072,2007,2007,2009,2009,282383906596,288724384241,864,2282,3043,2973,34036,2452384
Mokpo,265,253,2006,2006,2011,2012,21130635566,29993723283,1197,2437,2929,3037,2108,160439
Namwon,207,196,2006,2006,2009,2009,12453125906,19370567079,1081,1798,2085,2402,1308,99086
Hwasun,228,206,2006,2006,2009,2008,12098022519,17545923940,920,1535,2144,2243,1250,94945
Busan New Port,3714,1265,2008,2008,2010,2010,592938649602,633385815049,681,2294,2345,2347,66079,5078357
Donghae,284,197,2002,2004,2009,2010,25041802305,39293511749,929,2939,3566,3453,2487,177456
Incheon,961,427,2007,2007,2007,2008,43702684224,54884157963,350,1599,1727,2358,4490,333135
Daesan,1489,920,2008,2008,2010,2011,117621793539,195910909702,723,2013,2990,3111,10036,763522
Kwangyang,94,90,2004,2004,2006,2008,6550722669,9114391688,1156,2787,3069,2952,653,49499
Seongsan,195,186,2007,2007,2009,2009,15510701971,23345289918,1197,2092,2699,2793,1349,102742
Sokcho,28,24,1996,1995,2000,2000,340127314,414878360,1029,2443,993,1939,97,7415
Mukho,33,32,2004,2005,2010,2010,1948341243,3394030549,780,2500,3645,3707,185,14265
Jeju,305,235,2003,2004,2006,2007,13033629564,19079793030,726,2783,2760,2904,2256,173030
Masan,201,144,2003,2004,2007,2006,6095922237,4542536935,639,1530,1319,1429,652,50155
Gunsan,111,111,2004,2004,2011,2011,5200110778,7975398100,1066,1891,2629,2582,529,40079
Bupyong/Incheon,53,41,1996,1997,2008,2010,562429893,839493686,2638,2487,1526,1450,153,11568
Bucheon,36,34,2007,2007,2013,2014,305469929,483479222,448,611,742,740,43,3299
Suwon,92,52,2010,2008,2007,2007,1792966316,2042623327,343,949,825,788,280,21581
Tonghae,142,113,2002,2004,2008,2008,6994583457,12342556596,780,2046,2239,2296,638,49287
