int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Refrigerated bulk,800,223,1991,1991,1990,1990,11513497985,12072134670,1177,2932,2644,2545,7197,545974
General cargo,6038,1362,2002,2004,2007,2007,50265863713,70136916013,584,1683,1403,1389,9263,709486
Bulk carrier,4342,2318,2008,2010,2010,2010,507557337326,930452904496,1660,2911,3354,3400,34406,2660924
Oil tanker,2400,1004,2009,2009,2010,2010,351518760485,657187882594,1085,2747,3072,3123,25775,1991627
Service - tug,276,126,2001,2000,2002,2003,357951342,263116747,564,2854,1904,1814,518,38962
Vehicle,1042,376,2006,2007,2007,2007,139176998027,47453879497,834,2211,2409,2410,8496,657643
Liquefied gas tanker,1789,495,2008,2010,2010,2010,279824488506,246055714872,866,3647,4819,4831,33707,2197531
Chemical tanker,6355,1187,2007,2008,2010,2010,103037260959,166894939433,659,1994,1917,1962,20444,1572567
Container,12534,1512,2006,2008,2009,2009,867146263163,957814940597,596,1851,1973,1932,106540,8235851
Miscellaneous - fishing,1034,410,1990,1992,1990,1990,6484675982,4376276808,928,6048,5111,5145,3556,268007
Other liquids tankers,4,3,2003,2003,1999,1999,40985850,52088516,386,972,902,874,27,2123
Service - other,172,58,1994,1998,1994,1989,1743651764,1460823130,618,3574,1773,1444,596,45284
Offshore,51,30,2010,2012,2018,2018,5204349557,4479955637,563,2533,3556,3277,454,30331
Cruise,106,24,2000,2000,2004,2003,2853051869,324989208,236,347,381,374,616,47648
Ro-Ro,362,36,1999,1998,2000,2000,3293925885,1985587187,446,5532,775,1015,1294,99970
Ferry-RoPax,1534,37,2005,2001,2003,2004,11528695378,3523510703,213,8064,415,392,3994,305836
Ferry-pax only,316,14,1994,2001,1999,1998,142269374,26794826,478,7702,1611,1125,280,21002
