int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,6037,1361,2002,2004,2006,2006,53678045680,73858180834,719,1679,1499,1463,10102,774381
Oil tanker,2357,979,2009,2009,2010,2010,506110047450,950407042512,1310,3886,4567,4671,40682,3147555
Miscellaneous - fishing,1029,409,1990,1992,1991,1992,3874235605,2513352640,585,4190,3082,2974,2512,189006
Container,12517,1505,2006,2008,2009,2009,642336390162,716164959772,630,1376,1469,1451,74120,5727671
Chemical tanker,6320,1171,2007,2008,2009,2010,109917493046,177246496611,846,2036,2071,2112,21133,1625275
Bulk carrier,4338,2315,2008,2010,2010,2010,537279676126,994789324696,1388,2797,3556,3642,37834,2928364
Service - tug,275,125,2001,2000,2008,2008,286607573,228903522,739,2875,1527,1579,582,43772
Vehicle,1042,376,2006,2007,2008,2007,141435752972,48233210341,1273,2161,2448,2450,8289,641857
Liquefied gas tanker,1751,483,2007,2009,2009,2010,270842516010,237159922439,953,3784,4930,4906,36061,2391220
Ro-Ro,362,36,1999,1998,1998,1999,3844579678,1914977171,588,3467,904,979,1214,93593
Refrigerated bulk,800,223,1991,1991,1992,1992,5513726303,6231875896,582,1269,1266,1314,4456,337120
Ferry-pax only,316,14,1994,2001,2002,2001,150391026,53027733,502,7984,1703,2226,360,26992
Other liquids tankers,4,3,2003,2003,2008,2008,31783378,40971870,845,889,700,687,15,1128
Service - other,168,56,1993,1997,1994,1989,1448212149,1181099696,567,3866,1505,1184,658,49899
Cruise,106,24,2000,2000,2005,2003,4054361697,445424882,447,487,541,512,733,56759
Offshore,44,24,2009,2010,2016,2015,1688514654,1464108473,573,3337,1717,1491,256,18582
Ferry-RoPax,1532,36,2005,2000,2001,2002,16027279137,4626732156,218,7812,578,515,5032,386724
