int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Au Prince,595,221,2004,2006,2007,2007,7925565377,10929141935,674,1084,1028,1111,1572,120653
Cap Haitien,126,36,1999,2000,2007,2006,749130405,679947184,582,782,660,717,130,9973
Lafiteau,192,50,2005,2005,2007,2007,1633961215,2331403777,317,1085,583,623,351,26945
Jeremie,12,12,2001,2001,2006,2005,411849724,664164710,799,1696,3283,3505,63,4840
Miragoane,48,14,1982,1984,1988,1988,73159948,87203226,631,575,626,594,52,3944
Labadie,120,21,2010,2005,2011,2012,14166576622,1182055873,613,548,658,643,1906,147137
Port De Paix,39,13,1978,1989,2005,2003,1392859442,1549752194,535,1585,1514,7204,152,11704
Saint Marc,97,11,1987,1999,1996,2001,454195176,355788665,656,998,881,956,122,9244
Petit Goave,18,8,1989,1992,2005,2001,71791281,64059194,623,670,948,795,40,3059
Gonaives,21,11,1985,1988,1995,1996,53129474,73798630,651,1713,1301,1353,28,2125
Les Cayes,3,2,1978,1975,1971,1976,9573676,6713159,376,438,471,410,2,159
Jacmel,15,5,1988,1991,1997,1997,20885762,31198197,245,548,417,399,7,509
