int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Au Prince,645,231,2004,2006,2007,2008,7452909271,10688932843,507,1219,924,1042,1363,104794
Lafiteau,186,46,2005,2006,2008,2008,2312319038,3259466918,542,1515,839,885,491,37787
Port De Paix,40,13,1978,1989,2007,2003,1413292755,921632739,605,1266,1534,4224,177,13613
Cap Haitien,77,29,1995,1999,2009,2008,619213104,565740413,123,859,838,1232,96,7371
Labadie,119,20,2010,2004,2011,2011,12517381798,1074258871,556,568,582,587,1690,130393
Saint Marc,99,12,1987,1999,1998,2002,470980991,381797399,683,1088,876,1010,143,10882
Miragoane,50,15,1983,1987,1989,1990,81339162,99697077,655,764,626,607,59,4436
Jeremie,15,15,2004,2004,2005,2005,636865128,1067422094,507,1542,3957,4571,82,6369
Gonaives,19,9,1985,1986,1996,1998,34374865,45762048,740,887,1044,1042,16,1243
Les Cayes,7,4,1984,1984,1994,1997,35202970,50447238,377,609,713,793,8,633
Petit Goave,14,5,1989,1991,2000,2000,37922206,49836897,726,711,785,789,10,784
Jacmel,14,4,1989,1992,2004,2003,56553459,70108464,241,1702,1205,962,14,1041
