dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Liquefied gas tanker,2,1,1993,1993,1993,1993,326275,375807,53,53,53,53,0,13
Bulk carrier,22,19,2010,2010,2010,2010,78846620,123480127,219,216,215,214,17,1291
Vehicle,1,1,2010,2010,2010,2010,1259483,342527,62,62,62,62,0,18
Oil tanker,2,2,2003,2003,2005,2005,738724,1189740,95,95,86,86,1,100
Service - other,1,1,1997,1997,1997,1997,148660,26987,77,77,77,77,0,10
General cargo,71,20,2001,2000,2003,2003,102884125,130502925,216,291,227,222,28,2140
Service - tug,14,2,1967,1974,1967,1967,1438293,1368166,419,406,571,587,14,1051
Container,15,8,2007,2009,2007,2008,52640766,69750743,196,333,406,430,20,1485
