port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Port Au Prince - Jeremie,8,8,2007,2007,2009,2009,6845376,9125320,104,123,120,121,2,140
Port Au Prince - Cap Haitien,73,28,2006,2008,2008,2008,159628991,218304159,221,233,237,238,36,2787
Port Au Prince - Miragoane,6,5,1997,2000,2004,2004,7211822,11550487,81,101,128,130,4,285
Saint Marc - Petit Goave,1,1,2010,2010,2010,2010,1259483,342527,62,62,62,62,0,18
Saint Marc - Port Au Prince,1,1,1997,1997,1997,1997,148660,26987,77,77,77,77,0,10
Port Au Prince - Labadie,1,1,2006,2006,2006,2006,1953658,2203215,258,258,258,258,0,27
Port Au Prince - Lafiteau,18,6,1976,1996,1996,1999,5299803,6902775,312,198,95,85,16,1194
Miragoane - Gonaives,1,1,1974,1974,1974,1974,2942752,2502406,1940,1940,1940,1940,1,58
Port De Paix - Gonaives,1,1,1983,1983,1983,1983,372420,614443,200,200,200,200,0,14
Lafiteau - Gonaives,1,1,2011,2011,2011,2011,456115,650829,81,81,81,81,0,9
Jeremie - Lafiteau,1,1,2008,2008,2008,2008,794030,864242,106,106,106,106,0,22
Les Cayes - Jacmel,2,2,1984,1984,1984,1984,981112,1644447,164,164,161,162,0,25
Les Cayes - Petit Goave,1,1,1983,1983,1983,1983,627598,1042100,195,195,195,195,1,61
Les Cayes - Port Au Prince,2,1,1983,1983,1983,1983,1722023,2859349,267,267,267,267,2,143
Jacmel - Jeremie,2,1,1985,1985,1985,1985,1583860,2672868,277,277,277,277,0,18
Jeremie - Petit Goave,1,1,1985,1985,1985,1985,438768,740450,154,154,154,154,0,11
Jeremie - Miragoane,1,1,1985,1985,1985,1985,456952,771136,160,160,160,160,0,5
Miragoane - Jacmel,1,1,1985,1985,1985,1985,1111086,1875031,389,389,389,389,0,17
Miragoane - Lafiteau,2,2,2010,2010,2011,2011,6769483,9416613,295,295,221,205,2,178
Port Au Prince - Port Au Prince,4,1,2008,2008,2008,2008,67835392,93744601,1703,1703,1703,1703,28,2099
Gonaives - Petit Goave,1,1,1988,1988,1988,1988,106284,174728,98,98,98,98,0,5
Les Cayes - Miragoane,1,1,2002,2002,2002,2002,3654974,5880610,185,185,185,185,0,33
