int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,450,180,2007,2007,2009,2009,28088074935,35659310976,191,1385,1518,1551,4159,322116
Oil tanker,31,22,2002,2002,2004,2003,199976089,326756539,247,480,320,318,170,13093
General cargo,54,36,2003,2004,2009,2009,859812085,1228999784,523,1447,1605,1635,153,11709
Refrigerated bulk,50,29,1989,1990,1987,1987,190743391,214729406,256,738,689,684,182,13749
Vehicle,90,43,2007,2008,2010,2009,12741388727,3847921440,3798,2828,2676,2439,879,67999
Bulk carrier,103,95,2007,2008,2008,2008,11843592709,20080380246,3540,4403,4141,4099,1212,93794
Chemical tanker,83,57,2007,2007,2008,2008,825547236,1316692087,268,611,595,594,290,22255
Ro-Ro,110,25,2012,2010,2012,2012,4869814921,2504370444,453,781,754,797,455,35250
Liquefied gas tanker,40,15,2012,2012,2011,2011,521099845,611474611,293,1193,874,894,116,8880
Miscellaneous - fishing,10,5,1984,1982,1981,1981,12825884,15118844,529,1015,1321,1354,8,611
Service - other,6,5,2005,2004,2006,2007,19603988,29498068,644,979,770,735,9,694
Service - tug,11,7,1994,1991,1983,1980,6856842,9227562,358,2043,2076,2833,21,1607
Offshore,11,4,1997,1990,2003,2003,88368943,158565767,107,786,67,66,3,216
Cruise,1,1,1998,1998,1998,1998,2417916,215622,80,80,80,80,1,86
Ferry-pax only,2,1,1969,1969,1969,1969,1432197,211547,608,608,608,608,2,123
