int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Nuku Alofa,181,38,2005,2003,2002,2003,2542497358,2402743434,590,1208,1103,1133,551,42385
Neiafu,30,14,2004,2000,1996,2003,291271400,148911996,565,930,668,821,73,5600
Eua Island,7,2,2004,1989,2009,2009,17756760,25482154,476,824,605,599,7,513
Pangai,1,1,1991,1991,1991,1991,437180,254646,2254,2254,2254,2254,23,1714
