int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,73,12,2004,2004,2003,2002,1159009707,1485964900,1081,1578,1217,1211,236,18158
Chemical tanker,39,2,2010,2010,2010,2010,80531093,117864519,543,544,575,575,42,3169
Cruise,16,12,1996,1998,1996,1995,809303932,83836806,722,833,882,866,188,14524
General cargo,70,11,2003,2003,2004,2004,729648176,823303658,1110,1505,1080,1106,139,10721
Ferry-RoPax,3,2,2004,2000,2003,2001,1161322,520889,459,1245,356,420,26,1922
Yacht,1,1,1968,1968,1968,1968,571743,318889,1176,1176,1176,1176,1,54
Ro-Ro,1,1,1979,1979,1979,1979,100358,83207,170,170,170,170,0,16
Liquefied gas tanker,13,1,2012,2012,2012,2012,63696743,62988439,537,537,973,973,18,1396
Ferry-pax only,2,1,2016,2016,2016,2016,146790,22259,301,301,301,301,1,65
Service - other,1,1,1982,1982,1982,1982,7792836,2488664,553,553,553,553,2,186
