dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,14,4,2002,2003,2002,2002,13471871,16351285,175,176,177,177,4,284
Ferry-RoPax,255,2,2008,2000,2009,2009,45052908,16981760,99,116,127,129,54,4021
Chemical tanker,18,1,2010,2010,2010,2010,17258420,25270745,191,191,199,199,15,1136
Cruise,4,4,1996,1996,1996,1996,53106172,5924839,181,181,181,181,13,1044
Liquefied gas tanker,9,1,2012,2012,2012,2012,9887067,9777124,194,194,218,218,3,221
Ro-Ro,88,1,1979,1979,1979,1979,6440001,5339425,100,100,124,124,77,5794
Yacht,2,1,1968,1968,1968,1968,682192,380492,702,702,702,702,1,59
Service - other,1,1,1982,1982,1982,1982,1926922,615368,137,137,137,137,0,24
Ferry-pax only,124,1,2016,2016,2016,2016,6126012,928945,179,179,202,202,17,1306
