int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,7,4,2007,2006,2006,2006,67852160,105315727,1279,2221,2042,2063,23,1744
Container,40,5,2004,2006,2004,2004,443014072,592281479,877,718,865,864,87,6633
Cruise,6,5,1986,1986,1982,1982,79662423,13238941,1119,1207,1647,1607,61,4632
General cargo,21,5,1999,2002,1999,2000,220287097,240432141,1729,1411,1543,1511,43,3316
Service - other,5,5,2003,2003,2012,2011,30107401,12659190,2113,1668,2260,2029,13,984
Offshore,2,2,2006,2006,2007,2007,4783815,5189630,894,894,811,811,2,186
Miscellaneous - fishing,3,3,2006,2006,2006,2005,5810886,6797331,2775,3524,3438,3477,7,514
Bulk carrier,2,2,2010,2010,2010,2010,1306793125,2301396040,17769,17769,13463,13684,111,8612
Oil tanker,1,1,1990,1990,1990,1990,690905,1132410,1685,1685,1685,1685,4,284
