Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kish,644,209,1473,2482,1998,2000,2004,2004,167,389,476,486,22,57,52,49,28,57,45,41,362.5,27591,28120,2655272,7223059,8080721,4123,11878,15564
Khark,588,167,9109,16436,2004,2002,2003,2003,259,815,464,457,36,145,122,109,32,105,201,197,1391.6,107284,109344,8502689,18301028,20872530,14460,37882,47897
Lavan,486,202,2137,3607,2000,2000,2001,2001,185,416,492,493,22,72,151,153,31,57,77,75,592.0,45392,46263,3326370,8233234,9682594,6844,19708,25239
Rajaei,435,188,4514,7216,2001,2002,2004,2004,469,653,604,613,54,117,115,114,45,192,162,135,1005.0,76857,78333,4492783,11199726,13178369,10328,33111,41425
Soroosh,348,103,954,1747,2006,2001,2003,2003,112,488,357,365,41,127,228,230,11,27,29,28,180.7,13776,14041,1750375,3680619,4632106,5030,13558,17653
Bushehr,329,127,1436,2314,2002,1999,2004,2004,360,936,722,758,39,220,178,181,46,183,70,64,335.4,25556,26047,2262864,5755589,7003626,6878,20983,26760
Asaluyeh,315,172,4214,7187,2001,1999,2005,2005,301,721,577,575,29,130,164,164,60,126,85,84,608.2,46762,47660,4005712,10084331,11843734,12717,40889,51620
Lengeh,286,142,1378,2193,1998,2000,2001,2001,232,839,689,704,22,167,98,86,17,66,40,36,301.3,22924,23364,1979294,5364342,5806735,6921,20189,26438
Queshm,280,134,4362,7302,2000,2000,2003,2003,542,901,774,778,45,227,227,215,34,191,148,143,901.3,69306,70636,4383279,10614591,11933411,15655,47003,57917
Bandar Abbas,273,85,965,1578,1997,1999,2000,2000,211,880,664,656,28,269,315,219,58,298,159,129,442.8,33558,34202,1554665,4325732,4134414,5695,14710,18746
Sirri,263,120,1201,1895,2003,2000,2003,2001,173,649,721,636,25,199,1051,1082,22,45,107,113,250.9,19131,19498,1648984,4634261,5431417,6270,19913,25321
Hengam,191,100,1897,3038,2000,2001,2002,2002,303,1112,874,835,30,160,133,115,18,42,77,65,280.0,21404,21815,2287990,5853015,6498552,11979,34997,44440
Bandar Khomeyni,163,68,1052,1622,2003,1999,2003,2003,256,739,698,693,38,136,133,131,28,127,111,107,207.0,15846,16150,1464706,3780320,4501060,8986,29748,36707
Tombak,115,90,950,1679,1998,1999,2005,2006,321,657,528,518,40,215,260,203,29,136,67,63,167.1,12812,13058,1500971,3427138,3926211,13052,35099,43081
Imam Hasan,114,21,81,127,2010,2006,2001,2000,152,677,743,910,42,156,149,113,49,121,149,137,53.8,4051,4129,481639,1114954,1448603,4225,10752,14264
Chabahar,85,31,3366,6230,2000,2000,2009,2009,434,1350,2412,2800,38,161,523,541,50,151,372,386,362.0,27913,28449,2001135,4134230,4652602,23543,72021,90030
Jask,70,53,1339,2395,2002,2002,2008,2008,316,673,613,620,50,137,112,111,4,32,180,168,153.3,11834,12061,879771,1825114,2140169,12568,39357,47771
Ganaveh,66,22,39,61,2001,1997,1999,1999,265,948,507,506,32,130,336,310,76,157,195,190,70.7,5314,5416,147358,706284,508816,2233,6090,8359
Abu Musa,61,50,376,644,1999,1999,2005,2005,252,499,348,339,34,83,152,159,18,81,221,234,107.6,8283,8442,391125,1102519,1220988,6412,21368,27247
Bandar Imam Khomeini,40,34,594,1013,2002,2003,2004,2004,563,595,541,532,89,147,194,202,128,143,163,164,114.7,8837,9007,342800,887303,1109580,8570,36152,45260
Qeshm Island,38,27,222,372,1999,1999,1999,2000,356,723,839,843,31,116,119,118,26,71,22,22,54.5,4139,4218,249055,787757,786501,6554,21752,28365
Bandar Khomeini,36,21,237,363,2004,2004,2004,2004,329,562,349,350,46,286,68,59,31,79,41,40,60.8,4651,4740,288388,812529,943162,8011,28916,35626
Abadan,31,18,32,43,1993,1992,1994,1994,534,1453,739,738,56,83,98,101,82,652,402,458,30.9,2319,2363,159199,434899,606017,5135,15686,21943
Astara,26,12,10,13,1987,1989,1986,1987,120,217,237,228,12,22,49,47,108,77,85,86,4.7,357,364,40764,116257,166867,1568,5113,7348
Hormuz,25,18,458,841,2001,2003,2007,2007,572,648,497,492,57,217,205,205,22,151,20,19,72.8,5606,5714,299872,648710,712419,11995,34957,43517
Mahshahr,24,8,56,87,2007,2003,2003,2003,159,286,369,369,28,48,98,101,24,770,46,40,21.7,1659,1690,76046,209516,237092,3169,9689,12371
Khorramshahr,23,13,19,24,1992,1993,1993,1994,523,888,490,494,67,120,181,170,53,277,168,177,17.0,1283,1308,77383,262590,294601,3364,10109,14088
Amirabad,21,17,15,18,1987,1987,1988,1988,211,332,275,272,27,248,221,151,73,291,489,463,13.4,1010,1030,56563,155928,219061,2693,8646,12066
Anzali,9,7,13,16,1992,1994,2001,2000,465,506,554,541,43,92,145,143,77,115,110,105,4.0,301,307,46687,87968,125218,5187,16366,22018
Bandar Mashur,1,1,0,0,2006,2006,2006,2006,72,72,72,72,13,13,13,13,7,7,7,7,0.0,2,2,519,1228,1644,519,1341,1811
