Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rajaei,1168,477,40340,54452,2002,2004,2008,2008,429,1264,1297,1350,55,143,261,272,58,114,100,107,5689.4,439174,447606,35089261,88571062,103802477,30042,97127,115366
Lengeh,802,136,3190,5645,2004,2002,2008,2009,118,825,1088,1092,14,87,238,234,20,50,18,16,609.4,46288,47177,2687409,7987534,7401125,3351,10384,13355
Amirabad,685,137,1721,2068,1995,1991,1997,1997,607,711,712,708,87,123,220,217,64,70,107,107,457.8,34518,35181,4947863,14205930,19993376,7223,25323,34592
Queshm,590,318,19221,29297,2002,2003,2005,2005,503,1200,1408,1373,46,146,374,387,41,102,148,150,2644.3,203924,207840,16199264,40176776,46202432,27456,91301,110466
Asaluyeh,538,222,11733,18211,2000,2001,2002,2003,365,1018,1105,1049,46,146,284,277,63,107,99,102,1439.6,110908,113038,8706452,26521651,29698398,16183,64430,85594
Lavan,517,244,14580,25902,2003,2003,2006,2006,221,1045,1611,1618,36,139,345,346,29,65,51,45,1317.4,101522,103472,9666691,22768042,25154988,18698,59843,77438
Tombak,505,114,6270,11492,2006,2000,2005,2005,144,1184,1314,1308,21,205,393,370,44,91,63,63,838.6,64290,65524,4473616,10808520,11175539,8859,26234,33029
Abu Musa,501,319,7434,11820,2004,2004,2006,2006,199,616,740,736,27,114,223,227,10,41,66,70,906.5,69397,70729,6655685,15479336,17993660,13285,40578,50657
Bushehr,499,128,4159,7101,1993,1996,2000,2000,389,1064,1223,1379,35,128,358,384,99,163,195,207,838.3,63994,65223,5357845,12260506,14414258,10737,29459,36263
Sirri,493,258,6900,12183,2003,2002,2008,2008,202,741,1236,1297,40,126,375,388,10,68,50,50,639.7,49236,50181,5471990,11399535,13771372,11099,31923,40675
Bandar Abbas,456,99,893,1199,2002,2002,2003,2006,167,563,559,799,18,81,221,270,42,261,194,222,580.5,43863,44705,1083612,4430947,3642924,2376,7233,9004
Kish,414,275,21573,37682,2004,2003,2006,2007,291,1133,1743,1772,42,141,371,385,16,49,21,20,1549.7,118430,120704,13355773,30253383,32915686,32260,98637,125782
Anzali,384,121,690,893,1988,1989,1991,1990,611,617,724,728,97,126,187,189,64,83,259,287,197.8,14896,15182,2597585,7245879,10338168,6765,22320,31530
Khark,382,226,44152,84696,2005,2005,2007,2007,537,1313,1347,1359,51,142,294,297,34,56,53,53,3438.1,266235,271346,26589743,49328540,54223353,69607,186598,229455
Soroosh,368,244,9700,17741,2004,2004,2010,2010,217,725,764,783,50,122,361,371,13,40,33,33,857.2,66193,67464,6302754,13403567,15117647,17127,50614,62970
Bandar Khomeyni,363,182,9041,15510,1999,2002,2005,2005,494,1445,1589,1645,44,152,461,478,57,116,153,156,1139.5,87905,89593,6765395,17694232,20791824,18637,69392,85322
Bandar Imam Khomeini,297,213,16559,30073,2004,2005,2008,2008,646,1671,2060,2125,78,228,666,677,128,138,187,188,1739.5,134596,137181,7787907,21398020,25294166,26222,111734,136621
Hengam,258,192,8602,14516,2001,2002,2005,2005,381,1117,1530,1547,47,129,420,446,12,53,52,49,796.0,61171,62346,5730796,14105441,15581571,22212,74525,95210
Jask,185,146,14151,23565,2004,2004,2005,2005,1183,2477,2364,2382,118,241,353,341,7,24,40,43,1360.5,105079,107096,10626966,26886083,31015011,57443,193179,237391
Khorramshahr,157,43,100,146,1993,1992,1991,1990,194,1204,406,491,14,139,754,1549,58,210,222,293,73.3,5513,5618,531149,1533944,2009964,3383,10281,14444
Nowshahr,148,72,265,319,1989,1989,1991,1991,674,681,666,667,106,120,144,144,44,57,62,62,66.2,4993,5089,909419,2615827,3741025,6145,20566,29068
Abadan,126,56,106,145,1994,1993,1995,1997,324,673,447,413,22,72,113,115,73,442,342,324,121.9,9183,9359,570242,1491189,1947347,4526,12746,17528
Chabahar,93,56,4544,8325,2002,2002,2007,2007,627,1378,2184,2326,55,176,368,375,33,70,31,28,357.8,27562,28091,2678102,5702633,6605097,28797,90447,113941
Astara,75,23,63,85,1988,1988,1991,1991,342,531,511,498,36,119,156,152,109,107,113,117,21.5,1616,1647,237947,684775,978410,3173,10673,15035
Bandar Khomeini,58,41,1076,1596,2001,2002,2003,2003,630,866,839,783,70,111,168,161,43,88,81,90,180.3,13885,14151,893032,2943114,3238855,15397,67701,87162
Mahshahr,49,21,1215,2228,2005,2006,2000,2000,257,411,789,799,17,45,242,244,57,63,61,61,177.2,13721,13984,1235448,2606184,2939840,25213,63466,79144
Hormuz,31,30,2838,5312,2004,2004,2007,2007,757,1331,1533,1543,75,135,379,384,79,138,296,295,248.8,19252,19622,1678325,3143538,3635877,54140,158940,196422
Ganaveh,25,13,90,151,1998,1998,1998,1998,393,846,798,801,51,118,178,152,67,130,25,22,22.3,1688,1720,117208,328040,388172,4688,14455,19428
Qeshm Island,21,14,49,79,2007,2008,2009,2009,350,1923,560,573,40,338,861,842,68,192,339,334,77.3,5816,5928,129568,746133,419681,6170,16675,22287
Imam Hasan,7,7,128,252,2006,2006,2007,2007,500,476,521,521,76,365,109,108,46,844,36,34,27.2,2064,2104,85189,165451,181242,12170,32291,40386
Bandar Amirabad,2,2,9,11,2002,2002,2004,2004,942,942,1004,996,87,87,72,73,94,94,131,129,1.7,129,132,22665,65897,92392,11332,42001,55591
Bandar Neka,2,2,5,7,1996,1996,2003,2002,651,651,713,704,114,114,100,101,15,15,16,16,0.9,71,73,13841,40309,56345,6921,26028,34133
