Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kish,639,205,1460,2387,1998,2000,2002,2002,187,579,522,526,21,119,173,172,25,97,78,77,528.2,40107,40877,3053462,8930297,9564410,4779,13593,17826
Khark,520,123,10332,18941,2004,2001,2004,2004,288,890,834,854,45,264,300,315,27,218,176,178,1477.2,113973,116161,9208519,19567704,22222951,17709,46523,58727
Lavan,501,216,3879,6712,2000,2000,2002,2002,215,503,730,738,25,68,204,212,31,114,390,394,677.1,51985,52983,4669755,11031271,12714154,9321,26216,33482
Queshm,347,187,4927,8599,2000,2002,2005,2005,331,432,464,466,36,88,94,86,43,97,82,80,829.1,63700,64923,3939523,8763959,9967647,11353,33662,42101
Rajaei,319,123,2593,4111,2001,2002,2003,2003,416,580,474,470,40,151,134,114,30,113,56,51,555.4,42479,43295,2960661,7951756,9121190,9281,29767,36972
Soroosh,318,88,1259,1926,2007,2003,2004,2003,140,715,881,843,36,139,604,500,49,125,93,88,197.9,15080,15369,2192974,5775942,6978426,6896,19983,25435
Bushehr,314,134,1511,2306,2001,1998,2001,2001,219,796,786,783,32,243,262,265,26,97,132,120,365.7,27842,28376,2678367,6635097,7955690,8530,24913,31633
Lengeh,304,144,1078,1736,1999,2000,2001,2001,220,631,592,602,20,74,65,70,28,142,205,98,264.5,20113,20500,1626404,4551020,4897518,5350,15943,20642
Asaluyeh,294,156,3337,5631,2001,2000,2005,2005,333,610,426,412,38,143,89,83,31,106,139,136,615.7,47333,48242,3342390,8325255,9843046,11369,36422,45243
Bandar Abbas,271,88,749,1173,1997,1997,1999,2000,223,1268,511,490,30,216,478,325,30,135,143,124,432.6,32737,33365,1448301,3816191,3982959,5344,14349,18940
Sirri,255,111,694,1244,2004,2002,2007,2007,169,527,329,328,30,102,125,109,22,113,104,105,203.9,15545,15844,1258867,2575734,3136207,4937,13436,17678
Hengam,244,133,2114,3686,2000,2001,2004,2004,218,425,599,590,22,49,94,89,26,88,61,60,299.2,22964,23405,1752621,4195109,4430874,7183,21609,27576
Bandar Khomeyni,191,77,1589,2485,2003,2002,2004,2004,524,728,789,786,57,162,150,156,29,94,100,100,284.3,21791,22209,1640400,4692348,5742719,8588,31956,40183
Tombak,126,96,945,1628,1998,1998,2004,2005,282,711,316,295,36,114,68,63,51,154,69,68,200.4,15413,15709,1203035,2941448,3415607,9548,28434,36257
Imam Hasan,122,25,168,281,2010,2005,2001,2000,131,482,859,927,62,161,111,90,20,412,163,153,69.5,5254,5355,336493,761104,914070,2758,6874,8854
Bandar Imam Khomeini,76,54,1419,2477,2004,2005,2005,2005,558,630,671,674,52,135,328,339,86,114,133,134,193.3,14905,15191,716089,1944547,2399650,9422,40825,50856
Chabahar,73,36,817,1285,2001,2001,2004,2004,528,1293,586,557,47,400,332,270,35,89,127,119,195.5,14973,15260,1270826,3019332,3517685,17409,51692,62562
Jask,71,57,1386,2142,2002,2002,2006,2007,634,1321,1060,1036,57,165,304,258,58,181,165,152,237.7,18216,18566,1419957,3349489,4086010,19999,65914,80181
Ganaveh,65,19,151,251,2001,1998,1998,1998,367,960,1120,1149,46,259,209,195,31,162,29,26,77.9,5870,5982,226682,753918,798507,3487,11239,15180
Abadan,53,29,37,46,1995,1994,1995,1995,390,573,435,435,44,62,80,76,16,118,56,56,24.1,1820,1855,175047,514500,629000,3303,9565,13051
Khorramshahr,52,16,39,40,1992,1991,1992,1994,510,507,404,367,60,39,67,62,18,74,40,43,24.4,1844,1879,129817,494495,454898,2496,6927,9268
Bandar Khomeini,48,27,449,735,2002,2003,2004,2003,333,679,515,509,41,104,96,85,48,187,136,127,90.1,6918,7051,506224,1407700,1651147,10546,36743,44085
Abu Musa,43,36,298,457,1998,1999,2002,2002,349,522,494,493,34,75,93,87,42,120,60,56,60.4,4640,4729,422055,1019864,1215498,9815,29505,38077
Qeshm Island,37,26,303,512,1998,1998,2003,2003,396,934,1024,1032,42,138,107,105,29,97,66,67,67.7,5140,5239,344150,943380,936951,9301,26094,32766
Anzali,32,20,15,19,1987,1987,1987,1987,148,276,253,243,14,32,43,42,104,202,254,243,7.5,565,576,53789,151075,213858,1681,5529,7785
Mahshahr,24,11,114,183,2006,2004,2004,2004,218,322,356,351,17,44,57,55,56,61,72,68,35.9,2760,2813,158528,381289,438711,6605,20072,24806
Hormuz,24,20,816,1524,2002,2003,2003,2003,521,740,484,477,38,185,49,46,106,113,158,161,144.8,11193,11408,535297,1076528,1191774,22304,60934,76543
Amirabad,11,9,13,15,1989,1989,1997,1996,395,452,504,484,50,70,116,110,101,143,116,112,4.0,305,311,42352,121328,172516,3850,13058,18180
Nowshahr,7,6,6,7,1991,1992,1996,1997,144,267,285,299,20,48,99,107,76,279,694,591,2.9,220,224,28448,35073,50705,4064,11608,15636
Astara,3,3,2,3,1987,1987,1986,1986,481,397,351,362,32,35,31,31,75,73,99,102,0.6,46,47,8776,25177,36181,2925,9535,13714
Bandar Neka,2,2,1,2,1996,1996,1994,1993,239,239,166,177,57,57,63,67,36,36,36,36,0.3,26,26,4450,12841,18260,2225,7680,10640
