Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Liquefied gas tanker,200,22,480,546,2008,2008,2008,2008,116,205,211,206,18,176,321,312,30,37,61,60,205.2,15642,15942,349500,1140196,1202030,1748,10066,13538
Service - tug,199,15,16,7,2007,2003,2007,2007,153,298,267,259,103,651,1370,1292,39,176,259,288,103.9,7799,7949,188226,445098,595962,946,2442,3298
Container,160,53,630,815,2008,2007,2008,2008,293,168,197,202,20,25,26,26,14,27,20,20,180.3,13849,14115,732470,2649135,2984802,4578,17616,21147
General cargo,60,33,139,200,2003,2004,2008,2008,300,371,332,327,28,37,66,66,23,100,65,61,37.2,2836,2890,225034,685459,968277,3751,15691,20709
Bulk carrier,31,26,165,262,2008,2009,2010,2010,297,254,231,227,27,26,29,29,73,70,86,86,22.3,1723,1756,116026,254716,342507,3743,13440,16267
Chemical tanker,27,20,92,152,2005,2006,2006,2006,83,135,155,157,10,94,189,193,34,78,121,122,82.0,6204,6323,54384,275276,326297,2014,11795,14625
Cruise,18,8,149,14,2007,1994,2010,2008,73,170,105,114,11,18,16,18,15,10,12,12,53.4,4137,4216,59005,276395,305887,3278,13507,13930
Oil tanker,10,9,57,100,2008,2007,2009,2009,90,159,122,120,44,410,54,53,38,87,54,54,59.2,4508,4595,68949,148453,168761,6895,18744,22654
Service - other,5,2,1,1,2011,2009,2010,2007,280,298,434,374,52,52,186,95,40,33,22,37,1.6,121,123,5359,10996,11849,1072,2385,2693
Vehicle,4,1,2,1,1996,1996,1996,1996,52,52,61,61,8,8,14,14,18,18,22,22,1.3,94,96,986,4345,5032,246,937,1008
Ro-Ro,3,2,1,1,1972,1974,1971,1971,55,128,125,124,8,18,36,36,21,19,29,29,1.0,74,76,4113,31708,14963,1371,3346,4769
