Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto De Haina,215,70,551,734,2008,2008,2008,2008,190,283,235,232,26,216,55,42,29,40,32,30,193.6,14770,15053,636895,2116597,2487800,2962,12202,15250
Azua,129,25,183,209,2007,2007,2008,2007,128,157,183,179,19,96,87,77,29,46,79,79,74.9,5697,5806,169223,508874,561498,1312,6534,8720
Puerto Plata,74,27,302,438,2007,2004,2009,2009,304,370,341,341,23,143,68,75,13,55,41,44,111.3,8489,8652,340641,1151191,1377565,4603,18255,22536
San Pedro De Macoris,61,32,138,201,2009,2007,2009,2008,123,223,189,198,26,240,89,77,40,73,55,57,65.2,5003,5099,123530,441334,501401,2025,8764,11380
Santo Domingo,57,27,113,94,2006,2003,2002,2001,119,177,209,180,43,199,926,1232,25,150,141,237,118.2,9032,9206,76497,298637,352085,1342,6006,8130
Caucedo,36,28,91,123,2008,2008,2010,2010,87,205,109,109,20,45,76,79,14,31,19,19,26.5,2032,2071,124010,364744,441857,3445,11939,14594
Barahona,29,18,80,93,2004,2004,2012,2011,156,293,333,286,57,157,205,179,34,47,81,82,22.3,1656,1688,81709,243992,278258,2818,12869,16915
Puerto Viejo,29,12,35,35,2003,2003,2008,2008,157,301,334,334,78,664,386,345,27,96,54,46,23.7,1783,1818,50484,132933,160686,1741,7034,9329
Puerto Palenque,29,26,60,79,2007,2008,2009,2009,72,149,76,73,17,167,57,37,13,16,18,18,15.6,1194,1217,58277,168961,197638,2010,7069,8714
La Romana,25,10,102,17,2011,2003,2015,2014,74,169,81,109,12,187,18,29,15,24,17,27,45.0,3478,3545,63276,214017,219980,2531,8082,8017
Bani,11,11,12,14,1995,1995,2001,2001,97,239,130,125,18,22,31,30,6,320,160,126,4.8,362,369,15110,43218,52555,1374,6246,8343
Punta Cana,9,8,14,15,2009,2009,2008,2008,143,216,136,131,19,38,30,20,4,6,6,6,3.5,267,272,16115,55444,62398,1791,6790,8194
Catalina Island,7,7,20,11,2004,2004,1996,2006,77,110,106,61,14,17,19,15,1,4,2,3,3.6,273,279,13688,67388,85339,1955,9080,10773
Cabo Rojo,2,2,2,4,2012,2012,2011,2011,221,221,221,221,29,29,29,29,36,36,38,37,0.8,60,61,6021,17663,24358,3011,12062,15208
Manzanillo,2,2,23,27,2010,2010,2009,2009,514,514,513,505,66,66,72,69,88,88,79,85,5.5,421,429,18168,69371,85113,9084,42404,53858
Cayo Levantado,1,1,5,5,2007,2007,2007,2007,680,680,680,680,47,47,47,47,7,7,7,7,1.1,85,87,9276,27211,37526,9276,37163,46858
Samana,1,1,0,0,1983,1983,1983,1983,80,80,80,80,3369,3369,3369,3369,393,393,393,393,31.8,2386,2431,1132,202,310,1132,2939,3742
