Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto De Haina,1225,432,20257,29695,2006,2008,2008,2008,924,1439,1155,1200,69,136,183,190,17,50,45,47,3641.7,280172,285551,21721989,66040365,79848055,17732,65692,80263
Caucedo,891,229,70617,79676,2006,2007,2009,2009,713,1701,1694,1672,63,126,206,204,16,25,31,26,8053.7,615700,627521,52702594,154300965,170563552,59150,193452,228031
Puerto Plata,501,119,12090,4884,2001,2004,2007,2008,355,780,672,799,35,78,73,95,7,40,14,35,2671.9,205858,209810,3595636,22217556,28415871,7177,44805,57591
Santo Domingo,411,143,14881,6567,1997,2004,2006,2006,444,1352,1009,1260,36,148,321,339,10,34,16,35,1385.7,106730,108779,7290515,26848244,31892983,17738,60689,66090
San Pedro De Macoris,239,102,4875,7447,2004,2007,2010,2010,598,1387,1528,1564,63,135,247,263,39,59,51,53,759.4,58362,59482,3902721,13905869,15672519,16329,71944,91233
Azua,159,37,3711,4344,2005,2008,2009,2009,768,1529,1422,1407,69,133,213,211,32,52,71,71,587.1,44846,45707,2105615,8485518,8299049,13243,83031,116097
La Romana,121,33,4079,905,2008,2007,2010,2009,468,820,473,737,37,93,43,108,14,26,16,28,818.1,63246,64460,1227900,7016028,8363890,10148,54267,62235
Manzanillo,82,33,1634,2102,2001,2002,2008,2009,672,2278,1609,1732,40,184,495,525,42,67,75,78,424.0,32497,33121,2403891,6150453,7737696,29316,91402,111349
Puerto Palenque,41,37,2742,4863,2007,2008,2010,2010,1072,1611,2114,2289,76,150,331,343,12,25,36,37,264.4,20388,20780,2703149,5955049,6765027,65930,174504,216716
Puerto Viejo,30,16,415,636,2004,2007,2011,2012,484,1148,1376,1493,56,122,270,270,28,36,54,55,76.9,5880,5993,304061,806540,942716,10135,42346,52762
Cayo Levantado,29,12,787,91,2006,2002,2009,2009,522,435,515,515,33,36,39,38,6,6,6,6,169.2,13073,13324,546353,1990600,2005200,18840,60986,57323
Barahona,27,22,151,223,2000,1999,2010,2010,488,597,570,552,47,105,93,86,48,60,84,86,29.0,2222,2265,152929,445975,589477,5664,22539,29491
Bani,14,14,83,104,1994,1994,2000,1998,694,1208,1229,1266,113,338,286,377,318,710,399,470,50.5,3816,3889,212805,466076,525163,15200,42904,53903
Catalina Island,11,10,366,76,2002,2001,2009,2007,662,688,800,777,39,51,55,65,7,9,13,9,71.0,5487,5592,128500,682320,776315,11682,56307,65468
Cabo Rojo,10,10,326,434,2004,2004,2010,2010,1485,2000,2249,2145,115,168,237,226,31,59,111,98,58.0,4463,4549,177395,718012,922422,17739,102711,134459
Punta Cana,10,7,205,23,2004,2001,2007,2004,319,541,286,342,28,92,38,91,6,9,6,6,47.3,3630,3700,87173,392828,449809,8717,35743,39127
Casa De Campo,3,3,0,0,1983,1983,1986,1985,252,240,243,238,33,39,37,38,7,33,22,26,0.6,46,47,3783,8945,11976,1261,3256,4396
Barcequillo,3,3,101,144,2000,2000,2009,2010,3947,3324,3733,3884,357,430,592,607,2970,2391,1044,906,31.0,2350,2395,114367,274921,369802,38122,130896,162374
Samana,2,2,2,1,1995,1995,1991,1990,1143,1143,742,730,744,744,472,446,70,70,53,51,4.3,322,329,6307,12942,13945,3154,7018,7924
Ocoa Bay,1,1,4,4,2007,2007,2007,2007,554,554,554,554,30,30,30,30,14,14,14,14,0.9,69,70,7558,22172,30576,7558,30281,38181
Higuey,1,1,12,21,2016,2016,2016,2016,944,944,944,944,122,122,122,122,559,559,559,559,7.2,557,568,4080,29879,34450,4080,35232,43311
