Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto De Haina,1219,428,16602,24132,2006,2008,2008,2008,612,1069,928,962,60,115,161,169,21,56,52,55,3229.5,247426,252177,17839144,57225076,68196837,14634,56217,68979
Caucedo,890,226,115553,129336,2006,2007,2010,2011,712,2419,2782,2723,63,172,422,413,18,35,30,29,12094.3,926881,944677,74458052,212750083,239535258,83661,279980,330664
Puerto Plata,506,113,10724,4796,2001,2003,2008,2008,683,917,606,822,42,141,63,119,18,64,24,60,2472.0,189864,193510,4394314,22750437,27545284,8684,44382,56407
Santo Domingo,396,133,13325,5759,1997,2005,2005,2006,442,1337,984,1185,32,115,338,330,9,43,21,45,1143.2,88087,89778,6348110,24138421,28697504,16031,56299,61724
San Pedro De Macoris,246,102,4040,6145,2004,2007,2010,2010,503,1118,1206,1212,49,132,220,222,42,53,55,54,679.4,52063,53062,2995567,11544111,13043609,12177,57736,73797
Azua,162,39,3752,4473,2004,2008,2009,2009,773,1829,1477,1483,66,126,230,232,42,141,97,103,702.0,53308,54332,2342685,9150823,9184657,14461,86424,120573
La Romana,136,36,5203,1565,2008,2005,2011,2010,488,1447,528,1165,35,147,71,249,9,50,17,53,1029.6,79597,81125,2111357,9878110,11452883,15525,70134,78655
Manzanillo,82,33,3108,3538,2000,2002,2004,2004,3894,1795,3055,2914,202,142,207,208,45,59,49,49,1190.2,91212,92963,9315552,20628300,23470089,113604,250847,274544
Puerto Palenque,41,34,3132,4132,2007,2007,2007,2007,691,1266,2372,1915,79,145,500,445,32,60,39,46,424.4,32838,33469,2008343,5462218,6392347,48984,165346,199481
Barahona,29,24,504,760,2001,2002,2008,2007,778,1118,1406,1389,143,147,262,265,56,76,63,62,85.7,6464,6589,516213,1434342,1794381,17800,66809,86079
Cayo Levantado,28,12,699,114,2006,2004,2009,2008,410,766,476,642,23,60,52,159,7,9,9,11,159.9,12275,12510,494250,1843113,1958338,17652,61273,61063
Puerto Viejo,20,10,335,559,2004,2008,2013,2014,472,1117,1508,1687,62,151,362,375,28,52,38,38,51.8,3954,4030,198011,522625,607806,9901,39497,48252
Punta Cana,16,13,573,69,2005,2004,2008,2008,330,360,731,381,41,36,57,49,11,27,10,13,104.9,8085,8240,50596,669587,878306,3162,38351,49151
Bani,16,16,93,103,1990,1990,2010,2010,442,651,1118,1083,108,195,145,152,34,66,17,19,25.1,1913,1949,121494,374027,388875,7593,30142,39875
Catalina Island,14,13,663,529,2004,2003,2011,2013,598,898,1010,2219,41,69,149,206,14,34,33,44,110.0,8482,8645,300545,1160104,1396190,21468,90986,109391
Cabo Rojo,9,9,312,478,2006,2006,2011,2011,1499,1803,2651,2778,122,182,281,293,17,52,37,32,43.8,3359,3423,156843,790739,973959,17427,110742,139046
Samana,4,4,3,2,1995,1995,1989,1985,697,659,597,517,92,103,86,73,61,61,66,56,2.5,185,189,13921,17567,20409,3480,8455,10346
Casa De Campo,3,3,1,0,1983,1983,1987,1988,942,799,827,798,99,117,129,129,37,54,56,54,1.6,119,122,12702,30037,40218,4234,10933,14762
Barcequillo,3,3,123,175,2000,2000,2008,2010,3284,3113,4554,4708,770,1274,949,825,23,18,7,6,27.6,2107,2148,114060,283950,397177,38020,141720,178091
Higuey,1,1,4,6,2016,2016,2016,2016,282,282,282,282,17,17,17,17,83,83,83,83,1.0,75,76,1220,8933,10300,1220,10534,12949
Sanchez,1,1,0,0,2008,2008,2008,2008,767,767,767,767,234,234,234,234,1647,1647,1647,1647,1.8,138,140,1765,4174,5588,1765,4557,6153
