Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,868,301,28828,32344,2005,2007,2007,2008,1157,1514,1279,1411,91,132,112,124,16,59,33,40,4323.9,332908,339300,24231887,78478624,90500213,27917,103080,125815
Colombia,429,144,11023,12395,2007,2007,2009,2009,627,648,635,631,44,65,51,53,20,39,23,25,1550.8,119700,121998,9482453,27098777,30669241,22104,70430,81603
Puerto Rico,420,82,3574,1860,2000,2005,2004,2005,253,408,328,323,20,49,43,50,12,29,16,24,764.6,58414,59536,3140744,9723543,11943474,7478,22721,25432
Jamaica,371,134,5009,5056,2009,2007,2010,2010,466,509,486,483,40,47,46,48,13,37,25,29,732.1,56357,57439,3797000,13005368,14866945,10235,39466,46606
Haiti,194,62,933,968,2000,2003,2004,2004,434,420,410,405,41,46,49,55,17,85,32,40,216.5,16594,16912,1090740,3529388,4287904,5622,21584,26685
Virgin Islands (U.S.),157,50,1295,776,2004,2004,2006,2006,350,365,344,377,30,34,26,35,8,20,11,18,300.2,22890,23329,723237,3348083,3923361,4607,22314,28196
Turks and Caicos Islands,145,34,1965,218,1991,1997,2012,2008,166,292,300,278,17,44,41,40,8,44,7,15,446.0,34385,35045,184744,3046348,3638697,1274,16519,22000
Spain,112,52,20811,23332,2004,2005,2005,2005,3945,3857,3920,3915,258,285,260,262,12,22,15,16,2702.0,209259,213277,17979758,46112285,51550816,160534,460465,531322
Trinidad and Tobago,95,73,3077,2309,2008,2008,2007,2008,710,811,877,903,55,79,102,110,30,45,30,38,430.9,29621,30189,1194543,5535887,5751029,12574,67147,91199
Panama,82,39,1432,1578,2001,2007,2007,2007,818,844,934,907,70,107,268,229,22,46,34,39,272.0,20413,20805,973423,3648329,4000537,11871,56625,73209
"Bonaire, Sint Eustatius and Saba",82,28,504,695,2007,2008,2007,2009,504,532,614,620,42,75,83,96,34,43,40,44,158.6,12183,12417,620663,2028071,2494662,7569,28574,36341
Guatemala,63,14,722,939,2012,2008,2012,2012,1177,1285,1207,1210,99,108,102,103,13,23,15,16,163.4,12543,12784,1106149,3688432,4230973,17558,62406,74793
Brazil,60,50,6067,5295,2008,2009,2007,2009,3350,3196,3187,3235,244,248,236,265,19,60,30,51,582.6,45084,45950,3006488,9520169,11941405,50108,195898,231702
Virgin Islands (British),56,13,277,91,1984,1999,2000,1985,321,328,339,343,34,31,28,40,14,11,10,15,75.8,5767,5878,338619,2340564,1469913,6047,18469,23459
Bahamas,47,38,1488,1784,2001,2006,2008,2008,927,1091,923,1052,89,116,142,170,27,104,33,38,233.4,18039,18385,1028822,3817570,4280351,21890,91536,108571
Honduras,45,17,2218,1362,2006,2008,2009,2006,1114,1273,1506,1184,81,120,106,103,13,48,15,27,450.5,34766,35433,940334,5166607,6351553,20896,120719,153686
Costa Rica,45,18,882,1060,2007,2007,2008,2007,1010,1064,1058,1035,91,104,96,94,22,41,23,25,213.4,16462,16778,993263,3566325,4104898,22073,86312,104114
Portugal,41,16,13830,16108,2015,2012,2017,2016,3381,3376,3420,3420,237,240,252,252,21,18,19,19,1042.7,80762,82313,7474125,21843921,25507831,182296,662675,781713
France,38,15,6100,7339,2006,2008,2010,2009,3952,3715,3934,3926,238,220,234,234,9,15,11,11,870.2,67274,68566,4958501,16665822,18480513,130487,468731,548418
Antigua and Barbuda,38,22,1057,518,2009,2007,2011,2011,497,547,508,551,40,53,42,53,14,65,15,19,210.8,16288,16601,591523,2344450,2460823,15566,60676,64596
Cuba,34,20,363,483,1996,1996,2001,2002,672,959,991,1075,82,130,233,257,32,130,231,260,88.8,6780,6911,392312,1150558,1460156,11539,46903,60634
Mexico,31,26,2231,1181,2005,2005,2012,2012,1708,2036,2285,2454,167,560,214,293,22,232,38,60,429.8,32467,33090,638106,3840811,4714554,20584,139838,192202
Saint Vincent and the Grenadines,30,9,972,175,1999,2003,2002,2003,597,638,602,629,40,48,40,43,9,10,8,8,157.3,12173,12407,173584,1708277,2287418,5786,51090,65023
Venezuela (Bolivarian Republic of),23,16,197,248,2003,2003,2004,2004,633,714,691,682,52,114,130,139,43,74,75,71,46.1,3533,3601,228316,699107,856910,9927,43947,56333
Suriname,21,9,237,290,2006,2004,2006,2007,1189,1255,1213,1185,106,112,118,113,17,44,32,28,59.3,4544,4631,292911,1065415,1233639,13948,56063,68303
Sint Maarten (Dutch part),19,10,215,113,2008,2009,2010,2008,460,455,436,469,34,38,33,45,18,13,18,18,60.1,4614,4703,130329,558282,653114,6859,29769,35742
Guadeloupe,19,4,979,101,2009,2008,2009,2009,519,577,548,558,35,44,36,38,24,43,26,27,232.3,17933,18278,77399,1190216,1550535,4074,55928,70580
Curaçao,16,15,261,102,2003,2003,2004,2006,468,541,528,589,42,74,52,87,18,37,18,38,62.2,4792,4884,158254,594505,720310,9891,46119,58418
Canada,15,13,628,997,2012,2012,2012,2011,2566,2509,2545,2548,213,221,227,227,88,86,89,89,78.8,6031,6147,438288,1116088,1640416,29219,123213,155736
Cayman Islands,14,9,255,140,1989,1995,2007,2007,838,811,867,907,86,94,76,116,41,40,14,26,53.4,4124,4203,191202,678281,722698,13657,49227,52969
Aruba,14,6,380,41,2010,2005,2014,2010,384,389,397,392,38,53,38,40,13,23,14,15,65.1,5041,5138,199392,689210,681886,14242,44423,41498
Saint Kitts and Nevis,13,7,119,25,1996,2002,2005,1996,459,503,490,468,45,91,39,44,15,21,15,17,25.6,1967,2004,64299,388893,324752,4946,18583,22219
Saint Lucia,12,6,217,48,1996,2001,1993,1999,585,595,584,592,40,48,41,43,12,12,12,12,36.0,2782,2835,95225,541303,698785,7935,41198,49109
Grenada,12,5,120,72,1999,1996,1996,2002,667,668,696,744,50,48,59,56,8,10,10,9,25.4,1961,1998,91420,405850,489602,7618,32190,37822
Belgium,12,10,2780,3281,2010,2011,2014,2014,4064,3864,4177,4159,234,237,247,250,9,11,9,9,284.9,21994,22416,1692028,5256398,6092714,141002,522060,617890
Barbados,11,7,123,171,2004,2004,2005,2006,706,715,841,867,96,137,103,105,22,25,39,43,30.0,2303,2347,74322,357038,410767,6757,36540,44431
Netherlands,11,10,1654,2498,2010,2010,2011,2011,4116,3817,4126,4155,334,364,406,436,24,41,46,50,202.2,15591,15890,1373635,3888920,4406797,124876,427616,509044
Indonesia,10,3,183,57,1980,1983,2008,2008,86,391,999,986,46,44,72,72,5,15,7,7,10.4,801,817,61340,262105,305135,6134,22814,24826
Gibraltar,10,10,964,1500,2007,2007,2007,2007,3655,3698,3714,3693,300,300,298,300,55,69,91,82,112.3,8682,8848,632601,1821309,2138218,63260,258568,328035
Belize,9,7,83,98,2007,2008,2006,2007,1155,1225,1244,1242,116,118,113,113,16,33,24,26,19.7,1514,1543,204722,539108,645428,22747,66576,77978
Dominica,8,5,34,43,1998,1993,2006,2006,600,560,585,583,38,104,41,41,8,18,7,7,12.1,924,942,78402,234122,250908,9800,28201,32957
Nigeria,8,8,2372,4436,2011,2011,2011,2011,4939,4924,4920,4923,460,485,486,486,36,44,44,43,168.9,13084,13335,2292898,4828625,5317302,286612,703960,879867
Denmark,6,6,405,608,2003,2003,2003,2004,4675,4644,4632,4630,398,391,392,398,129,119,116,123,69.2,5300,5401,403550,1014506,1409449,67258,239902,297177
China,6,6,1343,1829,2012,2012,2012,2012,10071,10128,10129,10126,804,820,819,820,85,89,89,89,180.5,13922,14189,691104,2523430,3725863,115184,689172,941132
Martinique,6,6,41,48,1998,1998,2003,2003,696,720,774,761,54,68,52,52,44,83,132,127,19.3,1467,1495,85498,220789,255060,14250,38428,44269
United Kingdom of Great Britain and Northern Ireland,5,5,383,469,2005,2005,2006,2006,3998,4214,4132,4071,248,319,314,305,4,29,21,24,84.9,6549,6675,449371,1359507,1530789,89874,316634,379021
Bermuda,4,3,22,25,2001,1996,2004,2002,1094,1148,1145,1128,87,130,125,119,34,46,35,41,6.3,485,494,26829,70124,80192,6707,29287,37903
Chile,4,4,2916,1820,2009,2009,2010,2009,8527,10599,14483,10907,514,700,1008,830,125,232,338,430,240.6,16401,16716,852624,4436769,4580638,213156,1171439,1563834
"Korea, Republic of",4,4,2368,867,2008,2008,2009,2009,9124,9320,9310,9310,587,586,586,585,6,8,8,8,147.7,11441,11661,878136,3871639,4483752,219534,834449,898050
Peru,3,3,80,108,2006,2006,2006,2006,2474,2438,2465,2463,238,270,218,216,23,18,23,24,14.1,1082,1103,70767,216053,282327,23589,118318,158666
Morocco,3,3,410,473,2003,2003,2003,2003,3517,3543,3545,3549,212,214,213,211,12,10,10,10,55.0,4259,4341,375121,998030,1120971,125040,365994,423278
Norway,3,3,356,384,2015,2015,2015,2015,4728,4706,4699,4709,322,329,330,331,34,36,36,36,45.7,3263,3326,289776,839527,927107,96592,528837,695433
Turkey,3,3,360,560,2011,2011,2012,2012,5371,5275,5262,5265,424,432,433,433,57,73,75,75,38.4,2970,3027,243985,535105,720797,81328,292807,354167
Guyana,2,2,20,17,2002,2002,2002,2005,1008,1008,1007,1004,88,88,88,80,20,20,20,23,4.5,348,355,15728,63188,72410,7864,32136,38090
Cameroon,2,1,0,0,1967,1967,1967,1967,47,47,47,47,15,15,18,18,9,9,13,13,0.1,5,5,395,934,1250,197,510,688
Sweden,2,2,218,356,2009,2009,2009,2009,4615,4615,4611,4612,414,414,414,415,14,14,14,14,22.6,1746,1779,158677,314050,389523,79339,253282,294487
Japan,2,2,285,493,1988,1988,2008,2008,4327,4327,8591,8618,374,374,739,739,6,6,5,5,27.4,2119,2160,220173,435780,540520,110087,351428,408612
Ghana,1,1,120,133,2015,2015,2015,2015,4405,4405,4405,4405,402,402,402,402,22,22,22,22,9.6,744,759,111790,402747,437218,111790,403760,471318
India,1,1,0,0,1967,1967,1967,1967,53,53,53,53,10,10,10,10,25,25,25,25,0.1,4,4,225,532,713,225,581,785
Russian Federation,1,1,58,70,1989,1989,1989,1989,5386,5386,5386,5386,313,313,313,313,18,18,18,18,21.4,1626,1658,206784,451834,508948,206784,440655,475775
Azerbaijan,1,1,0,0,2008,2008,2008,2008,432,432,432,432,89,89,89,89,16,16,16,16,0.3,22,23,2010,4752,6363,2010,5189,7006
Argentina,1,1,128,194,2016,2016,2016,2016,5000,5000,5000,5000,415,415,415,415,153,153,153,153,12.8,992,1011,86350,170902,211974,86350,275666,320513
Germany,1,1,553,655,2017,2017,2017,2017,4891,4891,4891,4891,280,280,280,280,26,26,26,26,43.9,3386,3451,295363,866208,1013960,295363,1086361,1282301
Ecuador,1,1,107,38,2017,2017,2017,2017,1480,1480,1480,1480,145,145,145,145,8,8,8,8,6.1,472,481,38007,167571,194064,38007,144465,155476
South Africa,1,1,106,117,2010,2010,2010,2010,6030,6030,6030,6030,372,372,372,372,274,274,274,274,23.1,1778,1812,44076,160936,237624,44076,263719,360134
Malaysia,1,1,7,13,2005,2005,2005,2005,148,148,148,148,15,15,15,15,4,4,4,4,0.4,30,31,2633,7729,8829,2633,12031,14704
Equatorial Guinea,1,1,246,279,2007,2007,2007,2007,5083,5083,5083,5083,353,353,353,353,88,88,88,88,32.6,2526,2574,65091,486327,403834,65091,588728,914808
