Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1560,248,120203,137310,2008,2007,2010,2010,672,2052,2356,2268,50,137,382,377,17,22,25,25,13521.5,1045052,1065117,84690705,242553206,276499761,54289,180159,210716
General cargo,435,143,2736,3892,2000,2004,2007,2007,736,1192,1094,1091,77,127,186,186,29,90,105,108,603.0,46071,46955,4083809,12541127,17836419,9388,39434,52782
Chemical tanker,322,150,6411,10426,2008,2009,2010,2010,680,1408,1294,1305,57,144,206,208,34,50,57,57,1160.6,89011,90720,4452021,19849516,23320330,13826,70761,86122
Cruise,304,58,14430,1403,2005,2002,2009,2008,483,539,519,514,34,84,38,38,8,10,9,9,3062.3,236065,240597,2362325,20813597,25806846,7771,60367,71504
Bulk carrier,259,185,7047,11517,2005,2009,2010,2010,981,1316,1318,1323,113,165,264,268,47,90,90,90,769.4,59195,60332,4637602,10954505,14770489,17906,68594,84291
Liquefied gas tanker,226,56,10587,10535,2005,2009,2009,2009,779,1829,1864,1768,82,172,562,493,41,50,96,93,1680.0,119555,121850,3780991,19470082,17690753,16730,121002,176916
Ferry-RoPax,155,1,1138,265,1990,1990,1990,1990,244,244,245,245,15,15,15,15,9,9,9,9,239.9,18304,18655,1646503,4071671,4995966,10623,22675,20652
Vehicle,154,78,10655,3671,2004,2007,2007,2007,580,1527,1447,1488,44,102,394,402,9,13,13,13,654.1,50618,51590,3717076,16388318,18979343,24137,91744,98737
Service - tug,147,31,40,40,1995,1995,2003,2002,434,712,696,740,86,122,141,133,39,122,74,54,111.0,8389,8550,1030200,2436112,3261823,7008,18096,24433
Ro-Ro,102,11,119,169,1977,1984,1979,1979,395,631,479,460,54,65,60,58,8,36,24,22,86.0,6475,6600,559445,4177916,2000990,5485,13365,18859
Oil tanker,81,52,2523,4294,2007,2008,2009,2009,1082,1247,1246,1224,131,175,234,224,38,62,82,75,511.6,39258,40011,3375131,6768653,7595622,41668,118239,145270
Refrigerated bulk,60,17,2831,3122,2002,1997,2003,2003,3930,2555,3596,3619,206,151,207,207,44,39,46,46,1157.4,88677,90379,9261260,20236303,22794292,154354,328927,355143
Service - other,14,11,29,28,1999,1997,1989,1993,670,1190,713,586,82,492,1265,827,24,123,102,79,23.2,1741,1774,196605,403389,434677,14043,31248,35284
Miscellaneous - fishing,3,1,0,0,1973,1973,1973,1973,47,47,98,98,18,18,76,76,12,12,17,17,0.3,22,22,1074,2381,2707,358,842,998
