Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,3527,684,546559,597141,2006,2007,2010,2010,1454,2690,2768,2683,103,176,287,284,26,37,39,40,57247.6,4427468,4512475,321391383,917055166,1039416935,91123,307175,363097
Bulk carrier,971,693,91794,163565,2008,2009,2009,2009,1898,3095,3102,3146,220,301,453,457,76,124,130,131,7239.6,560324,571083,50732821,118750567,147485241,52248,194021,233372
Oil tanker,461,377,113435,214727,2007,2007,2009,2009,1936,2807,3210,3241,214,320,507,510,42,71,63,63,7499.9,580443,591587,73175131,134970990,148708007,158731,417480,516502
Chemical tanker,326,224,15476,25399,2007,2008,2008,2008,1730,2433,2419,2423,181,239,344,345,44,64,65,65,2402.1,185467,189028,8999123,44328171,51746704,27605,157140,191348
Vehicle,252,161,28941,9629,2007,2007,2008,2008,1853,2083,2073,2065,120,140,205,205,14,24,28,28,1803.7,139718,142401,9750113,42987545,49783959,38691,147064,158273
Liquefied gas tanker,249,120,13988,15346,2009,2008,2009,2008,1770,2728,2641,2640,143,269,344,353,33,59,57,60,1913.2,142293,145025,5991364,28776564,26669290,24062,167523,241955
General cargo,187,147,5625,7167,2003,2004,2003,2004,1593,2378,2230,2218,165,248,363,374,43,104,118,122,936.2,71949,73331,4144306,13821194,19970153,22162,111993,150431
Service - tug,73,56,238,191,2003,2007,2010,2009,1293,1788,2393,2293,217,393,1107,1161,64,255,215,201,163.4,12362,12599,4881587,11543485,15456102,66871,172673,233138
Cruise,58,44,3933,448,2001,2001,2002,2001,898,1234,1200,1178,60,83,120,120,11,28,41,38,877.3,67937,69241,1711289,8869325,10242512,29505,133010,141451
Service - other,36,31,2557,2583,2003,2002,2003,2005,3764,6480,9270,10290,570,1370,3801,4355,72,275,289,189,626.9,47882,48801,18023273,36979799,39847973,500646,1114023,1257889
Miscellaneous - fishing,8,7,86,54,2004,2003,2003,1991,4338,8287,7245,9879,425,1177,2542,3102,24,245,78,83,44.2,3321,3385,383180,849966,966325,47897,112724,133628
Ro-Ro,5,1,155,50,1994,1994,1994,1994,2921,2921,2287,2287,158,158,166,166,0,0,1,1,26.5,2044,2083,179999,1387724,654854,36000,87855,125240
Refrigerated bulk,3,3,64,68,1991,1991,1992,1992,7388,6002,4329,4288,1246,877,996,990,15,59,53,48,47.4,3596,3665,202366,442180,498075,67455,143747,155203
Other liquids tankers,1,1,48,54,2009,2009,2009,2009,1557,1557,1557,1557,105,105,105,105,20,20,20,20,6.7,517,527,27929,79745,171931,27929,96756,156347
