Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,906,718,169209,287363,2011,2011,2011,2011,3133,4201,5153,5131,298,403,740,743,48,74,84,83,12447.1,963494,981993,79642604,182554264,221224280,87906,307320,367451
Container,786,222,155046,175317,2009,2009,2010,2009,1495,3289,2953,2948,98,202,367,364,23,26,25,25,15978.4,1237512,1261273,97413539,273480807,313925387,123936,414917,485588
Chemical tanker,402,209,19501,32435,2009,2011,2010,2010,1545,2440,2534,2526,147,247,386,386,42,58,64,64,3079.2,237451,242010,9535238,52309575,60664668,23719,151335,184306
General cargo,283,160,19253,29784,2008,2009,2011,2011,1487,3633,4223,4444,141,316,635,650,33,58,64,63,2172.5,167373,170586,12823027,45380424,66465279,45311,256744,348059
Vehicle,221,146,73492,25038,2007,2007,2008,2008,3632,5929,5621,5702,266,390,590,596,21,43,41,41,4282.2,331700,338069,25354293,111785245,129458706,114725,436071,469308
Cruise,181,46,2374,286,1995,1995,2000,1998,450,695,699,701,47,59,88,92,8,10,15,21,702.5,53937,54973,1086426,5989684,8271406,6002,29588,37721
Oil tanker,147,101,25953,47777,2009,2009,2009,2009,2707,3334,3449,3465,277,389,485,484,52,74,74,74,3024.4,233980,238472,24736016,48865706,56432202,168272,442772,537313
Liquefied gas tanker,94,56,28091,24355,2011,2011,2009,2010,3999,4610,4513,4420,307,325,411,416,32,90,200,169,3397.8,215860,220005,7466151,43921714,38529510,79427,619919,927201
Refrigerated bulk,77,45,3699,3969,1992,1993,1992,1992,4628,4163,4019,4049,287,313,327,322,74,77,76,77,1540.7,117596,119854,11775332,25729673,28982057,152926,325884,351857
Miscellaneous - fishing,58,34,722,508,1991,1991,1989,1989,1151,3417,4696,5037,206,750,1593,1771,23,398,276,213,247.6,18792,19153,3575243,7930578,9016264,61642,145072,171974
Ferry-pax only,33,3,88,11,2011,1999,2009,2010,451,618,627,587,50,77,188,161,6,10,58,38,35.0,2625,2675,310474,874408,1132640,9408,26245,34729
Service - other,32,12,418,164,2001,2002,2001,2002,938,3547,2366,1989,102,625,1054,1027,22,152,262,265,201.8,15227,15520,1144717,2348708,2530875,35772,79600,89879
Ferry-RoPax,29,8,150,24,2006,2007,2006,2011,368,3689,564,1046,40,942,908,3745,7,36,10,8,58.8,4448,4534,535875,1178932,1551397,18478,41040,56087
Service - tug,24,16,7,7,2005,2002,1990,1983,263,842,667,995,114,239,439,463,8,171,291,209,26.7,2008,2047,188750,446337,597621,7865,20308,27419
Other liquids tankers,2,2,375,526,2015,2015,2015,2015,6703,6703,6708,6703,579,579,583,582,38,38,36,36,33.4,2584,2633,269595,769775,1659636,134797,466989,754605
