Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Peru,1331,692,65426,72331,2009,2010,2010,2010,788,1024,1032,1034,70,107,94,99,31,72,43,51,7200.5,556820,567511,40051526,115624272,137195137,30091,106259,125869
Argentina,318,181,15006,15275,2004,2007,2010,2012,1397,2295,2040,2558,130,221,228,250,12,94,112,149,1708.8,131843,134375,9684378,27727906,34558961,30454,105508,125706
United States of America,262,202,36164,54496,2009,2009,2010,2010,4345,4481,4492,4501,386,409,420,430,66,95,93,95,4920.8,374472,381662,25107121,85290382,96849243,95829,415431,518331
Ecuador,215,149,13242,19947,2010,2009,2011,2011,1523,1965,1802,1886,123,180,226,255,44,125,96,103,1721.2,133065,135620,11512802,28937464,34039378,53548,164527,198349
Brazil,172,108,23148,34446,2011,2010,2011,2011,3174,3494,3435,3498,252,350,349,374,27,75,66,75,2669.3,205703,209652,16624293,42108785,48649317,96653,305641,364767
Colombia,149,124,25383,39257,2011,2011,2012,2012,2522,3616,3375,3658,274,355,413,465,100,134,118,135,2106.7,162593,165714,12261433,33666459,39556586,82291,320348,385847
Panama,96,88,6693,10042,2009,2009,2011,2011,2364,2475,2461,2443,198,237,217,223,75,118,117,127,958.1,72101,73485,4536191,14319670,16367979,47252,189641,233987
Japan,96,73,43768,53495,2008,2008,2008,2008,9532,9672,9643,9676,756,775,769,795,132,122,135,159,2937.9,226767,231121,18009119,54784086,64453504,187595,730433,861766
Antarctica,82,41,571,323,1995,1994,1997,1992,613,2221,853,1459,76,362,807,1549,4,96,101,158,274.4,20706,21103,2957233,7124847,9202591,36064,93666,121612
Costa Rica,76,38,592,789,2004,2005,2010,2012,265,921,1352,1470,34,265,238,238,18,122,99,117,118.8,9056,9230,552226,1374730,1789077,7266,23627,29397
China,76,69,41663,69803,2012,2012,2012,2012,10249,10056,10347,10352,892,873,895,898,146,166,201,209,2573.3,199134,202957,18172412,47714376,58739537,239111,914787,1129420
"Korea, Republic of",51,49,22519,33933,2011,2011,2011,2012,9913,10038,10062,10021,847,854,845,877,129,150,164,191,1595.9,123561,125933,11165477,31695045,37236502,218931,798139,937706
New Zealand,47,27,14187,16903,2008,2008,2007,2007,5272,5373,5351,5350,308,330,309,309,31,48,37,36,1884.8,145978,148781,12707139,33093533,37092837,270365,786024,905829
Trinidad and Tobago,43,32,23019,22095,2009,2010,2008,2009,7190,6728,7001,6962,485,514,511,531,32,78,49,66,3215.5,197061,200845,5226458,32192524,28070129,121546,949807,1424414
Mexico,40,40,4545,6463,2009,2009,2011,2011,3768,3553,3569,3550,318,354,370,406,65,93,93,109,521.4,40311,41085,3030220,9070603,11205876,75755,297516,363178
Canada,31,31,7333,13341,2012,2012,2012,2011,6216,6362,6383,6386,581,601,610,610,117,133,122,121,627.4,48499,49430,3711610,9394572,10921397,119729,458810,554364
Uruguay,29,27,2951,4857,2003,2003,2009,2009,2714,2844,3073,3137,254,507,443,450,66,111,79,81,410.5,31562,32168,2422203,5134285,5967892,83524,233928,276458
Russian Federation,23,21,18432,35313,2012,2011,2013,2013,9523,9525,9540,9541,813,821,833,834,137,190,212,213,872.3,67511,68808,6857480,16902280,19088316,298151,920698,1106757
Falkland Islands (Malvinas),21,17,330,174,1995,1996,1994,1990,690,4071,952,1549,63,668,1204,1802,32,125,107,159,127.3,9671,9857,901730,2155150,2437910,42940,105042,120702
Spain,20,18,2139,2437,2005,2005,2006,2008,6949,5907,5210,5472,572,526,562,592,78,89,82,101,419.9,30717,31307,1704975,5479264,6275326,85249,330664,419710
Australia,19,19,4422,7878,2010,2010,2011,2011,7164,7109,6992,6972,663,699,667,659,80,115,121,123,367.2,28383,28928,2779682,6509579,7782387,146299,526343,622965
Hong Kong,15,13,6862,10838,2011,2011,2011,2011,10423,10803,10554,10581,946,948,915,915,151,141,168,164,444.6,34432,35093,3353258,7801458,9393258,223551,788311,932999
South Africa,12,11,1452,1316,2006,2005,2007,2009,6009,7261,6300,5886,461,612,572,517,58,266,227,127,219.0,16886,17210,1543998,4354607,5089379,128666,472894,582935
Equatorial Guinea,11,11,7125,6888,2006,2006,2007,2007,6934,7042,7064,6884,450,488,482,494,23,33,27,26,975.5,60434,61594,1891859,9896905,8811970,171987,1123354,1678958
Guatemala,11,11,825,1390,2010,2010,2011,2011,2652,2840,2794,2785,244,252,250,249,156,174,174,176,78.2,6043,6159,475718,1564905,2076312,43247,215172,273232
El Salvador,9,9,738,1250,2011,2011,2012,2012,2710,2816,2852,2857,282,316,336,338,111,103,108,108,69.0,5326,5429,486325,1298945,1793933,54036,235678,300074
Malaysia,5,2,235,339,2006,2010,2016,2016,465,4989,8656,8832,62,412,779,779,25,32,25,25,23.6,1828,1863,160007,318898,393409,32001,100606,117072
India,5,5,1854,3223,2012,2012,2012,2012,11199,11270,11245,11249,1037,1009,1011,1011,97,81,84,84,134.5,10365,10564,1217631,4445937,6564458,243526,1457071,1989774
Viet Nam,4,3,795,1407,2010,2012,2016,2016,5587,7475,10954,11029,477,637,951,951,122,166,248,248,70.0,5422,5526,287519,843318,963380,71880,327968,400801
Indonesia,3,3,274,431,2008,2008,2011,2011,1618,4062,5084,4766,163,360,730,712,121,153,295,289,30.0,2319,2363,182998,474207,708963,60999,264414,336721
United Kingdom of Great Britain and Northern Ireland,3,2,740,1448,1994,1998,2009,2009,155,4597,8931,9034,297,531,896,896,168,136,168,168,70.2,5432,5536,530179,999107,1125513,176726,464049,560574
Portugal,3,3,256,344,2011,2011,2011,2011,6832,7011,7032,7035,565,583,586,586,59,76,78,77,48.1,3704,3775,129868,474189,700143,43289,259010,353704
Nicaragua,3,3,203,298,2012,2012,2014,2014,2382,2468,2475,2445,271,254,248,236,99,79,87,85,25.3,1956,1994,128038,417110,496536,42679,174413,212073
South Georgia and the South Sandwich Islands,3,3,28,4,2001,2001,2008,2004,1139,1171,1184,1177,130,132,119,126,1,2,2,2,15.7,1182,1205,57004,133036,158638,19001,45155,54517
Pitcairn,3,3,79,8,1998,1998,1997,1997,1151,1151,1147,1148,87,79,69,72,33,45,39,40,27.9,2135,2176,23537,179832,266880,7846,52039,70030
Netherlands,3,3,217,269,2005,2005,2003,2004,6980,7064,7101,7076,542,537,517,528,40,64,75,69,64.0,4907,5001,366887,893767,1087042,122296,341269,404285
Thailand,3,3,1026,1832,2009,2009,2009,2009,10900,11075,11072,11077,977,976,977,978,69,86,86,86,88.9,6879,7011,776392,1916149,2572383,258797,1037338,1297953
Singapore,3,3,690,819,2005,2005,2008,2010,10163,7009,6822,5849,811,621,847,832,229,190,241,236,77.2,5935,6049,446806,1085925,1230044,148935,436161,502626
Senegal,2,2,214,223,2002,2002,2005,2011,8235,8235,7090,6331,1018,1018,904,683,46,46,51,60,29.8,2255,2298,325177,822430,1022518,162588,510708,643445
Morocco,2,2,463,817,2014,2014,2014,2014,6554,6554,6547,6546,984,984,975,975,298,298,313,312,42.6,3301,3364,166477,488659,558235,83239,380363,464854
Gibraltar,2,2,353,479,2010,2010,2011,2012,7237,7237,7271,7360,620,620,639,657,96,96,98,99,39.9,3080,3139,267601,650216,754719,133801,577065,725725
French Polynesia,2,2,45,7,2006,2006,2007,2007,3433,3433,3046,3129,354,354,330,341,347,347,276,309,32.8,2472,2519,21255,145869,248818,10628,66942,104149
Belgium,2,2,303,416,2006,2006,2011,2012,8245,8245,8394,8452,670,670,726,746,59,59,59,60,51.2,3925,4001,390856,823267,961033,195428,495782,555096
Nigeria,2,1,76,129,2006,2006,2006,2006,1201,1201,1201,1201,146,146,191,191,26,26,28,28,4.9,381,388,115139,276493,311908,57569,175186,204871
Sweden,2,2,184,201,1991,1991,1991,1991,7901,7901,7901,7901,518,518,518,518,87,87,87,87,66.7,5084,5182,596038,1302372,1467000,298019,635075,685690
Puerto Rico,2,2,186,55,2000,2000,1994,1995,2044,2044,2641,1369,168,168,306,268,36,36,51,47,13.2,1025,1044,55248,239075,276310,27624,106643,117338
Germany,2,2,128,195,2009,2009,2009,2009,7602,7602,7501,7460,664,664,639,628,34,34,38,41,31.9,2450,2497,258842,743224,928133,129421,442160,533201
Malta,2,2,504,849,2014,2014,2013,2013,8776,8776,8761,8751,771,771,770,769,113,113,119,123,42.9,3326,3390,379019,750146,930423,189510,604994,703418
Curaçao,1,1,46,90,2011,2011,2011,2011,566,566,566,566,2875,2875,2875,2875,912,912,912,912,154.7,11981,12212,32836,61873,69700,32836,86227,104163
Bahamas,1,1,81,100,2008,2008,2008,2008,3866,3866,3866,3866,498,498,498,498,81,81,81,81,17.1,1308,1333,92558,359053,409703,92558,387558,472907
Cabo Verde,1,1,41,45,2009,2009,2009,2009,5847,5847,5847,5847,435,435,435,435,30,30,30,30,11.0,854,871,77646,227767,314105,77646,311071,392225
Philippines,1,1,1,2,1992,1992,1992,1992,495,495,495,495,121,121,121,121,31,31,31,31,0.5,39,40,6367,18265,26248,6367,20753,29848
Denmark,1,1,118,139,1990,1990,1990,1990,8192,8192,8192,8192,547,547,547,547,70,70,70,70,35.1,2676,2727,411936,900101,1013879,411936,877832,947794
