Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Peru,1170,615,60116,69305,2009,2010,2011,2011,956,1099,1150,1144,75,105,101,103,27,57,41,43,7047.7,537658,547981,37626573,111751977,128402003,32159,115583,139001
United States of America,266,220,36711,53214,2007,2008,2009,2009,4297,4458,4669,4487,390,417,412,433,58,78,161,116,4713.1,355309,362131,26343753,78046351,88183042,99037,372167,456255
Argentina,236,111,10128,13265,2005,2004,2011,2012,1027,1855,1806,2402,136,242,243,265,22,104,82,87,1372.6,105919,107953,8061391,22244916,27036849,34158,114524,139035
Panama,209,181,16087,25097,2011,2011,2012,2011,2397,2427,2468,2451,191,236,248,252,41,49,48,49,2137.5,165423,168599,10662026,33862927,39548162,51014,210869,258220
Ecuador,190,141,12111,17780,2008,2009,2008,2009,1678,1806,1917,1911,139,167,206,221,18,30,35,36,1528.5,118163,120431,10564585,26770624,31132595,55603,171232,203901
Brazil,189,139,25422,36747,2010,2011,2010,2011,3516,3571,3570,3606,289,355,343,365,51,109,87,101,2279.7,176358,179745,15162828,39862805,48608031,80227,284260,344735
Japan,136,114,67959,63850,2008,2008,2008,2008,9551,9708,9717,9603,764,754,746,800,32,57,54,77,4421.3,342342,348915,27251457,92089006,110989524,200378,789481,925410
China,135,117,96635,141263,2010,2009,2011,2012,10467,10399,10534,10525,900,888,877,920,50,75,70,71,6945.8,537943,548272,46194933,119570042,138333442,342185,1115204,1310069
Antarctica,108,40,442,176,1993,1993,1998,1996,370,661,507,736,52,141,132,168,7,30,54,166,191.7,14516,14795,659917,1883954,2569212,6110,18272,23897
Uruguay,74,72,8123,13865,2010,2010,2011,2011,2905,2912,2876,2965,252,311,296,284,64,94,83,81,739.2,57140,58237,4936558,12353987,14846578,66710,238832,290253
Mexico,68,46,15232,13703,2007,2009,2007,2008,3679,3667,3710,3688,240,278,245,243,25,44,36,38,1434.1,111026,113158,7803625,24069058,28302672,114759,410274,477315
Costa Rica,66,29,58,47,2003,2004,2005,2004,235,1570,784,863,34,458,2616,2632,6,78,11,11,60.7,4559,4647,684630,1533992,1987657,10373,24303,33178
New Zealand,52,27,23959,28704,2002,2003,2001,2001,5370,5422,5382,5384,312,341,306,308,22,28,23,24,2541.4,196842,200621,12878530,37797610,44391830,247664,915665,1083204
