Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
San Antonio,601,336,82903,82302,2010,2009,2010,2011,1426,2961,2241,2138,116,239,278,271,27,76,51,63,7429.1,575195,586239,45334811,135588066,160169318,75432,266795,312154
Puerto Angamos,388,242,31365,49660,2010,2011,2012,2012,827,3452,2464,2799,108,306,497,534,52,93,103,112,3870.1,296308,301997,18357813,64374362,75803123,47314,217309,267676
Arica,283,120,9788,12540,2009,2009,2010,2011,638,1351,1191,1327,69,127,241,285,29,91,91,110,1435.1,110962,113093,8296242,26060229,29980480,29315,105426,125438
Iquique,280,182,17140,17097,2008,2008,2009,2009,674,1488,1030,1151,49,123,195,205,25,34,35,46,1670.7,129240,131722,8340222,31625962,36557380,29787,125707,147197
Quintero,223,184,52546,65154,2010,2010,2009,2010,4244,4530,5229,4809,378,400,504,520,71,133,100,129,6945.3,468322,477314,22115727,88268500,89180534,99174,516518,707184
Valparaiso,196,147,25867,32288,2005,2006,2007,2008,3775,3669,4130,4071,290,313,388,406,41,61,51,54,3683.1,283945,289397,26758564,68642658,80830856,136523,408291,479901
Punta Arenas,170,92,7346,9689,2007,2006,2011,2012,1070,3084,2138,3463,116,432,517,531,11,49,36,31,1109.6,83924,85535,6578841,17859591,21244475,38699,139525,175264
Arturo Prat,141,41,1076,451,1990,1991,1990,1989,569,1520,880,1405,45,188,585,811,3,86,299,342,351.8,26831,27346,2178250,5752283,7616195,15449,41354,53127
San Vicente,103,95,24819,41284,2009,2009,2009,2009,4527,5738,5352,5211,501,570,696,690,55,97,96,86,2649.3,205068,209005,16834356,37770783,44587544,163440,521411,622724
Coronel,103,86,25150,35167,2010,2010,2009,2009,4755,5490,6707,6405,493,497,702,685,146,152,152,154,1707.9,132199,134737,10258110,25787449,30788332,99593,389298,468149
Lirquen,81,71,10573,16328,2011,2011,2010,2011,2394,3312,2705,2965,246,339,399,440,50,98,91,101,1310.7,101439,103387,7075328,16659115,20217990,87350,287119,349462
Antofagasta,81,73,4693,7222,2009,2010,2011,2011,1502,2335,2327,2325,129,226,455,455,72,97,106,109,611.5,46849,47749,3404998,10771532,14132128,42037,189248,240659
Patillos,67,55,1431,2401,2010,2011,2010,2010,708,876,886,895,72,98,125,127,50,82,93,94,143.8,11110,11324,931351,2130943,2778623,13901,51609,62599
Huasco,59,57,26536,50456,2011,2011,2011,2011,7477,6600,7808,7896,729,585,784,788,157,204,276,279,1467.0,113593,115774,10562536,25077539,29101860,179026,594007,714954
Puerto Patache,58,55,1346,2274,2011,2012,2011,2011,697,819,808,805,65,117,146,145,77,134,139,142,130.9,10122,10317,886537,2053899,2657444,15285,57249,69713
Puerto Montt,53,46,5087,7469,2007,2007,2011,2012,3221,4904,4976,5830,292,437,654,701,72,224,181,191,611.0,47182,48088,3541126,9469085,12836171,66814,270313,342389
Tocopilla,52,49,3939,7093,2012,2012,2010,2010,1465,2243,2765,2930,128,220,442,453,150,190,171,169,352.9,27292,27816,1812343,4878146,5918707,34853,147223,180048
Caldera,50,45,25297,48426,2011,2011,2014,2014,5173,5949,7751,7877,546,527,794,799,124,144,202,204,1243.0,96248,98096,10189850,24726050,28131773,203797,644835,767451
Calbuco,38,28,12388,16335,2008,2008,2010,2010,9732,6815,9479,9447,812,629,876,878,158,185,213,212,753.0,58307,59427,4800529,11918367,14071989,126330,486315,581822
Coloso,33,33,2305,4005,2013,2013,2013,2013,1568,2208,2153,2142,184,281,466,462,128,158,174,175,228.4,17685,18025,1259333,3652129,4347092,38162,160723,191950
Talcahuano,29,28,2679,4314,2006,2005,2004,2005,1687,3403,3117,3188,192,386,484,458,97,233,116,115,470.6,36323,37021,2276755,5331346,6551720,78509,246314,306569
Mejillones,27,26,4262,5171,2009,2008,2012,2012,2556,3182,3749,3666,225,299,397,434,37,97,82,104,471.6,31906,32518,1673098,6931863,6880164,61967,331716,459411
Barquito,25,11,214,331,2004,2007,2005,2004,935,824,838,850,94,104,125,128,41,72,63,61,61.6,4705,4796,356357,1006524,1272011,14254,49787,60372
Puerto Williams,20,12,160,21,2001,1998,2005,2004,668,724,732,677,77,80,87,86,2,465,15,154,105.0,7915,8067,134094,494128,622313,6705,23068,27428
Tres Puentes,18,15,213,73,1993,1994,1988,1987,1374,2439,1649,2864,262,785,957,1091,85,224,118,138,99.4,7578,7723,513087,1146855,1217049,28505,65414,74941
Coquimbo,17,17,895,883,2001,2001,1998,1999,1871,2960,1992,2413,157,217,262,298,41,48,49,60,230.5,17667,18006,1580108,3853211,4558575,92948,237490,268172
Caleta Patillos,15,13,422,723,2013,2013,2014,2015,811,1005,1145,1153,87,115,165,165,52,70,69,68,37.8,2923,2980,202046,532839,669758,13470,56695,69736
Isla Guarello,13,13,1582,2680,2009,2009,2012,2013,1786,3015,3103,3285,228,440,470,496,7,9,6,6,121.4,9388,9568,854407,2263074,2667247,65724,243429,296640
Guayacan,12,12,10052,19398,2012,2012,2012,2012,9559,8686,9109,9102,846,773,876,876,102,108,116,116,456.1,35329,36007,3793263,8596027,9721975,316105,936247,1113253
