Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
San Antonio,527,261,136850,111214,2009,2008,2008,2008,2094,5009,4265,3640,161,333,477,419,23,37,32,29,11712.0,907108,924525,69678455,227295994,262285686,132217,462414,528310
Puerto Angamos,363,223,18394,24775,2009,2011,2011,2011,790,2024,1541,1577,60,176,319,333,32,53,106,90,2165.9,163466,166605,11570244,33733036,40003087,31874,129862,162702
Quintero,244,197,39049,50737,2010,2010,2009,2010,2689,3438,3635,3446,292,353,445,464,48,73,144,103,4937.8,346967,353629,19465846,71541188,75131366,79778,380073,508751
San Vicente,240,127,37912,54051,2008,2008,2006,2007,2333,3713,3435,3429,174,312,392,398,24,47,52,54,4327.1,335034,341466,26682418,69069000,79099709,111177,356916,425399
Valparaiso,227,156,56328,64753,2009,2008,2012,2012,3144,4504,4183,4142,265,323,476,473,28,65,39,42,5653.0,436681,445065,39095180,103839660,120729239,172225,549102,640014
Arturo Prat,142,45,1002,446,1989,1991,1992,1989,434,1298,815,1374,54,232,397,633,9,99,139,139,389.7,29704,30275,1814301,5092391,6736392,12777,35342,44701
Arica,137,83,5373,5020,2008,2009,2009,2009,620,1619,1552,1273,54,198,423,378,43,56,50,59,718.9,55550,56617,3229132,11384609,13633356,23570,94672,111619
Puerto Patache,130,124,12921,22327,2011,2011,2011,2011,2065,3264,3254,3248,282,344,525,522,38,63,77,77,1201.7,92857,94639,7990761,18415779,23191722,61467,227705,274409
Punta Arenas,126,88,7015,8878,2006,2006,2008,2010,1657,2835,2324,3323,176,339,489,474,34,112,104,111,1200.7,88849,90555,6352973,17945954,20227633,50420,179246,224614
Iquique,118,89,13246,5702,2007,2007,2008,2008,685,2483,2522,2106,54,176,475,419,31,67,43,46,946.9,73208,74614,5389680,22442961,26103426,45675,174119,193153
Coronel,103,78,26924,35981,2007,2009,2009,2010,4968,5766,6577,6494,437,573,730,729,53,67,72,71,2013.6,155795,158786,12106489,33872369,42923397,117539,500823,624990
Patillos,100,91,9433,16072,2012,2012,2012,2012,3576,3230,3272,3272,324,302,350,350,58,71,79,79,916.6,70824,72184,5511901,13072584,16651532,55119,210474,255278
Lirquen,84,72,16620,25497,2010,2010,2010,2011,3511,5188,4414,4903,256,438,566,605,36,60,61,63,1503.6,116245,118477,10876259,32065545,43480363,129479,576121,744945
Caldera,77,69,36146,68753,2010,2010,2013,2013,6733,6382,8255,8443,679,592,933,941,50,58,81,81,2158.7,166992,170198,15052851,36793197,42579263,195492,622470,742624
Antofagasta,67,62,2845,4239,2008,2009,2009,2010,1487,2447,2154,2151,111,233,470,486,27,48,58,59,437.1,33665,34311,2364401,6533595,8727918,35290,140807,175422
Coloso,64,60,5563,9648,2012,2012,2013,2013,1490,2711,2658,2630,120,243,593,589,16,40,63,62,530.5,41087,41876,3015553,8253107,9831215,47118,191582,228601
Puerto Montt,51,37,1714,2748,2006,2007,2010,2010,1897,2067,2683,2766,147,196,319,328,30,152,190,199,197.7,15254,15547,1087941,2759028,3838377,21332,88284,111011
Tocopilla,50,48,5895,9763,2013,2013,2013,2012,4112,4548,4534,4543,470,473,576,575,46,72,82,84,580.5,44916,45778,3635628,8526410,11305488,72713,271744,332543
Huasco,48,46,27952,53947,2011,2011,2010,2010,9353,6969,8181,8247,800,643,890,892,54,83,67,67,1676.1,129816,132308,10767942,24600908,28031169,224332,698940,831887
Puerto Yartou,46,3,104,16,2013,2010,2013,2013,448,521,501,502,47,61,63,63,5,7,9,9,39.0,2928,2985,232002,755894,1158846,5044,16420,24499
Mejillones,39,35,4076,4711,2009,2009,2012,2012,804,1998,2153,2129,91,191,384,413,24,42,42,48,421.9,29422,29987,1773497,6335282,6514506,45474,216078,293344
Talcahuano,32,28,4128,5904,2006,2006,2006,2006,2571,3553,4716,4320,261,390,601,558,41,81,60,62,501.7,38762,39506,2120679,5583195,6795285,66271,246874,303741
Coquimbo,31,29,1364,1322,2003,2002,2001,2001,1810,2850,2065,2533,119,210,262,310,53,65,72,89,396.0,30345,30927,2330862,5540004,6484942,75189,190104,214561
Calbuco,27,20,9828,12573,2010,2010,2011,2011,10344,7487,9613,9487,941,759,941,938,79,79,121,122,614.4,47568,48482,3465911,8839770,10418098,128367,509042,611097
Caleta Patillos,27,25,2975,5280,2014,2014,2015,2015,3756,3413,3528,3531,392,348,403,404,36,62,71,71,288.0,22230,22657,1277467,3502549,4216283,47314,205018,250846
Puerto Williams,20,10,166,26,2003,1997,2007,2003,838,894,1001,985,102,360,163,399,9,24,38,39,110.2,8280,8439,153042,563390,720735,7652,27269,32989
Tres Puentes,19,17,210,116,1992,1994,1994,2000,1025,1590,896,1259,191,445,416,373,32,64,39,64,86.5,6614,6741,510747,1173167,1357000,26881,66442,79116
Barquito,17,8,180,298,2004,2008,2005,2004,937,803,816,818,64,62,72,72,26,42,41,41,42.5,3270,3333,248084,713093,875288,14593,50170,59943
Los Vilos,16,16,2064,3516,2008,2008,2012,2012,2255,4897,5109,5123,280,477,761,762,62,325,85,82,228.4,17663,18002,1303629,3667161,4417966,81477,329175,390044
Guayacan,14,14,2969,5511,2010,2010,2010,2010,3183,3880,5407,5647,298,368,733,750,63,79,60,60,246.3,19048,19413,1324977,4054306,4659748,94641,378733,450385
Michilla,10,10,603,1024,2012,2012,2011,2011,809,2110,2067,2074,72,186,560,571,30,27,35,35,58.6,4539,4627,454016,922772,1170991,45402,149552,175790
Isla Guarello,9,9,1793,3325,2012,2012,2014,2014,2951,4035,4916,5050,277,386,661,675,73,200,155,155,161.3,12488,12728,1213066,2603646,3116998,134785,414595,510089
Vina Del Mar,8,8,1854,2565,2011,2011,2010,2011,3111,4618,5747,5323,288,407,601,617,30,59,34,33,187.0,12749,12994,690815,2724202,2770899,86352,466321,631536
Pargua,6,6,509,563,2013,2013,2013,2014,2200,2260,2415,2345,184,184,203,207,54,61,60,73,44.2,3423,3489,279966,816196,945340,46661,161585,188517
Isla De Pascua,6,6,580,73,1997,1997,1996,1994,2330,2133,2117,2107,148,147,147,148,22,22,18,20,134.0,10374,10573,300746,1595911,1915666,50124,228756,248486
Quellon Viejo,6,5,300,473,2004,2008,2013,2013,1811,2047,2411,2479,126,232,326,327,54,92,115,111,35.9,2782,2835,177379,483700,562782,29563,109698,130136
Penco,5,5,306,492,2012,2012,2014,2014,2621,2666,2978,3050,238,220,267,270,133,104,119,119,41.6,3211,3273,249726,843854,1040220,49945,222108,273125
Puerto Chanaral,5,5,132,227,2006,2006,2006,2006,912,1057,1243,1256,65,78,112,113,35,67,57,57,23.6,1828,1863,112515,400720,458307,22503,97331,116491
Cabo Negro,5,4,483,730,2009,2010,2007,2007,2096,4885,5752,5598,286,418,694,695,41,46,34,34,77.3,5968,6083,323718,1350868,1556464,64744,351214,435688
Quinchao,4,2,1,1,2005,2004,2005,2005,190,155,173,174,21,14,20,20,10,10,9,9,0.5,36,36,2249,5998,8156,562,1675,2305
Ancud,4,3,158,46,2006,2007,2011,2011,142,1110,2930,2621,20,94,244,242,16,15,17,17,8.4,650,662,46997,205480,238865,11749,44507,48231
Queilen,3,2,129,246,2007,2008,2010,2010,549,1699,2924,2956,27,220,410,411,51,64,95,95,9.6,742,756,52053,152651,176150,17351,78374,96274
Bahia De Valdivia,3,3,0,0,1996,1996,2008,1992,102,105,101,91,19,17,10,18,45,47,57,42,0.7,55,56,2043,4649,6202,681,1594,2201
Puerto Chacabuco,3,3,197,262,2008,2008,2007,2007,4528,6516,6125,6127,406,539,730,731,7,19,29,29,45.5,3504,3571,99001,361482,533731,33000,197448,269635
