Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,117,38,1736,2212,2003,2004,2004,2004,634,681,707,703,62,84,121,120,45,58,64,64,352.1,27127,27648,2175891,7425505,8233727,18597,65325,76836
Bulk carrier,96,92,9836,17668,2009,2009,2009,2009,2947,2680,3035,3092,438,509,685,698,61,97,69,67,809.2,62548,63749,6184638,12752318,15651497,64423,209280,245320
General cargo,52,28,830,1126,2000,2006,2008,2007,864,1965,1386,1242,132,239,296,278,36,49,51,51,177.7,13638,13900,607133,2051378,2975741,11676,60394,81472
Chemical tanker,48,31,858,1418,2007,2008,2008,2008,801,1119,1123,1147,70,140,205,209,28,59,36,36,172.8,13309,13564,470923,2403655,2798114,9811,57994,70581
Refrigerated bulk,23,13,74,85,1986,1988,1990,1990,618,966,923,927,75,139,194,193,103,116,93,92,96.1,7257,7396,253113,553063,622974,11005,23451,25320
Ro-Ro,14,10,1104,548,2005,2005,2008,2008,862,1495,1431,1448,52,101,149,152,18,27,37,39,109.4,8469,8631,588693,1084778,1264780,42049,98832,104912
Miscellaneous - fishing,13,11,57,35,1989,1986,1983,1982,624,4934,2965,2957,76,477,1109,1187,115,351,409,337,39.9,2999,3057,242740,538445,612157,18672,43944,52094
Oil tanker,5,5,178,295,2002,2002,2002,2002,1515,1459,1375,1368,226,249,278,278,54,67,49,50,34.0,2606,2656,289826,665897,748505,57965,172292,203378
Service - tug,2,2,1,0,1978,1978,1977,1973,1226,1226,1123,1358,870,870,856,677,104,104,100,47,2.5,191,195,9029,21352,28589,4515,11658,15740
Vehicle,1,1,244,66,2011,2011,2011,2011,4000,4000,4000,4000,455,455,455,455,14,14,14,14,10.9,847,863,66494,293168,339518,66494,252744,272008
