port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Marsaxlokk - Delimara,198,43,1995,1999,1999,1998,339301841,443602829,212,656,354,347,249,18849
"Mgarr, Gozo - Delimara",10,10,2002,2002,2003,2002,58578839,103434229,173,218,238,244,13,995
Valletta - Delimara,195,32,1993,1998,1996,1995,241652027,347928278,210,431,273,282,250,18867
Marsaskala - Marsamxett,13,9,2007,2005,1996,1998,112111726,140189203,115,210,267,219,32,2436
Saint Paul'S Bay (San Pawl Il-Bahar) - Marsaskala,13,12,1996,1998,2001,2001,47123293,66847051,146,359,207,203,52,3914
Delimara - Saint Paul'S Bay (San Pawl Il-Bahar),43,22,1996,2000,2003,2003,592618936,998573124,178,862,1657,1784,110,8422
Marsaskala - Delimara,80,37,1989,1998,1999,2000,236910893,363286258,226,666,225,202,110,8383
Valletta - Floriana,108,31,1996,1997,2002,1997,173418087,95607126,290,971,753,416,180,13540
Floriana - Delimara,122,27,1998,1998,1999,1997,73478116,88488301,197,258,228,207,134,10101
Saint Paul'S Bay (San Pawl Il-Bahar) - Valletta,11,8,2000,2002,2003,2003,23899640,28982248,123,692,510,478,31,2336
Marsaskala - Valletta,40,19,1991,1993,1993,1994,112915091,142126368,247,355,345,273,58,4376
Floriana - Marsamxett,3,2,1993,1998,2010,2007,14622099,1740240,1185,1207,1763,1457,9,687
Kirkop - Gzira,1,1,1980,1980,1980,1980,149859,133359,1153,1153,1153,1153,3,192
Floriana - Marsaskala,8,5,1990,1990,1988,1988,2124022,3006474,171,204,192,186,3,259
Floriana - Saint Paul'S Bay (San Pawl Il-Bahar),8,6,1995,1991,1993,1992,9123815,11074770,393,649,411,401,23,1736
Marsaxlokk - Valletta,46,21,1990,1994,1995,1994,25059836,33659118,50,108,111,109,44,3322
Floriana - Marsaxlokk,50,18,1991,1995,1994,1995,19564734,25042442,117,388,169,158,35,2662
Valletta - Marsamxett,17,10,2001,1998,2005,1994,31263744,12940789,520,1444,714,245,26,1984
Marsamxett - Delimara,13,13,2004,2004,2005,2006,94441398,157273393,296,339,278,271,34,2566
Floriana - Birzebbugia,2,2,2013,2013,2011,2012,92641,44994,78,78,82,79,0,12
Birzebbugia - Delimara,5,4,1994,1997,1990,1986,2175376,2464365,324,448,316,290,5,362
"Mgarr, Gozo - Valletta",9,9,1996,1996,2004,2005,16751083,13679904,719,513,323,219,15,1164
Kirkop - Delimara,8,6,1989,1992,2001,2000,33730531,46904658,432,679,587,569,12,878
Saint Paul'S Bay (San Pawl Il-Bahar) - Gzira,1,1,1967,1967,1967,1967,144200,156800,700,700,700,700,0,32
"Mgarr, Gozo - Marsaskala",9,9,1997,1997,2003,2003,78321295,150590153,77,170,155,157,16,1222
Marsaskala - Marsaxlokk,22,12,1987,1994,1991,1990,19852844,27555438,218,545,114,127,20,1472
"Mgarr, Gozo - Marsamxett",7,6,1990,1993,1990,1991,6937735,2373145,463,1326,1268,1102,10,769
Floriana - Kirkop,2,2,1994,1994,1992,1996,94745,64930,268,268,151,100,3,238
Kirkop - Marsaskala,3,2,1985,1990,1985,1983,2319273,3430738,365,846,379,357,2,167
Valletta - Marsa,3,2,2002,2002,2002,2002,1136927,1191811,1070,1761,1020,935,3,210
"Mgarr, Gozo - Gzira",1,1,1968,1968,1968,1968,12756,8786,105,105,105,105,0,15
Gzira - Marsamxett,2,2,1986,1986,2002,2001,150571,98497,642,642,630,614,1,99
Marsaxlokk - Saint Paul'S Bay (San Pawl Il-Bahar),5,4,1998,1996,2001,2001,2878483,4185579,68,59,60,60,3,226
"Mgarr, Gozo - Kirkop",2,2,1992,1992,1986,1983,274396,427980,315,315,153,138,0,33
Marsaxlokk - Marsamxett,1,1,1977,1977,1977,1977,293864,470204,104,104,104,104,0,16
Valletta - Kirkop,2,2,1990,1990,1980,1978,1329831,1976463,891,891,454,432,1,97
Balzan - Valletta,2,2,1992,1992,1988,1984,1476528,2180243,2233,2233,715,592,3,224
Delimara - Marsa,1,1,1973,1973,1973,1973,168694,214995,1250,1250,1250,1250,3,202
Saint Paul'S Bay (San Pawl Il-Bahar) - Marsamxett,6,4,1986,1992,1998,2003,1932067,2699304,362,928,59,48,4,321
Sliema - Marsamxett,2,1,2010,2010,2010,2010,120444,20731,185,185,185,185,0,32
Marsamxett - Marsa,2,1,2003,2003,2003,2003,297344,194065,1271,1271,1271,1271,1,106
Saint Paul'S Bay (San Pawl Il-Bahar) - Balzan,1,1,2003,2003,2003,2003,243863,159160,2084,2084,2084,2084,1,101
Valletta - Gzira,1,1,2003,2003,2003,2003,25070,16362,214,214,214,214,0,9
Marsa - Balzan,1,1,2003,2003,2003,2003,659775,430611,5639,5639,5639,5639,3,238
Balzan - Kirkop,1,1,2003,2003,2003,2003,187889,122628,1606,1606,1606,1606,1,80
Kirkop - Marsamxett,1,1,2003,2003,2003,2003,374909,244689,3204,3204,3204,3204,2,145
"Mgarr, Gozo - Saint Paul'S Bay (San Pawl Il-Bahar)",4,2,1986,1994,1980,1981,3326357,3709919,3256,2137,652,491,13,994
Kirkop - Saint Paul'S Bay (San Pawl Il-Bahar),1,1,1982,1982,1982,1982,175958,269128,95,95,95,95,0,26
Marsaskala - Birzebbugia,1,1,1982,1982,1982,1982,658707,1007497,357,357,357,357,1,46
Birzebbugia - Marsaxlokk,1,1,1982,1982,1982,1982,177088,270858,96,96,96,96,1,60
Birzebbugia - Valletta,1,1,1997,1997,1997,1997,195486,243376,785,785,785,785,1,68
"Floriana - Mgarr, Gozo",1,1,1968,1968,1968,1968,110787,172721,112,112,112,112,1,67
Kirkop - Marsaxlokk,1,1,2010,2010,2010,2010,1868527,2076802,21,21,21,21,1,43
