int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Marsaskala,2523,1754,2006,2006,2010,2010,137659848043,214291040149,781,1630,1669,1613,14949,1133357
Delimara,2517,1157,2005,2006,2009,2009,131665937683,164139065198,744,1413,1778,1691,14616,1122989
Saint Paul'S Bay (San Pawl Il-Bahar),371,342,2004,2005,2008,2009,11214602811,18816868206,835,1365,1430,1437,1298,100087
Marsaxlokk,941,298,2006,2006,2010,2010,108989948550,115872006845,797,1380,1971,1913,11371,875781
"Mgarr, Gozo",89,87,2004,2004,2008,2008,3028963557,4912549885,833,1315,1381,1371,342,26305
Valletta,940,346,2001,2001,2006,2006,19740718536,9642021571,595,1318,619,1004,4350,335076
Kirkop,35,28,2001,2000,2006,2006,790282239,984830636,925,1325,1102,1090,131,10039
Floriana,322,119,2000,1998,2009,2009,1596859075,1092473541,259,1244,876,831,723,54637
Birzebbugia,18,10,1997,1996,2009,2010,912181518,860082389,566,917,2517,3311,111,8597
Marsamxett,101,90,2003,2003,2007,2008,3913382720,6007211536,853,1754,1555,1604,566,43350
Balzan,3,3,1992,1992,2001,2000,27377503,36981176,1278,1885,2754,2519,8,580
Tarxien,3,3,2000,2000,1997,1997,176996604,189020456,1810,1655,1667,1639,22,1706
Sliema,1,1,1992,1992,1992,1992,4828747,7508718,3427,3427,3427,3427,2,143
Marsa,1,1,1997,1997,1997,1997,63792,79419,256,256,256,256,0,22
