port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Domburg - Rotterdam Botlek,150,126,2006,2006,2008,2008,214646992,330078755,69,150,144,140,136,10332
Ijmuiden - Amsterdam,70,31,2001,1996,2008,2008,24229043,39052244,35,55,108,119,25,1913
Ijmuiden - Beverwijk,36,21,2006,2004,2003,2006,8795300,7393485,39,130,34,27,15,1126
Maassluis - Lijnden,8,8,2008,2008,2010,2010,15098166,24496778,94,98,105,106,21,1561
Rotterdam Maasvlakte - Domburg,173,129,2008,2008,2009,2009,595985601,683190433,47,66,50,50,101,7608
Assendelft - Zaandam,17,16,2007,2006,2008,2008,28480570,47355014,49,93,115,119,64,4795
Everingen - Amsterdam,6,5,2003,2002,2003,2003,9120826,15137357,160,165,166,167,6,416
Rotterdam Maasvlakte - Rotterdam,327,58,2010,2008,2010,2009,21613463,20896378,54,71,58,51,48,3635
Rotterdam - Zaandam,7,7,2008,2008,2007,2007,10980177,17058068,93,107,115,113,8,618
Kats - Wemeldinge,9,4,1989,1990,1989,1989,512061,222625,418,364,323,292,3,211
Moerdijk - Europoort,9,6,2004,2004,2004,2004,4654695,5746679,61,65,58,59,6,459
Europoort - Rotterdam Maasvlakte,175,37,2005,2008,2008,2008,758518631,1294808373,78,403,1408,1618,107,8118
Moerdijk - Rotterdam Waalhaven,31,19,2002,2001,2003,2003,15054387,18317140,61,68,69,70,25,1875
Rotterdam Maasvlakte - Moerdijk,46,12,2003,2005,2003,2003,21381260,26052058,47,60,53,53,22,1685
Rotterdam Waalhaven - Rotterdam Maasvlakte,329,115,2007,2007,2009,2009,172857791,215749059,33,83,58,60,198,14847
Neeltje Jans - Kats,13,5,1985,1987,1984,1984,809406,351714,187,224,292,271,3,255
Rozenburg - Velsen Noord,3,3,2004,2004,2003,2003,415871,639368,60,58,58,58,0,14
Krimpen - Ijmuiden,9,7,1997,1997,1996,1998,1317673,1564084,68,66,47,62,1,98
Yerseke - Den Oever,96,28,1988,1985,1992,1989,8135767,4252723,208,288,397,402,54,4061
Den Oever - Zwijndrecht,4,3,1987,1985,1989,1986,347478,278610,296,369,343,387,2,164
Zwijndrecht - Bruinisse,3,2,2008,2008,2007,2007,109857,82318,31,151,127,154,1,87
Bruinisse - Yerseke,34,14,1971,1977,1979,1970,1909823,1100033,150,285,255,225,19,1442
Yerseke - Harlingen,128,30,1990,1986,1991,1988,12780532,8028820,272,334,382,366,93,6990
