int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Rotterdam Maasvlakte,4271,1364,2009,2009,2014,2013,400290678244,453235455020,317,1141,1348,1350,34649,2655588
S-Gravendeel,358,259,2003,2004,2006,2006,1395976378,2057353263,434,754,911,945,412,31111
Rotterdam Pernis,666,403,2004,2005,2007,2007,3985609529,4878898352,471,720,788,851,1111,83460
Rotterdam Waalhaven,3713,1012,2006,2005,2007,2007,32950942117,41836714977,539,919,779,800,8780,664542
Rotterdam,707,496,2007,2007,2009,2009,53278235463,98316379958,618,1308,2229,2326,4951,377546
Rotterdam Botlek,2724,1255,2006,2007,2009,2009,44132926972,71624324975,442,1219,1573,1642,8230,627263
Schiedam,513,314,2000,2001,2003,2003,1586980151,2100072700,514,710,823,796,600,45216
Vlissingen,2439,943,2002,2005,2006,2007,32573650326,42061393454,283,1133,1114,1460,5965,453536
Zaandam,1365,791,2003,2006,2009,2010,31732361317,50098141896,552,1267,1590,1882,4687,357679
Amsterdam,784,497,2001,2002,2007,2010,10881669417,11866517307,448,824,766,1182,1973,149405
Terneuzen,1251,681,2002,2005,2009,2009,12048535811,19299325700,356,948,1242,1353,2119,160834
Assendelft,454,260,2006,2008,2010,2011,16923473245,28025104104,392,2017,2220,2558,2254,173009
Beverwijk,353,215,2000,2002,2006,2007,4687647954,7013286339,506,1149,1732,2022,1059,80444
Ijmuiden,2417,1278,2001,2005,2009,2010,73832781248,120218761670,516,1596,1547,2190,9713,739876
Scheveningen,330,201,1998,2001,2004,2004,5537062192,8779429850,604,1131,1217,1197,1156,87623
Lijnden,378,291,2007,2007,2010,2010,14455395810,24438978268,719,1651,2465,2570,2047,156832
Domburg,2310,1060,2006,2006,2008,2008,8026781287,10670250395,81,193,177,197,2269,170834
Europoort,991,723,2008,2008,2011,2011,132280852502,198521178906,920,1908,2485,2385,11903,841513
Moerdijk,1688,479,1999,2003,2003,2003,4052875356,5512458463,304,729,559,555,1505,113360
Nieuwdorp,777,425,2004,2005,2004,2005,14642464069,19285921415,586,1302,1665,1676,3220,244754
Schoorl,44,42,2006,2005,2010,2010,400368510,443952745,243,621,302,324,78,5907
Sluiskil,497,270,2002,2005,2007,2007,7417389936,11707958940,570,1391,2031,2134,1411,107555
Everingen,930,583,2007,2008,2010,2010,32306255391,50534065805,507,1506,1852,2029,4167,318098
Vondelingenplaat,1069,625,2006,2007,2008,2009,20693745706,34488547808,506,1212,1628,1720,3933,299669
Velsen Noord,420,281,2004,2005,2010,2011,10251567350,16832230121,509,1218,2219,2671,1318,100755
Eemshaven,984,506,2002,2003,2008,2008,10645357605,13779189654,414,1033,1510,1629,2463,184771
Brielle,837,498,2007,2008,2010,2010,59881337258,109632950959,627,1574,2636,2823,6122,467916
Werkendam,15,10,2013,2013,2013,2013,4471896,5193515,279,335,261,261,8,620
Bruinisse,16,11,1996,1990,1984,1972,731833,445643,132,225,121,98,8,592
Rozenburg,1709,417,2006,2006,2008,2009,21863445056,19497919717,272,954,473,771,3530,267918
Hoek Van Holland,2502,450,2005,2007,2009,2009,44113261365,60814332424,189,1174,513,963,5675,428957
Rotterdam Centrum,572,265,2001,2000,2009,2007,3573079499,1851646284,322,697,446,809,838,63351
Vlaardingen,1955,445,2003,2004,2008,2008,8679434053,7890485354,194,832,246,431,2455,185385
Zierikzee,6,5,1985,1979,1989,1982,275398,155000,196,288,260,282,5,375
Schiermonnikoog,246,199,2002,2003,2008,2008,1532906463,949234716,65,343,354,320,220,16685
Zwartewaal,225,141,2005,2008,2009,2009,17066075924,31423120676,495,1652,2614,2834,1624,124448
Delfzijl,399,218,2000,2002,2005,2005,1385055870,2035345126,409,760,866,872,421,31752
Hoogvliet,72,52,2005,2004,2007,2007,646633517,1013335567,295,890,1625,1697,140,10712
Den Oever,50,29,1983,1984,1989,1991,3191945,2863242,410,526,521,511,46,3454
Harlingen,644,270,1997,1997,2001,2003,981230544,1238543941,495,944,756,709,684,51519
Sas Van Gent,92,73,1998,2000,2008,2009,360539838,527127393,243,484,754,816,72,5472
Texel,13,13,2003,2003,2010,2011,198417061,260913879,283,1170,1306,1900,58,4328
Zwijndrecht,201,144,2002,2002,2006,2006,561672711,843393191,374,658,900,926,181,13691
Den Helder,372,184,1997,1998,2007,2005,806817426,675995258,533,1221,1309,1128,731,54898
Valkenisse,39,31,1997,1997,2001,2002,28471111,27406890,294,1037,294,210,31,2317
Spaarndam,150,126,2005,2006,2010,2010,6488796291,11142379072,650,1670,2727,2979,787,60307
Yerseke,27,26,1987,1988,1984,1982,2641822,2015016,144,633,471,577,32,2407
Dinteloord,40,25,2005,2003,2005,2005,38427302,53754164,198,464,390,380,12,920
Lauwersoog,196,72,1980,1984,1982,1978,14316803,9840445,373,781,667,705,179,13434
Maassluis,293,247,2006,2006,2011,2011,21221313037,39462615555,550,1309,3140,3449,2078,159262
Zoutkamp,13,8,1963,1964,1964,1963,228826,247621,517,480,441,379,5,398
Noord Scharwoude,1,1,1973,1973,1973,1973,15245,8505,228,228,228,228,1,48
Puttershoek,14,14,2000,2000,2003,2002,67294922,94935848,768,929,1243,1181,19,1432
Breskens,352,148,1995,2000,2001,2003,464573905,500339988,263,677,562,417,285,21448
Ter Heijde,10,9,2000,2000,1996,1995,45925662,68914951,530,1015,986,959,16,1187
Oostvoorne,82,45,2001,2004,2002,2002,949596931,1031049354,257,375,350,340,161,12089
