int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Rotterdam Maasvlakte,4314,1329,2009,2009,2013,2013,631267251115,722528595607,325,1851,2096,2122,57831,4450522
Assendelft,450,255,2006,2008,2012,2011,12420454791,16296377528,376,1306,1727,1606,1755,133470
Terneuzen,1247,677,2002,2005,2009,2010,14204969293,23780726341,232,917,1460,1666,2034,154997
Ijmuiden,2447,1276,2001,2004,2009,2010,79854753421,132679981752,410,1528,1627,2347,9689,737622
Rotterdam,672,482,2007,2007,2010,2010,57295531429,106551318939,630,1460,2311,2410,5849,448403
S-Gravendeel,380,272,2003,2004,2006,2005,1573139426,2350705163,484,891,995,1035,578,43655
Rotterdam Waalhaven,3684,1028,2006,2005,2008,2008,49726421379,65274060622,488,1233,1179,1249,11315,862009
Domburg,2073,995,2006,2006,2009,2009,31696163796,41797148756,334,757,745,807,4611,349094
Schiedam,527,341,2001,2002,2004,2004,3404618691,4514921888,507,1139,1570,1518,919,69987
Vlissingen,2412,904,2002,2005,2007,2008,30459001453,40753403681,197,1045,1027,1388,5362,407940
Rotterdam Botlek,2730,1247,2006,2007,2010,2010,55576878819,89874371244,398,1505,1970,2048,10296,787504
Zaandam,1442,809,2004,2006,2009,2009,26748205377,41721840643,619,1242,1338,1590,4447,338109
Amsterdam,757,479,2001,2003,2010,2011,13697367505,18703456087,293,946,968,1902,2330,176826
Europoort,970,709,2008,2008,2011,2011,180563781235,303760414058,1298,2623,3322,3561,14855,1090371
Moerdijk,1786,497,2000,2003,2003,2003,4499033579,6284227776,312,866,573,585,1673,126185
Schoorl,35,33,2003,2003,2012,2009,525248339,300069255,434,848,847,502,60,4539
Sluiskil,527,255,2002,2005,2008,2008,3760948876,5577512590,411,718,992,996,890,67350
Vondelingenplaat,1029,601,2006,2007,2008,2009,19642554149,31632288013,454,1305,1678,1725,3976,303716
Rozenburg,1725,443,2006,2006,2008,2009,25984042033,23346828313,215,958,560,904,3965,301521
