Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,228,75,2559,3333,2005,2006,2007,2007,437,1337,1164,1138,48,142,307,304,40,84,85,87,507.2,38953,39701,2036632,6722136,9651632,8933,44685,59355
Container,154,39,1464,1866,2006,2006,2006,2006,495,454,424,431,51,55,64,65,34,41,41,41,310.9,23968,24428,1707607,5537448,6156788,11088,37574,44080
Bulk carrier,144,133,6438,11158,2009,2009,2010,2010,693,1478,1440,1430,116,192,394,392,122,158,140,141,635.2,49183,50128,4307563,9318478,11766800,29914,104346,124026
Service - tug,115,40,138,128,2009,2009,2010,2009,322,1354,551,538,73,329,709,628,32,55,63,64,128.3,9637,9822,3271399,7735874,10357917,28447,73455,99177
Oil tanker,110,72,35389,66782,2006,2010,2010,2010,2937,5186,4517,4627,344,514,677,677,38,68,64,64,2308.4,178801,182234,24685334,47825786,52481376,224412,576859,713799
Chemical tanker,60,36,1288,2030,2006,2006,2007,2007,701,1581,1764,1775,80,194,285,286,48,93,133,133,316.1,24314,24781,819315,3740258,4373727,13655,71681,86961
Ro-Ro,51,14,388,200,2005,2006,2007,2007,348,439,415,423,45,42,66,67,18,50,44,44,82.7,6344,6466,247491,728660,600941,4853,11488,13004
Liquefied gas tanker,37,11,3141,2492,2012,2012,2008,2008,533,2925,3666,3270,56,219,510,487,23,48,36,40,337.6,21877,22298,721323,4458302,3863603,19495,156691,236284
Vehicle,17,14,606,190,2007,2007,2007,2007,705,723,671,664,46,55,68,69,14,20,18,19,39.6,3068,3127,192501,848723,982908,11324,43041,46322
Service - other,9,9,39,40,2005,2005,1998,1998,744,1540,1298,1623,313,612,637,717,26,98,71,48,26.4,1999,2038,280635,575802,620461,31182,69385,78345
Miscellaneous - fishing,8,5,13,11,1981,1986,1985,1986,973,1401,1310,1409,180,192,263,259,20,16,24,21,8.4,631,643,74010,164169,186644,9251,21772,25810
Ferry-pax only,4,1,3,0,1969,1969,1969,1969,712,712,711,711,66,66,79,79,322,322,713,713,4.4,328,334,40708,82905,104435,10177,23666,31200
Refrigerated bulk,1,1,1,2,1989,1989,1989,1989,268,268,268,268,66,66,66,66,10,10,10,10,1.5,110,112,4871,10643,11988,4871,10380,11207
