Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Owendo,518,244,24435,36928,2007,2008,2008,2009,629,2769,2112,2371,60,289,491,530,40,59,46,44,2642.5,203969,207885,17964159,42367397,52202180,34680,118529,140364
Gentil,260,123,4825,6579,2006,2006,2006,2006,422,1509,1959,1966,60,195,404,410,34,121,62,51,896.4,68943,70267,5339594,16570591,21210923,20537,79632,102926
Cap Lopez,35,32,11034,19085,2007,2009,2012,2012,1273,3767,3357,3355,328,356,653,684,42,97,79,85,886.1,65143,66394,6475271,14105985,14916296,185008,546443,697846
Gamba,26,22,11597,21349,2009,2009,2009,2009,7703,7077,7210,7196,684,637,763,762,21,63,81,82,1030.8,79845,81378,10441159,21668627,23930320,401583,995760,1238486
Etame,26,20,1940,3613,2008,2009,2009,2010,430,1948,3017,3096,101,256,586,586,40,94,44,43,186.7,14380,14657,2101474,4434113,5115283,80826,202714,254300
Oguandjo,18,18,11136,21067,2008,2008,2009,2009,4601,5271,6050,6071,400,480,700,703,40,61,37,37,678.5,52548,53557,6148497,11192241,11988990,341583,900486,1122818
M'Bya,15,8,362,700,2008,2007,2009,2009,89,633,3127,3591,52,108,341,342,23,40,57,57,26.3,2030,2069,379834,776235,937200,25322,66129,82955
Libreville,15,8,107,113,1975,1987,2010,2011,574,724,617,662,83,100,256,271,141,128,65,57,22.4,1701,1733,111743,314629,354017,7450,32259,42980
Tchatamba,7,7,292,504,2004,2004,2010,2011,750,2874,3920,4066,275,369,480,479,105,299,161,162,62.9,4828,4921,403551,882910,1022498,57650,142699,179426
Lucina,1,1,0,0,2015,2015,2015,2015,616,616,616,616,485,485,485,485,417,417,417,417,1.7,126,128,1100,2256,2431,1100,2447,2763
