Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Congo,194,83,1002,1425,2007,2007,2006,2006,385,430,454,447,48,81,77,73,31,52,59,64,207.5,15922,16228,2410856,6504592,8070411,12427,37068,47334
Cameroon,155,83,1022,1191,2007,2008,2008,2009,269,324,302,314,26,89,70,82,45,82,81,92,207.5,15958,16264,939219,2459259,3021976,6059,20367,25091
Togo,95,37,793,1234,2002,2003,2004,2004,648,901,750,754,60,246,139,137,40,134,105,112,225.1,17195,17525,918659,2761395,3273194,9670,34749,41984
Nigeria,77,62,928,1410,2006,2007,2009,2009,473,546,474,488,51,98,104,110,94,117,119,128,160.0,12254,12489,825365,2044770,2535237,10719,36438,44519
"Congo, Democratic Republic of the",51,14,223,309,2008,2008,2008,2008,612,573,617,621,55,114,107,119,30,106,104,122,56.8,4356,4440,476763,1300145,1632824,9348,31120,37668
Angola,46,43,1417,1669,2008,2007,2009,2010,698,712,744,723,61,106,162,219,28,50,38,49,155.6,12023,12253,845322,2285212,2595688,18377,56427,67419
Equatorial Guinea,41,27,214,230,2007,2008,2010,2011,266,376,375,366,32,47,102,106,29,45,25,28,45.3,3428,3494,302422,854603,1027821,7376,27041,35202
Côte d'Ivoire,36,31,713,1183,2007,2006,2009,2009,933,1852,1054,1059,102,246,236,217,119,135,170,177,166.3,12716,12960,996989,2320259,2992471,27694,84218,107169
China,31,2,92,151,1996,2003,2000,2001,38,490,77,79,12,107,81,83,1,78,61,63,11.8,911,929,100673,167689,221800,3248,8171,10048
Ghana,24,22,431,736,2008,2010,2011,2011,726,912,775,768,114,287,188,168,86,119,148,151,57.6,4434,4519,687384,1587929,2018446,28641,83123,105446
Sao Tome and Principe,20,15,38,57,2007,2006,2006,2006,169,581,230,247,16,81,55,58,42,62,138,156,13.3,1018,1038,46817,134414,172681,2341,8779,11284
Spain,20,19,1889,3355,2008,2008,2010,2010,2962,3187,3048,3041,264,330,296,293,94,133,86,81,242.9,18781,19142,1648587,4264487,4920088,82429,267393,323937
South Africa,18,18,2352,3870,2006,2006,2010,2010,2651,2928,2935,2956,213,255,369,386,79,108,123,137,248.5,18713,19072,1311232,3480404,3939551,72846,268731,342967
Indonesia,15,14,11494,21949,2010,2011,2011,2011,7898,8059,8152,8157,699,694,688,687,45,50,51,51,659.6,51096,52077,7345014,13828006,15114848,489668,1275989,1575546
Singapore,13,13,6364,10748,2011,2011,2011,2011,7858,7947,8014,8035,686,714,735,755,93,95,83,90,472.1,35210,35886,3876734,8697166,9479931,298210,911673,1152227
Benin,11,8,158,224,2001,2003,2007,2007,700,1150,830,788,81,187,154,168,138,212,204,205,35.6,2745,2798,165599,470902,533789,15054,55294,67314
Malaysia,9,9,6353,11977,2009,2009,2009,2009,7785,8060,8235,8234,721,799,833,832,34,37,39,39,334.9,25936,26434,3780255,7225289,7981306,420028,1137577,1424374
France,8,5,1068,1599,2011,2012,2011,2011,4577,4557,4589,4600,390,387,399,401,106,86,90,91,117.3,9038,9212,595429,1704221,2340929,74429,333731,441989
Gibraltar,7,7,949,1677,2010,2010,2010,2010,3641,3669,3689,3689,313,324,326,326,86,87,85,85,84.4,6539,6665,663146,1430926,1685236,94735,299015,357857
Australia,6,6,2584,4788,2010,2010,2013,2013,7703,6614,7379,7406,772,658,799,800,54,58,59,59,172.1,13333,13589,2269400,4668690,5165148,378233,943187,1169711
Senegal,6,5,380,538,2012,2012,2013,2013,2071,2328,2105,2092,227,241,237,254,16,76,80,97,43.8,3392,3457,293508,603053,700640,48918,140762,167895
Namibia,6,6,106,169,2011,2011,2013,2013,1487,1477,1576,1581,238,441,216,188,95,129,176,176,20.7,1575,1605,449186,1035597,1373145,74864,200329,263597
Colombia,4,4,249,351,2006,2006,2009,2009,5124,5119,5139,5142,403,420,405,406,62,73,84,86,47.4,3661,3731,181103,558594,824661,45276,220777,289817
Sri Lanka,4,4,1975,3759,2012,2012,2012,2012,6520,6538,6545,6547,514,535,530,528,56,64,65,65,151.7,11748,11974,1480063,2868071,3211866,370016,956473,1164624
Guinea,4,4,70,111,2005,2005,2003,2003,1624,1354,989,981,142,130,161,161,114,168,194,195,16.7,1274,1298,57944,221307,244072,14486,59840,73104
United States of America,4,4,216,313,2008,2008,2009,2009,6369,4917,4231,3859,574,480,651,660,32,91,184,199,35.7,2746,2798,187995,561192,819588,46999,215661,278983
Morocco,3,3,255,432,2012,2012,2013,2013,3237,3330,3367,3369,334,351,379,383,113,104,119,121,25.5,1969,2007,189606,403269,514626,63202,217348,259485
Brazil,3,3,623,1106,2014,2014,2016,2017,4525,4530,4609,4613,351,473,539,541,121,107,97,96,56.0,4333,4416,564072,1219969,1371887,188024,486224,612514
India,3,3,2099,2496,2003,2003,2003,2003,8146,8531,8895,8367,741,729,716,729,83,75,50,77,163.5,10888,11097,1061684,3240845,3189807,353895,1280587,1772254
Netherlands,2,2,407,678,1996,1996,2001,2002,4926,4926,4918,4915,572,572,550,542,34,34,36,36,43.5,3353,3418,331562,778255,927971,165781,498493,640982
Cabo Verde,2,2,116,187,2007,2007,2007,2007,2453,2453,2453,2453,224,224,225,225,76,76,76,76,17.8,1380,1407,36089,264288,304719,18044,155821,191551
Trinidad and Tobago,2,2,196,314,2010,2010,2011,2010,4344,4344,4343,4342,457,457,458,454,62,62,62,61,25.5,1974,2012,134423,316179,446978,67212,262340,324785
New Zealand,2,2,1374,2530,2012,2012,2013,2013,9958,9958,9900,9905,838,838,828,829,120,120,130,129,104.6,8105,8260,1089462,2176825,2422406,544731,1382947,1699382
United Kingdom of Great Britain and Northern Ireland,2,2,747,1453,2011,2011,2011,2011,4679,4679,4386,4382,438,438,453,453,52,52,46,46,38.6,2985,3042,406837,774701,877214,203418,598077,750349
Egypt,1,1,13,11,2010,2010,2010,2010,7573,7573,7573,7573,1096,1096,1096,1096,55,55,55,55,10.1,758,772,282236,667403,893616,282236,728784,983982
Curaçao,1,1,88,134,2010,2010,2010,2010,4722,4722,4722,4722,386,386,386,386,112,112,112,112,9.2,710,724,54992,152661,237266,54992,259077,335783
Portugal,1,1,710,1354,2003,2003,2003,2003,4527,4527,4527,4527,634,634,634,634,61,61,61,61,27.6,2139,2180,321953,542640,564919,321953,873632,1094339
Argentina,1,1,488,416,2004,2004,2004,2004,5002,5002,5002,5002,509,509,509,509,186,186,186,186,36.4,2391,2437,96800,723236,600557,96800,875520,1360446
Israel,1,1,171,272,2007,2007,2007,2007,7073,7073,7073,7073,591,591,591,591,301,301,301,301,32.0,2476,2523,52390,383667,442360,52390,452412,556148
Mauritania,1,1,15,16,2018,2018,2018,2018,2507,2507,2507,2507,184,184,184,184,212,212,212,212,6.3,484,493,12121,35118,38781,12121,66364,87271
Oman,1,1,0,0,1960,1960,1960,1960,542,542,542,542,95,95,95,95,0,0,0,0,0.1,9,9,878,2518,3619,878,2861,4115
Greece,1,1,223,283,1990,1990,1990,1990,5256,5256,5256,5256,406,406,406,406,140,140,140,140,38.4,2965,3022,106860,390178,576100,106860,639366,873117
Liberia,1,1,40,70,2005,2005,2005,2005,1333,1333,1333,1333,96,96,96,96,143,143,143,143,3.6,277,282,31137,61626,76436,31137,99403,115575
Mauritius,1,1,265,477,2004,2004,2004,2004,4538,4538,4538,4538,532,532,532,532,51,51,51,51,21.1,1634,1666,246408,518912,571428,246408,605213,756445
Uruguay,1,1,11,19,1998,1998,1998,1998,422,422,422,422,69,69,69,69,18,18,18,18,0.4,33,34,8627,17074,21177,8627,27540,32020
United Arab Emirates,1,1,376,671,2011,2011,2011,2011,6239,6239,6239,6239,570,570,570,570,46,46,46,46,39.5,3060,3119,346834,730399,804318,346834,851872,1064740
Malta,1,1,150,266,2013,2013,2013,2013,4737,4737,4737,4737,386,386,386,386,70,70,70,70,13.7,1064,1085,118580,234691,291093,118580,378558,440144
Italy,1,1,18,25,2013,2013,2013,2013,1690,1690,1690,1690,194,194,194,194,6,6,6,6,2.9,226,230,40175,76561,84591,40175,108692,133368
