Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,224,74,3716,5016,2005,2005,2008,2008,451,1592,1724,1749,47,157,413,426,46,80,63,59,565.8,43477,44312,2636972,8946464,12946424,11772,61945,82944
Container,152,38,2337,2956,2006,2006,2007,2007,572,682,678,685,57,75,173,173,48,59,47,47,476.0,36737,37443,2571941,8236832,9136301,16921,56739,66408
Bulk carrier,134,123,17836,30997,2008,2009,2009,2009,4479,4471,4302,4290,438,442,580,581,16,54,43,43,1523.7,117954,120218,12855234,26540732,33118885,95935,319278,374993
Oil tanker,114,74,34781,65229,2006,2010,2010,2010,2429,4994,4178,4244,227,451,709,709,21,57,67,67,2648.1,205057,208994,25144995,49243065,54136923,220570,563352,697758
Service - tug,113,37,109,101,2009,2009,2010,2009,313,793,445,433,56,181,214,193,28,172,128,127,87.8,6599,6726,2583137,6108342,8178740,22860,59028,79697
Chemical tanker,61,37,1560,2486,2007,2006,2007,2007,690,1841,2113,2148,62,281,467,468,48,75,37,36,427.2,32829,33460,875475,4320109,5037907,14352,81849,99568
Ro-Ro,49,14,1629,795,2005,2006,2004,2004,583,1296,1790,1736,63,103,211,209,32,110,40,40,240.7,18538,18893,886205,1906195,1973336,18086,42594,46058
Liquefied gas tanker,36,10,2014,1725,2011,2011,2014,2014,505,1741,2367,2282,46,133,335,337,62,60,35,36,288.4,18792,19153,525268,3107378,2722068,14591,114255,171049
Vehicle,17,14,1574,518,2007,2007,2007,2007,804,1333,1744,1810,105,118,260,266,8,18,68,71,92.9,7172,7310,524632,2313067,2678767,30861,117302,126242
Service - other,8,7,131,78,2006,2004,1997,1993,1451,2426,3482,3337,382,791,748,768,262,324,468,329,48.0,3673,3744,547529,1123408,1210541,68441,152293,171960
Miscellaneous - fishing,8,5,22,18,1981,1986,1985,1986,1094,2532,2283,2459,438,358,439,444,68,244,149,128,17.8,1340,1365,129141,286460,325676,16143,37991,45036
Ferry-pax only,4,1,3,0,1969,1969,1969,1969,608,608,548,548,86,86,101,101,97,97,236,236,2.1,156,159,31377,63903,80497,7844,18242,24048
Refrigerated bulk,1,1,15,18,1989,1989,1989,1989,3000,3000,3000,3000,467,467,467,467,376,376,376,376,15.8,1189,1212,54474,119027,134073,54474,116083,125334
