Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Gentil,702,67,265,288,2005,2008,2008,2008,107,159,136,133,18,39,44,42,12,33,34,36,289.9,21839,22258,2885678,7157399,9114182,4111,10678,14309
Oguandjo,352,24,92,93,2010,2010,2010,2011,107,128,167,185,35,30,63,57,19,70,111,141,76.6,5756,5866,1451469,3448119,4581436,4123,10639,14353
Tchatamba,155,18,38,30,2010,2007,2010,2010,123,211,135,135,24,99,66,66,11,33,21,22,27.3,2052,2091,772720,1826716,2444693,4985,12868,17368
Libreville,154,8,11,6,1985,1997,1989,1997,88,191,125,119,10,66,143,166,37,132,89,76,44.0,3302,3365,131241,352792,361448,852,1979,2676
Gamba,81,7,27,23,2014,2014,2015,2014,217,9132,276,242,29,2425,1142,274,36,64,52,46,78.5,5891,6004,333968,1017350,1075216,4123,10561,14341
M'Bya,79,22,116,180,2009,2010,2010,2010,254,326,242,237,47,116,52,46,30,48,41,39,51.7,3927,4003,953164,2230532,2955395,12065,31094,41720
Cap Lopez,71,13,23,30,2008,2006,2009,2009,156,197,233,245,75,112,240,259,13,26,68,75,25.1,1888,1924,197157,468289,620455,2777,7289,9735
Owendo,46,12,51,74,2007,2006,2005,2005,99,107,106,106,10,32,20,21,92,58,95,98,91.5,6896,7029,76201,207108,246317,1657,5118,6050
Etame,39,11,63,82,2008,2009,2008,2008,485,315,248,200,186,115,171,141,45,114,82,87,48.9,3731,3802,1119756,2641098,3530631,28712,74155,99986
Lucina,8,5,2,2,2010,2010,2010,2010,183,254,178,182,31,89,38,45,2,22,7,9,2.0,149,152,38516,90944,121537,4815,12413,16733
Equata,2,2,2,2,2003,2003,2004,2004,282,282,49,44,39,39,24,18,1186,1186,692,479,17.5,1320,1345,2455,12797,8142,1227,3291,4213
