Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Gentil,684,58,224,225,2004,2007,2008,2008,122,1298,173,162,26,368,231,117,36,56,67,71,335.1,25187,25671,3661129,8965728,11557070,5353,13814,18602
Oguandjo,358,28,134,190,2010,2010,2010,2011,85,139,161,184,18,67,55,46,8,19,29,32,90.6,6848,6980,1214717,2861939,3787069,3393,8750,11761
Libreville,158,9,15,13,1985,1998,1997,2005,90,124,127,134,14,60,37,34,8,35,114,93,67.1,5038,5134,131695,354891,364398,834,1959,2629
Tchatamba,154,14,60,67,2010,2008,2010,2011,132,140,174,201,20,32,38,37,9,32,94,137,28.3,2134,2175,826119,1948623,2599476,5364,13835,18649
Gamba,81,8,41,59,2014,2013,2012,2011,216,194,155,141,32,69,42,42,30,41,70,81,74.1,5624,5732,282759,890818,900059,3491,8943,12103
Owendo,73,28,140,186,2008,2008,2008,2008,103,132,120,122,11,87,54,62,36,60,43,45,92.2,6994,7128,161697,446244,520840,2215,6967,8206
M'Bya,72,17,37,34,2009,2009,2008,2008,277,284,269,277,36,48,47,47,9,15,25,28,25.7,1931,1968,871169,2059929,2757924,12100,31241,42178
Cap Lopez,63,7,10,8,2008,2009,2009,2010,190,269,287,291,98,94,149,148,41,141,369,383,22.8,1715,1748,198805,470114,629457,3156,8148,11002
Etame,35,9,22,22,2008,2008,2008,2007,277,280,279,278,36,57,45,44,8,30,18,17,13.1,982,1001,560956,1326369,1775563,16027,41380,55861
Lucina,9,6,3,2,2011,2011,2011,2010,267,255,237,235,49,51,55,55,4,6,3,3,2.6,194,198,50382,118866,158689,5598,14421,19423
Equata,2,2,3,3,2003,2003,2005,2005,119,119,78,77,44,44,13,11,33,33,8,7,1.3,101,103,2898,9622,8907,1449,4150,4923
