Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Congo,178,61,625,961,2008,2008,2008,2008,411,440,459,472,48,94,96,104,36,83,54,49,181.1,13825,14091,1898977,4717127,6127878,10668,30736,40103
Cameroon,162,67,998,1330,2007,2007,2008,2008,266,332,301,308,26,81,92,90,81,193,114,120,335.5,25759,26254,1058291,2907512,3438551,6533,21822,26989
Togo,71,19,615,997,2004,2004,2007,2007,653,720,814,858,57,85,154,172,61,224,68,64,203.3,15463,15760,667574,2078099,2405590,9402,33652,40823
Nigeria,42,39,1204,1094,2005,2007,2009,2010,636,675,656,555,66,102,95,113,25,67,31,39,135.0,9989,10180,574854,2004297,2214666,13687,53540,68411
Angola,41,36,684,1234,2008,2009,2012,2013,602,575,511,503,63,100,75,72,34,60,49,49,84.6,6511,6636,709270,1652564,1957557,17299,49786,63341
China,41,12,9084,17020,1999,2008,2010,2010,130,7923,4409,4792,22,738,945,947,4,53,68,68,578.8,44832,45693,5626099,10495909,11518918,137222,360459,446239
Singapore,40,40,11945,21297,2010,2010,2010,2010,7859,7819,7808,7808,742,739,727,725,11,18,18,18,966.4,74841,76278,8222813,16967413,20793379,205570,669793,799953
Benin,39,24,589,697,1999,2002,2004,2005,642,728,724,745,67,72,73,77,44,72,37,38,93.4,7211,7350,617308,2071158,2292543,15828,55720,65528
Spain,37,37,3055,4704,2007,2007,2008,2008,2933,3059,3136,3100,283,357,348,350,8,21,20,18,405.3,31373,31975,2224109,6132971,7244135,60111,220272,262811
Equatorial Guinea,35,27,73,92,2007,2007,2009,2008,275,269,238,231,26,39,47,42,29,55,79,83,28.9,2200,2243,329980,827906,1098308,9428,27067,35920
Ghana,23,19,200,230,2001,2003,2004,2004,740,1031,899,909,95,140,140,144,43,81,92,105,62.8,4789,4881,405097,1126386,1316962,17613,52709,66654
South Africa,21,21,2398,4141,2006,2006,2008,2008,2972,3141,3378,3394,266,318,537,545,7,13,9,8,227.9,17637,17975,2063003,4527340,5371143,98238,287197,355714
France,19,8,1803,2666,2010,2010,2010,2010,4215,3843,4149,4176,346,356,380,386,55,51,66,64,183.9,14162,14434,1008308,3093350,4356255,53069,265122,348915
Côte d'Ivoire,17,16,256,232,2009,2008,2005,2007,937,1673,1039,1047,110,178,104,104,49,141,67,80,58.1,4437,4522,511660,1239701,1556837,30098,83090,105420
Mauritius,12,12,1775,3118,2007,2007,2008,2008,4532,4510,4490,4488,468,477,469,469,21,29,26,25,141.3,10942,11152,1421432,2893267,3564287,118453,369751,437627
"Congo, Democratic Republic of the",12,8,45,61,2009,2009,2008,2008,556,564,567,567,54,56,56,56,38,38,39,40,11.5,881,898,92869,268022,354226,7739,28831,35757
Indonesia,12,11,5687,10565,2007,2007,2009,2009,7650,6995,7308,7356,679,620,675,675,12,12,13,13,423.9,32840,33470,4599481,9330037,10292098,383290,971069,1205599
