Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,1132,34,327,284,2010,2010,2010,2009,133,247,186,194,30,168,106,106,14,31,47,49,281.2,21115,21520,7263501,17175994,22997727,6417,16569,22370
Ro-Ro,154,4,29,33,2012,2009,2012,2012,212,159,173,173,28,29,97,79,37,43,87,71,151.7,11391,11609,119098,918204,433292,773,1887,2690
Ferry-pax only,152,1,6,2,1984,1984,1984,1984,90,90,139,139,7,7,29,29,6,6,67,67,16.9,1269,1293,173887,354138,446104,1144,2660,3507
Ferry-RoPax,98,1,6,2,1974,1974,1974,1974,88,88,100,100,16,16,23,23,19,19,101,101,35.3,2647,2698,52390,113342,150694,535,1193,1701
Chemical tanker,80,9,61,94,2007,2007,2007,2007,99,109,104,104,11,20,39,39,45,59,84,84,145.6,10954,11164,113392,323149,383792,1417,4457,5243
Container,27,12,109,130,2007,2007,2007,2007,109,115,115,115,11,19,20,21,23,35,32,32,29.7,2298,2343,103631,284892,319297,3838,11517,13354
Service - other,21,7,5,1,2012,2012,2014,2013,239,8878,825,386,82,1422,5307,1696,29,40,82,73,34.1,2560,2610,10350,21235,22882,493,1097,1238
General cargo,10,6,8,11,1997,2003,2010,2010,104,119,114,115,13,13,13,13,47,88,97,98,4.7,355,362,9214,29106,41287,921,4230,5552
Oil tanker,9,9,123,227,2008,2008,2010,2010,222,205,202,201,34,35,34,34,38,69,79,78,49.4,3825,3898,103163,204714,230012,11463,28805,35524
Miscellaneous - fishing,3,2,0,0,1982,1987,1979,1983,224,203,188,194,48,60,71,66,0,1,2,2,0.5,41,42,2252,4994,5678,751,1766,2094
Bulk carrier,2,2,14,24,2010,2010,2010,2010,213,213,213,212,175,175,267,266,125,125,107,107,2.7,206,210,10661,21099,26170,5330,17017,19785
Liquefied gas tanker,1,1,1,1,2012,2012,2012,2012,116,116,116,116,9,9,9,9,81,81,81,81,1.2,89,90,786,2278,2516,786,4305,5661
