Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guadeloupe,108,37,90,42,1996,1994,2004,2002,69,303,108,83,13,24,37,25,10,16,19,15,43.2,3278,3341,151187,413030,521698,1400,3995,5165
Saint Lucia,85,37,193,97,2003,2000,2010,2006,104,148,122,129,13,63,19,22,8,18,11,10,55.8,4283,4365,153643,539859,649379,1808,6566,7872
Antigua and Barbuda,52,20,83,42,2004,1999,2013,2010,133,143,144,138,16,21,16,18,20,20,14,24,24.2,1850,1885,78487,251306,314463,1509,5582,7165
Martinique,47,24,49,28,1997,1996,2002,2003,71,119,83,91,11,27,15,17,7,32,14,19,14.6,1110,1131,71863,204981,260682,1529,4533,5605
Saint Vincent and the Grenadines,37,11,20,20,1985,1998,2002,2005,163,155,151,144,22,23,24,20,10,29,21,27,15.3,1154,1176,52507,140026,184004,1419,4126,5441
Barbados,36,17,342,60,2005,2007,2004,2006,190,213,189,204,15,24,15,22,12,22,20,19,105.9,8196,8353,223754,794522,831251,6215,20839,20832
Saint Kitts and Nevis,26,15,91,22,1996,1993,2010,2004,152,157,151,161,16,20,15,17,11,15,10,11,23.8,1836,1871,28281,144687,181883,1088,6059,7867
Sint Maarten (Dutch part),21,14,160,40,2003,2003,2008,2005,203,224,248,223,21,24,27,23,14,19,10,18,37.1,2863,2918,93051,365348,403510,4431,16829,18279
Virgin Islands (U.S.),20,8,135,52,2001,2002,2007,2002,282,291,283,284,22,23,19,22,8,12,9,10,35.0,2689,2741,107192,360488,409836,5360,17450,18957
Colombia,14,7,209,225,2002,1999,2002,2002,1087,1084,1091,1094,61,82,72,68,49,62,53,50,87.8,6708,6837,639186,1402489,1584861,45656,98388,106716
Virgin Islands (British),12,5,23,24,1994,1994,1993,1994,304,302,307,309,40,35,38,40,12,10,12,13,13.0,991,1010,29605,58574,78078,2467,7265,9196
Grenada,12,10,85,21,2005,2005,2006,2004,203,230,205,215,18,20,16,19,8,11,9,12,21.7,1675,1707,37218,174507,210118,3102,14570,17289
United States of America,9,5,101,119,2002,2001,2004,2004,1293,1334,1323,1324,94,100,98,97,21,24,25,25,31.9,2456,2503,231962,567000,642289,25774,65651,73415
Dominican Republic,8,5,34,43,1998,1993,2006,2006,600,560,585,583,38,104,41,41,8,18,7,7,12.1,924,942,78402,234122,250908,9800,28201,32957
Montserrat,7,6,14,4,1975,1975,1993,1991,129,3811,1757,967,51,168,642,619,8,129,624,596,5.6,423,432,289426,593284,744728,41347,96085,126906
Trinidad and Tobago,5,5,6,9,1988,1988,2003,2003,358,390,428,423,36,35,36,38,33,235,77,76,5.3,397,405,13472,30609,35957,2694,9128,11645
Guyana,5,5,15,22,2013,2013,2013,2013,590,594,594,593,59,66,67,66,11,22,21,21,4.0,304,310,37528,112242,150556,7506,28573,36295
Saint Barthélemy,5,5,12,4,2001,2001,2005,2008,196,191,195,192,16,23,15,17,9,9,10,5,4.2,326,332,8604,39863,52394,1721,7579,9438
French Guiana,3,1,51,14,2010,2010,2010,2010,848,848,845,845,70,70,70,70,21,21,18,18,8.7,674,687,14098,62156,71983,4699,17862,19223
Jamaica,3,3,53,43,2009,2009,2009,2008,924,1029,1022,1055,68,64,66,65,21,22,21,21,10.8,835,851,40347,159236,182085,13449,55651,66969
Suriname,2,2,25,36,2009,2009,2014,2014,751,751,761,761,70,70,71,71,51,51,72,72,3.2,246,250,25969,39608,44974,12985,42842,53495
Anguilla,2,2,2,3,2012,2012,2012,2013,218,218,218,220,19,19,19,20,8,8,8,8,1.0,78,79,3527,10770,13355,1764,6849,8890
"Bonaire, Sint Eustatius and Saba",2,2,1,1,2004,2004,2001,2000,257,257,197,186,258,258,139,86,2,2,4,4,0.9,65,66,6579,13097,16727,3290,9279,12460
Curaçao,2,2,12,14,1988,1988,1992,1998,645,645,634,688,72,72,78,90,28,28,25,21,4.0,309,315,27126,118280,222181,13563,61911,104826
Saint Martin (French part),2,2,2,3,2007,2007,2007,2007,216,216,216,216,22,22,23,23,14,14,14,14,0.6,44,45,5746,16855,23245,2873,11510,14513
United Kingdom of Great Britain and Northern Ireland,1,1,1,2,1998,1998,1998,1998,282,282,282,282,25,25,25,25,24,24,24,24,0.7,56,57,3116,3338,3144,3116,10613,14107
Bahamas,1,1,7,9,2003,2003,2003,2003,1116,1116,1116,1116,95,95,95,95,0,0,0,0,1.7,133,135,20011,50753,57305,20011,51574,58081
Brazil,1,1,26,30,2008,2008,2008,2008,2926,2926,2926,2926,234,234,234,234,70,70,70,70,5.8,442,450,11430,41735,61623,11430,68390,93393
Panama,1,1,0,0,1980,1980,1980,1980,1254,1254,1254,1254,235,235,235,235,125,125,125,125,1.2,92,94,1130,2318,2497,1130,2513,2838
Venezuela (Bolivarian Republic of),1,1,4,6,1997,1997,1997,1997,779,779,779,779,113,113,113,113,674,674,674,674,8.9,666,679,10137,31394,40042,10137,34861,44986
Puerto Rico,1,1,9,10,2011,2011,2011,2011,574,574,574,574,55,55,55,55,9,9,9,9,1.5,115,117,9140,35455,40457,9140,38270,46698
Honduras,1,1,6,10,1996,1996,1996,1996,1554,1554,1554,1554,147,147,147,147,49,49,49,49,2.6,200,203,17171,18396,17327,17171,58492,77748
