Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,97,20,87,107,2002,2001,2002,2004,73,395,245,217,15,53,127,112,10,59,60,50,23.8,1811,1845,148025,442853,626584,1526,6017,8046
Cruise,89,35,929,95,1995,1995,2007,2004,176,172,179,186,15,19,17,18,9,11,13,13,244.2,18875,19237,360493,1770971,2107749,4050,17816,19994
Container,70,13,241,290,2007,2007,2007,2007,164,407,333,319,12,35,55,54,9,13,16,16,67.0,5146,5245,511759,1427181,1615269,7311,21044,24233
Chemical tanker,41,7,56,87,2009,2008,2008,2008,186,367,235,235,19,44,44,44,16,76,71,68,35.0,2651,2702,121353,362238,448261,2960,9783,12144
Ferry-RoPax,37,5,8,1,1978,1984,1993,1984,176,271,325,252,21,23,37,38,9,22,78,56,21.7,1633,1664,39640,85759,114021,1071,2392,3408
Ro-Ro,30,5,65,75,1990,1984,1992,1992,299,187,374,375,24,44,62,62,8,11,16,16,35.0,2684,2735,85025,197333,192996,2834,6682,7298
Refrigerated bulk,29,13,214,237,2000,1998,2003,2003,209,480,561,565,18,29,56,56,7,21,41,41,94.3,7202,7340,703003,1536096,1730267,24241,51658,55775
Service - tug,27,6,1,1,1976,1981,1981,1982,77,158,174,189,39,120,194,199,23,71,147,161,6.3,470,479,26538,62755,84026,983,2538,3427
Vehicle,26,15,160,47,2006,2004,2007,2007,101,93,164,154,17,16,43,41,6,11,15,15,21.5,1655,1687,47342,208728,241728,1821,6921,7449
Liquefied gas tanker,26,2,24,25,2008,2008,2008,2008,175,224,201,201,18,20,22,22,11,12,19,19,14.8,1125,1146,18518,53650,59247,712,3899,5128
Bulk carrier,22,4,34,51,2013,2003,2015,2015,131,305,262,258,20,37,51,50,28,40,63,62,6.3,484,493,58798,129615,157061,2673,8163,10028
Ferry-pax only,20,3,20,4,1998,1999,1996,1995,266,9750,2031,6872,20,339,520,624,20,239,443,573,9.2,687,701,334705,681658,858678,16735,38917,51305
Oil tanker,17,4,22,37,1998,1999,1998,1998,181,327,324,321,21,32,65,66,12,23,25,25,11.8,902,920,64567,69174,65153,3798,12938,17197
Service - other,1,1,0,0,1980,1980,1980,1980,1254,1254,1254,1254,235,235,235,235,125,125,125,125,1.2,92,94,1130,2318,2497,1130,2513,2838
