Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Martinique,84,30,63,36,1995,1991,2002,2001,72,162,94,76,10,30,25,31,10,11,13,9,27.6,2091,2131,115575,323645,430323,1376,4057,5396
Guadeloupe,75,35,136,34,1996,1997,2008,2006,91,589,106,97,13,59,148,74,8,20,16,18,42.0,3197,3258,174068,466575,581989,2321,6561,8243
Saint Kitts and Nevis,65,17,82,90,1998,1996,2003,2003,152,150,163,165,16,19,17,16,9,33,10,10,36.4,2794,2848,123465,364008,425086,1899,6014,7208
Sint Maarten (Dutch part),58,16,208,120,2008,2004,2006,2008,206,215,213,221,20,22,18,23,16,14,12,19,61.3,4723,4814,256386,785823,870776,4420,13896,15832
Saint Lucia,58,28,86,54,2001,2000,2009,2006,114,137,143,122,12,14,21,13,7,13,9,11,30.4,2316,2361,107052,310042,397695,1846,5840,7365
Saint Vincent and the Grenadines,42,19,82,39,1991,1996,2011,2006,152,164,169,159,15,64,29,59,8,18,10,13,34.4,2620,2670,73558,239890,299405,1751,5960,7441
Antigua and Barbuda,41,17,94,36,2003,2005,2007,2005,136,161,183,154,14,22,26,21,8,13,9,12,21.0,1619,1650,66487,244845,314171,1622,6422,8169
Barbados,19,12,211,27,1997,2002,2012,2008,199,195,189,191,16,17,16,16,9,9,9,9,46.3,3575,3644,71395,359332,428991,3758,17276,19632
Virgin Islands (U.S.),18,7,227,43,2002,2008,1997,2003,277,308,283,291,18,26,18,24,8,18,8,16,64.4,4943,5038,156198,546347,568651,8678,28515,28782
Trinidad and Tobago,13,8,18,26,1986,1994,2001,2003,324,330,328,331,33,37,35,36,14,33,15,16,7.1,539,549,39758,104749,125678,3058,10106,12875
Grenada,13,11,122,33,2006,2006,2008,2004,212,243,245,252,19,20,16,22,10,15,9,13,26.8,2065,2105,72111,283819,324017,5547,21645,24498
Dominican Republic,13,7,317,58,2004,2001,2014,2013,503,507,492,505,39,56,35,40,11,40,11,12,54.8,4234,4315,184537,643117,627871,14195,45192,44581
Curaçao,5,4,11,17,1993,1999,1994,1993,525,562,547,544,111,220,122,114,22,39,29,28,3.1,235,240,40146,97495,121491,8029,24096,30696
Saint Barthélemy,5,4,21,2,1999,1996,2007,2006,187,197,188,188,16,76,16,20,7,17,8,9,5.4,413,421,6802,49178,68278,1360,8443,10603
Jamaica,3,3,17,24,2010,2010,2010,2010,1001,995,995,995,115,115,115,115,18,28,28,28,3.1,236,241,41122,120627,166352,13707,54915,69242
"Bonaire, Sint Eustatius and Saba",3,2,3,4,1997,1996,1996,1996,260,347,286,277,47,44,44,43,8,7,7,7,1.5,114,116,10158,20322,26601,3386,11277,15611
Saint Martin (French part),3,2,4,6,2007,2007,2007,2007,272,240,251,251,22,22,23,24,8,8,9,9,0.8,64,65,10032,29426,40581,3344,13396,16891
Virgin Islands (British),3,3,4,6,1994,1994,2001,2000,280,286,282,283,26,36,28,30,8,11,14,13,1.3,102,104,7076,15599,20934,2359,8833,12163
Montserrat,2,1,2,2,2007,2007,2007,2007,182,182,182,182,30,30,30,30,6,6,6,6,1.2,90,92,1359,3937,4348,680,3720,4892
Portugal,2,2,77,15,1976,1976,1972,1972,2741,2741,2671,2673,272,272,165,168,76,76,9,11,20.0,1546,1575,42087,332586,442196,21044,139403,165563
United States of America,2,2,114,201,2012,2012,2016,2016,1408,1408,1643,1660,147,147,139,139,4,4,1,1,8.8,675,688,119730,260950,288808,59865,148277,182064
Haiti,1,1,4,6,2017,2017,2017,2017,970,970,970,970,91,91,91,91,12,12,12,12,1.5,117,120,9602,29737,37929,9602,33021,42613
Panama,1,1,0,0,1969,1969,1969,1969,36,36,36,36,8,8,8,8,0,0,0,0,0.0,4,4,287,2209,1043,287,699,997
Suriname,1,1,3,3,2010,2010,2010,2010,708,708,708,708,60,60,60,60,4,4,4,4,1.3,98,99,2037,5902,6518,2037,11154,14668
Mexico,1,1,18,25,2010,2010,2010,2010,3119,3119,3119,3119,371,371,371,371,22,22,22,22,2.2,172,175,42960,126017,173785,42960,172107,217007
Cabo Verde,1,1,1,0,1980,1980,1980,1980,2369,2369,2369,2369,371,371,371,371,155,155,155,155,2.8,207,211,17593,21556,21872,17593,26944,32949
United Kingdom of Great Britain and Northern Ireland,1,1,25,39,2007,2007,2007,2007,5014,5014,5014,5014,423,423,423,423,0,0,0,0,6.4,491,500,66935,196346,270774,66935,268159,338118
