,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
0,392,Japan,840,United States of America,87, Pedestrian controlled tractors,35397743469.546,2697147.052451,United States of America -  Pedestrian controlled tractors
1,392,Japan,840,United States of America,84, Nuclear reactors,13905465422.205,1379692.7086800002,United States of America -  Nuclear reactors
2,392,Japan,156,China,84, Nuclear reactors,12516827450.496,865721.7567230001,China -  Nuclear reactors
3,392,Japan,156,China,87, Pedestrian controlled tractors,8922106779.809,670283.055638,China -  Pedestrian controlled tractors
4,392,Japan,036,Australia,87, Pedestrian controlled tractors,8171336780.33,631109.2610449999,Australia -  Pedestrian controlled tractors
5,392,Japan,156,China,39, Polyethylene - specific gravity <0.94 in primary form,6580413604.027,1717438.698357,China -  Polyethylene - specific gravity <0.94 in primary form
6,392,Japan,784,United Arab Emirates,87, Pedestrian controlled tractors,5829145824.285,928145.417968,United Arab Emirates -  Pedestrian controlled tractors
7,392,Japan,410,"Korea, Republic of",84, Nuclear reactors,5264224444.009,209454.58155,"Korea, Republic of -  Nuclear reactors"
8,392,Japan,410,"Korea, Republic of",72," Pig iron, non-alloy, <0.5% phosphorus",4812127052.099,8559198.061496,"Korea, Republic of -  Pig iron, non-alloy, <0.5% phosphorus"
9,392,Japan,156,China,72," Pig iron, non-alloy, <0.5% phosphorus",4644907277.22,5735295.240486,"China -  Pig iron, non-alloy, <0.5% phosphorus"
10,392,Japan,764,Thailand,72," Pig iron, non-alloy, <0.5% phosphorus",4480864150.061,5819360.426506,"Thailand -  Pig iron, non-alloy, <0.5% phosphorus"
11,392,Japan,840,United States of America,85, Electric motors of an output < 37.5 watts,4352093634.728,1198875.879282,United States of America -  Electric motors of an output < 37.5 watts
12,392,Japan,156,China,85, Electric motors of an output < 37.5 watts,3894794740.176,160109.724774,China -  Electric motors of an output < 37.5 watts
13,392,Japan,276,Germany,87, Pedestrian controlled tractors,3294439703.698,247858.697445,Germany -  Pedestrian controlled tractors
14,392,Japan,056,Belgium,87, Pedestrian controlled tractors,3233572303.555,254201.198565,Belgium -  Pedestrian controlled tractors
15,392,Japan,276,Germany,84, Nuclear reactors,3010936145.931,171024.26697099998,Germany -  Nuclear reactors
16,392,Japan,643,Russian Federation,87, Pedestrian controlled tractors,2856579380.699,360504.937776,Russian Federation -  Pedestrian controlled tractors
17,392,Japan,344,"China, Hong Kong SAR",85, Electric motors of an output < 37.5 watts,2815366869.132,956762.2959960001,"China, Hong Kong SAR -  Electric motors of an output < 37.5 watts"
18,392,Japan,410,"Korea, Republic of",39, Polyethylene - specific gravity <0.94 in primary form,2561061225.579,352180.34391500003,"Korea, Republic of -  Polyethylene - specific gravity <0.94 in primary form"
19,392,Japan,276,Germany,85, Electric motors of an output < 37.5 watts,2483642518.165,53737.068095,Germany -  Electric motors of an output < 37.5 watts
20,392,Japan,156,China,29, Saturated acyclic hydrocarbons,2341451405.78,3191516.582537,China -  Saturated acyclic hydrocarbons
21,392,Japan,036,Australia,27," Anthracite, not agglomerated",2314735079.932,4335658.97846,"Australia -  Anthracite, not agglomerated"
22,392,Japan,764,Thailand,84, Nuclear reactors,2152559842.435,277249.207542,Thailand -  Nuclear reactors
23,392,Japan,682,Saudi Arabia,87, Pedestrian controlled tractors,2088925440.674,176367.699444,Saudi Arabia -  Pedestrian controlled tractors
24,392,Japan,250,France,84, Nuclear reactors,2084061808.252,151375.50706099998,France -  Nuclear reactors
25,392,Japan,156,China,38, Artificial graphite,2058801881.303,253210.50715700001,China -  Artificial graphite
26,392,Japan,156,China,74, Copper mattes,1932284128.133,314076.13902999996,China -  Copper mattes
27,392,Japan,410,"Korea, Republic of",27," Anthracite, not agglomerated",1864269501.1,2936235.9364320002,"Korea, Republic of -  Anthracite, not agglomerated"
28,392,Japan,036,Australia,84, Nuclear reactors,1799007901.547,179814.141343,Australia -  Nuclear reactors
