int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Salamina,277,243,2005,2006,2007,2007,15331507578,26507370993,624,1542,1581,1620,1548,119562
Kardamyla,46,46,2002,2002,2009,2007,1680105656,2048853794,589,987,1366,1218,189,13477
Chios,120,87,2002,2000,2008,2008,4069155641,4855469449,778,1652,1586,1527,592,45661
Kali Limenes,473,340,2002,2003,2007,2007,15638898388,25573340254,818,1556,1571,1583,2109,161800
Plomarion,69,67,1988,1988,2001,2000,257302888,314454981,284,400,342,338,47,3544
Agathonisi,73,61,1988,1988,1997,1998,249686279,379859374,385,608,904,936,54,4126
Psara,90,89,2003,2003,2005,2005,2003212000,3384786422,636,1013,869,889,287,22101
Agia Marina Grammatikou Attikis,57,48,1999,1999,2005,2006,715998045,1179281826,667,1133,1363,1400,102,7790
Perama,1020,670,2004,2004,2013,2012,92299568668,102706489865,711,1597,2248,2137,8275,638599
Moudros,324,258,2007,2007,2009,2009,4739792155,8480327434,203,375,317,317,607,46955
Neapoli,216,191,2003,2003,2008,2008,10796789286,19052184576,721,1553,1839,1876,1129,87032
Aspropyrgos,429,200,2004,2003,2006,2006,4691269253,7366154325,608,833,875,878,1078,82818
Agioi Theodoroi,559,328,2006,2007,2007,2007,18470501760,32111602064,677,977,1178,1191,3057,236247
Kea,116,112,2002,2002,2005,2006,1453199548,2358752832,377,715,675,700,238,18283
Sigrion,405,382,2003,2003,2008,2009,6974977763,12153056511,342,560,533,542,885,68039
Skaramagas,5,5,2002,2002,2002,2002,18779754,28177887,713,745,667,667,7,547
Skiathos,6,6,1998,1998,1999,2000,22348493,36093819,754,1003,1015,1054,9,668
Yerakini,9,9,1994,1994,2003,2003,12547050,17382466,332,604,550,538,5,410
Symi,133,109,1988,1989,1989,1992,289917628,357315768,421,652,527,583,109,8272
Rethimnon,35,30,1993,1992,2004,1993,88611896,63205408,410,604,494,491,32,2419
Kalamaki,174,139,1994,1994,1999,1999,359655056,538680597,422,563,549,547,95,7221
Kerkyra,353,121,1996,1995,2002,2001,8825660111,1335402411,517,2186,589,725,2290,176463
