int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1936,1099,2004,2007,2007,2007,64649030864,112845535752,670,1359,1418,1436,6192,478382
Chemical tanker,1550,604,2007,2007,2007,2007,20484241218,32610226441,568,806,811,813,4640,357376
General cargo,4595,1609,1993,1995,2000,2000,17437006880,24313448965,491,872,923,924,4190,319288
Oil tanker,1571,642,2007,2007,2008,2008,70396555463,129613870083,579,1032,919,918,8755,676491
Ferry-RoPax,1123,168,2001,1996,2003,2003,27145322943,5835004698,524,4361,885,826,8433,647688
Liquefied gas tanker,445,148,2004,2006,2007,2007,13966436833,13338408392,662,1397,1355,1347,2259,163179
Service - tug,243,152,1991,1995,1996,1995,201117899,171276092,426,1190,1058,1033,355,26667
Miscellaneous - fishing,308,221,1992,1992,1990,1990,122140896,132185432,961,5054,1905,1855,886,66541
Vehicle,667,213,2006,2007,2007,2006,24410447897,8145609055,526,978,782,791,1673,129468
Ferry-pax only,185,93,1990,1994,1980,1980,691253541,147933557,1557,7901,7539,7591,683,51421
Cruise,795,113,1998,1998,2003,2002,31015873977,3160766864,595,613,682,664,7622,590141
Container,3533,555,2005,2006,2012,2012,230844860803,242599011002,556,1071,1524,1435,21571,1666512
Ro-Ro,445,55,2000,1998,2003,2001,9450529425,4489748471,605,851,811,843,1806,139628
Service - other,83,52,1999,1995,2010,2012,1296974470,2607410994,585,2514,1205,1172,302,22812
Offshore,50,33,1997,2000,2007,2006,1261650620,1074681560,651,4504,4936,4250,779,58520
Refrigerated bulk,29,24,1995,1995,1995,1995,308169041,332778938,855,1803,1699,1688,213,16125
Other liquids tankers,2,2,1965,1965,1957,1958,3509825,6228459,4505,4505,3961,2588,53,4052
