Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Alger,410,124,1951,2579,2001,2003,2002,2002,282,588,397,394,22,127,89,77,58,76,117,117,861.5,65686,66947,2495162,8504832,9737287,6086,23556,29915
Bejaia,290,162,1422,2054,2004,2003,2006,2007,298,482,419,412,18,53,52,45,51,106,114,108,390.9,29817,30389,1759686,5323615,6417634,6068,22137,27431
Skikda,248,95,1486,2206,2006,2005,2006,2006,263,393,375,396,22,65,57,60,36,49,69,72,343.8,26308,26813,1206309,4631266,5302844,4864,21219,26394
Arzew,209,111,1501,2112,2003,2006,2004,2005,290,507,378,374,38,98,90,90,29,91,81,75,314.3,23892,24351,1356328,4143449,5014853,6490,27473,35695
Annaba,162,103,626,779,2003,2003,2005,2005,271,362,378,378,20,31,45,46,46,92,128,144,183.4,13903,14170,768576,2449216,3065302,4744,18634,23778
Mostaganem,150,91,746,1046,2002,2004,2004,2005,258,407,364,393,30,72,112,126,28,66,83,97,168.0,12806,13052,642697,2284414,2305788,4285,17212,22668
Collo,127,73,901,1305,2006,2005,2007,2007,470,502,520,505,33,55,78,79,19,23,36,37,168.5,12947,13196,1139896,3626979,4311225,8976,32621,40566
Bethioua,88,52,972,1104,2007,2007,2007,2007,175,366,281,294,54,185,213,212,36,67,74,89,236.5,17913,18257,364286,1706031,1614563,4140,25969,37480
Jijel,85,44,592,903,2006,2004,2010,2010,392,384,475,469,25,39,83,86,19,23,38,36,96.5,7403,7545,804207,2298382,2796103,9461,32012,39259
Dellys,82,62,618,866,2004,2003,2008,2008,366,810,544,507,24,45,94,91,17,92,310,148,112.6,8636,8802,1423909,3749932,4798136,17365,53638,68947
Djen Djen,80,54,300,456,2007,2004,2009,2009,172,380,360,389,18,73,132,140,23,69,95,103,75.0,5725,5835,311251,891307,1122009,3891,14642,18380
Tenes,58,47,135,181,2000,2000,1999,2000,229,301,296,321,19,29,42,44,26,35,33,33,31.3,2376,2421,197299,689327,727507,3402,12386,16113
Oran,49,41,217,184,2000,2000,2000,2003,330,568,525,468,27,43,50,62,31,124,81,76,72.9,5582,5689,323329,899914,1124297,6599,20484,24300
Oran Dry Port,47,33,164,215,2005,2004,2007,2007,270,541,389,378,42,100,153,132,51,77,94,100,50.4,3845,3919,265069,732361,949268,5640,20174,25130
Cherchell,17,16,51,69,1999,2001,1996,1998,151,235,223,222,19,36,54,53,9,10,13,14,9.7,750,765,42834,136237,165976,2520,12129,15910
Rouiba,10,9,52,68,1994,1995,1991,1991,353,359,598,609,23,25,48,49,12,14,19,19,7.3,561,572,57482,189287,197635,5748,19151,24057
Tipaza,7,7,32,42,2002,2002,1993,1993,492,427,480,454,47,62,45,46,10,15,16,15,6.6,505,515,37075,82516,99854,5296,15326,17905
Ghazaouet,6,4,15,4,1990,1996,1985,1996,194,195,255,252,15,14,22,19,11,16,18,19,4.6,354,361,17347,44364,55863,2891,7195,7333
El Kala,5,5,14,23,1996,1996,2010,2010,117,205,249,248,35,64,129,130,13,13,16,16,2.7,207,211,17104,43279,53933,3421,11035,13277
Beni Saf,3,3,6,8,2011,2011,2011,2011,499,446,237,219,59,163,70,62,21,33,14,8,1.6,124,126,7315,17048,22096,2438,7759,9499
