Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Alger,1201,379,10704,11665,2001,2003,2003,2005,466,805,660,742,43,98,115,148,25,57,55,61,2679.3,205617,209565,11930484,36838122,44564354,9934,35037,42125
Arzew,856,442,48917,77756,2006,2007,2006,2006,988,1505,1764,1859,110,165,333,354,35,61,89,94,5990.8,454014,462731,33940178,88340153,97373622,39650,139860,181239
Bejaia,714,471,22278,39518,2003,2005,2009,2010,533,1080,1708,1889,65,134,630,668,35,63,64,64,2480.2,191051,194719,18277089,41567619,49058385,25598,76539,94966
Skikda,556,351,31440,51783,2006,2006,2010,2010,645,1870,2085,2506,80,196,511,541,36,60,61,63,3889.2,295413,301085,28277450,66360665,78244962,50859,150997,190528
Oran,539,254,6066,7083,2002,2004,2005,2007,374,962,738,891,31,141,174,220,17,60,75,77,1369.0,105084,107102,6256583,16404988,21012064,11608,37213,44107
Mostaganem,512,221,7220,10980,1994,2002,2005,2008,359,1062,1007,1801,42,161,341,407,13,50,45,48,1410.3,108390,110471,7054136,17371810,19928505,13778,41261,50911
Annaba,495,311,5351,7801,2002,2003,2007,2007,658,1052,1010,1059,70,121,217,229,31,57,68,72,970.4,74236,75662,5901385,17584051,22863265,11922,47179,60504
Oran Dry Port,242,133,1451,2086,2003,2002,2006,2006,365,716,574,581,33,82,104,105,25,48,58,57,331.9,25377,25865,1797672,5278953,6818119,7428,27973,35330
Djen Djen,230,179,4880,5813,2005,2006,2011,2011,584,958,1189,1217,56,111,199,248,31,61,69,93,514.7,39611,40371,3158034,9756862,11697400,13731,52319,64189
Bethioua,220,70,16723,16122,2007,2008,2009,2009,749,1456,1441,1448,68,119,216,225,33,61,59,70,1981.6,135365,137964,4678005,26398387,23462326,21264,157207,233486
Tenes,202,147,1171,1578,1998,1999,1999,1999,475,809,1020,1036,52,87,206,216,40,49,43,45,239.2,18099,18446,1772261,5510912,6679184,8774,32472,42501
Collo,141,138,8888,15133,2005,2005,2009,2009,1151,1981,3051,3224,117,205,553,566,33,64,92,92,1199.8,92344,94117,9306490,20594818,25475510,66003,191145,239501
Ghazaouet,129,51,864,1155,1999,2003,2002,2004,551,701,579,700,44,107,108,126,12,48,49,44,197.6,15139,15430,922417,2849553,3555367,7151,26999,33125
Dellys,101,93,2085,3224,2003,2003,2005,2006,1026,1372,1619,1659,101,137,228,235,33,59,81,75,334.2,25720,26213,2229875,6342905,7931915,22078,79735,102338
Jijel,44,42,908,897,2004,2004,2008,2008,747,968,1117,943,78,111,196,266,35,62,52,71,113.2,8708,8875,735904,2312796,2811884,16725,60397,72197
El Kala,15,14,230,343,2001,2001,2006,2007,843,1248,1645,1682,69,169,308,325,19,57,61,59,38.4,2959,3016,286297,773194,959758,19086,64456,78154
Cherchell,13,12,212,304,2008,2008,2007,2008,987,1111,1040,1016,91,122,186,200,13,68,42,37,38.1,2937,2993,174248,533571,671959,13404,53029,65170
Tipaza,9,9,153,165,2003,2003,2008,2009,1437,4420,2643,2557,129,671,2587,2353,9,35,54,62,40.1,3038,3097,684433,1447985,1621423,76048,182917,211170
Rouiba,7,7,42,53,2000,2000,1999,1999,740,993,811,819,72,96,85,83,24,51,73,76,13.5,1032,1052,96391,287505,359347,13770,44936,57167
Beni Saf,2,2,6,8,2011,2011,2011,2011,493,493,242,222,62,62,40,32,23,23,9,4,0.8,60,61,7511,17462,22563,3756,11877,14524
Tlemcen,1,1,39,68,2011,2011,2011,2011,1194,1194,1194,1194,97,97,97,97,4,4,4,4,3.5,270,276,30330,60028,74454,30330,96825,112577
Kherrata,1,1,2,3,2008,2008,2008,2008,247,247,247,247,19,19,19,19,1,1,1,1,0.7,50,51,3142,12189,13909,3142,13157,16055
