Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Alger,1239,405,15975,19750,2001,2004,2005,2007,526,1335,949,1178,42,115,188,223,51,99,93,110,3662.9,281275,286675,16144970,50076496,60487348,13031,47352,57177
Arzew,843,410,35513,50651,2006,2007,2006,2007,883,1167,1227,1185,99,139,215,218,36,51,66,57,4537.8,340770,347313,22209261,70104683,74919665,26346,111851,148624
Bejaia,653,441,19143,32622,2003,2005,2007,2007,835,1496,1595,1683,72,139,310,323,78,118,124,122,2494.0,191796,195479,17671968,44396297,54693136,27063,90657,111849
Skikda,586,368,17120,25728,2005,2006,2009,2009,676,1249,1097,1207,60,119,202,217,32,73,54,57,2155.7,161357,164455,13037962,38747546,44964285,22249,81938,103799
Oran,554,260,8792,11224,2002,2005,2006,2008,500,1389,1042,1346,34,124,220,259,62,190,214,261,2100.4,160990,164081,8916540,22887832,29187784,16095,51881,61616
Mostaganem,528,257,6408,8414,1995,2003,2001,2004,505,1192,752,1038,48,128,156,179,18,95,68,73,1499.8,114812,117016,6702892,18976617,22558880,12695,44729,56382
Annaba,464,284,6817,10198,2002,2003,2007,2008,847,1247,1377,1508,66,110,246,270,50,83,112,118,1172.3,89676,91398,7063912,20852391,26352262,15224,58553,74120
Djen Djen,249,190,7271,10279,2005,2006,2010,2010,828,1589,1657,2016,68,146,344,403,49,111,195,240,883.6,68086,69393,4979190,14616921,18307305,19997,78896,98566
Oran Dry Port,227,132,2720,4197,2003,2002,2008,2008,456,1150,1143,1235,82,178,366,387,101,164,290,310,728.8,55559,56625,2765203,7940124,10220193,12182,46703,58757
Tenes,203,147,1266,1731,1999,2000,2002,2003,842,1134,1007,1057,84,121,145,149,63,76,48,49,301.2,23021,23463,2349412,7019799,8918946,11573,42317,55813
Collo,155,137,4275,6991,2004,2004,2007,2008,980,1372,1393,1407,103,149,240,244,14,27,29,29,520.7,40121,40892,4340113,11537779,14199497,28001,95005,119027
Bethioua,146,47,11279,10198,2007,2007,2008,2008,807,1188,1348,1338,118,155,261,259,33,58,38,40,1412.1,96932,98793,2943162,17504061,15309223,20159,155274,233009
Ghazaouet,135,55,898,1288,2000,2004,2004,2005,219,866,567,727,19,79,122,131,28,129,147,162,189.6,14488,14766,838630,2366663,3189238,6212,24647,30999
Dellys,124,113,2301,3459,2004,2004,2007,2007,1050,1357,1495,1539,100,121,192,202,10,20,47,50,375.2,28785,29337,2829709,8004537,10194169,22820,83212,104228
Jijel,43,39,1412,1993,2005,2005,2010,2010,944,1493,1678,2033,88,141,401,482,15,33,53,63,162.5,12531,12772,1123695,3117366,3839614,26132,93355,113761
El Kala,18,16,115,152,2000,2000,2002,2003,704,861,745,760,62,86,86,89,14,15,15,14,24.4,1875,1911,196407,605055,758329,10911,39036,49230
Cherchell,18,18,574,876,2004,2004,2006,2007,1503,1586,1964,2023,140,163,348,366,8,12,12,12,75.9,5858,5970,391597,1115478,1481487,21755,90627,112644
Rouiba,10,9,289,457,2002,2003,2008,2008,1121,1591,2263,2474,93,127,307,326,14,13,8,8,39.8,3072,3131,285191,729272,870673,28519,95030,112595
Tipaza,5,5,42,47,2002,2002,2002,2003,1176,1185,1265,1466,114,104,142,143,0,2,1,1,10.9,837,853,118344,246523,305003,23669,65431,78208
Kherrata,2,2,15,24,2000,2000,1995,1994,593,593,645,671,50,50,67,68,530,530,186,164,14.3,1075,1095,11738,36259,51018,5869,26778,34178
Tlemcen,1,1,69,120,2011,2011,2011,2011,2104,2104,2104,2104,171,171,171,171,7,7,7,7,6.1,476,485,53452,105791,131216,53452,170642,198403
Beni Saf,1,1,6,8,2001,2001,2001,2001,983,983,983,983,48,48,48,48,44,44,44,44,1.5,117,120,17767,45061,50879,17767,45790,51567
