Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,2279,795,13526,16744,2000,2004,2003,2005,330,554,462,536,31,72,94,110,23,46,56,59,3450.5,263368,268424,15262057,46773897,55048997,6697,24113,30185
France,814,292,13526,13588,2002,2005,2005,2007,523,823,695,747,46,114,97,127,29,69,53,56,2941.4,222430,226701,10946442,34242196,38551722,13448,46996,58201
Italy,622,329,7407,9925,2005,2003,2007,2008,616,778,801,825,64,117,114,120,42,70,76,81,1634.3,124371,126759,6671539,20876893,24182939,10726,45433,58444
Turkey,448,258,17824,20654,2003,2004,2004,2004,1451,1459,1564,1546,125,165,155,157,25,72,49,51,2529.1,183347,186868,9762272,39992457,43368475,21791,112735,154956
Malta,355,175,4225,5997,2003,2004,2005,2005,630,725,713,713,66,87,102,103,26,37,51,54,827.2,63098,64309,4427594,14191825,16465614,12472,47274,58492
Tunisia,269,185,1254,1722,2001,2002,2004,2004,491,560,532,540,48,65,89,93,66,83,86,81,406.5,30994,31589,1800124,5535611,7089762,6692,26241,33249
Gibraltar,246,229,3723,6298,2008,2007,2008,2008,498,529,505,504,56,91,104,104,9,12,11,11,445.9,34421,35082,2838024,7030479,8676055,11537,40055,49336
Morocco,221,147,2567,3559,2004,2005,2008,2008,625,724,719,728,69,111,152,167,43,86,92,102,472.5,36295,36992,2216115,6785562,8138046,10028,40508,51563
Greece,160,131,4229,5242,2003,2003,2000,2001,1116,1243,1239,1241,108,126,151,145,27,50,58,57,663.0,48277,49204,2634284,9946013,11376789,16464,80785,108649
Belgium,83,57,4592,7513,2008,2008,2006,2006,1832,1866,1826,1829,170,186,202,204,43,59,66,66,505.5,38760,39504,2719158,8534149,9993727,32761,132039,163067
United States of America,82,73,20094,35847,2008,2008,2008,2008,5342,5534,5488,5465,500,563,622,621,44,77,75,75,2331.1,179218,182659,22320840,39464415,50291977,272205,676324,844867
United Kingdom of Great Britain and Northern Ireland,79,72,7823,12437,2009,2009,2011,2011,1672,1823,1872,1881,169,204,200,211,35,73,125,143,806.4,61799,62986,5893146,13422763,15149056,74597,209278,259714
Portugal,73,64,1161,1566,2005,2006,2008,2007,843,851,855,826,81,100,105,111,26,47,44,51,179.0,13546,13806,1087887,2992819,3541466,14903,54207,69962
Egypt,59,43,2185,2816,2004,2004,2005,2004,1646,1614,1795,1768,136,186,180,186,49,101,112,110,345.1,26217,26720,1541895,5055261,5525136,26134,123413,166055
