Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Thailand,153,50,632,615,2005,2004,2006,2008,309,619,497,650,30,55,136,200,27,43,62,88,212.1,16242,16554,1128089,2045123,2469772,7373,22864,27969
Viet Nam,92,51,954,1030,2006,2007,2004,2006,430,707,546,575,33,60,81,63,28,67,109,55,193.3,14845,15130,946585,3388450,3936907,10289,39852,47798
Singapore,77,27,1727,2250,2008,2008,2009,2009,610,925,1331,1404,53,72,636,644,40,61,56,62,395.8,30472,31057,1990771,7091650,8120548,25854,101521,122837
China,44,25,1406,1850,2006,2005,2007,2007,1346,2334,2141,2161,94,195,337,335,26,50,44,43,259.6,20012,20397,1395416,4617697,5478118,31714,123697,151381
Hong Kong,21,11,298,370,1999,2001,2000,2000,1246,2099,1730,1720,90,170,223,218,46,82,63,63,76.1,5848,5961,429635,1227974,1495874,20459,68533,83047
Malaysia,20,17,98,123,2014,2014,2010,2009,398,973,1051,1030,92,176,242,237,32,179,42,48,20.0,1530,1559,120855,344969,446036,6043,21238,27528
Indonesia,18,18,510,889,2012,2012,2009,2009,1296,2035,1552,1550,252,359,194,186,114,115,100,101,54.8,4225,4306,490717,1034513,1312999,27262,84844,102274
"Korea, Republic of",3,3,65,75,1998,1998,1998,1998,2516,2584,2603,2603,209,208,208,208,19,17,18,18,12.3,951,969,85450,259391,362044,28483,122127,156529
Philippines,2,2,54,19,2008,2008,2005,2005,687,687,1171,1097,64,64,68,68,10,10,9,9,4.7,361,368,19821,91064,99575,9911,36914,40202
"Taiwan, Province of China",2,2,25,39,2004,2004,2008,2009,1417,1417,1521,1586,122,122,150,155,231,231,212,208,5.7,438,447,29923,79019,104603,14962,52468,64305
Turkey,1,1,46,51,2000,2000,2000,2000,6363,6363,6363,6363,529,529,529,529,17,17,17,17,10.0,771,785,87766,257451,355042,87766,351612,443343
Micronesia (Federated States of),1,1,20,23,1994,1994,1994,1994,4553,4553,4553,4553,388,388,388,388,8,8,8,8,7.5,574,585,69251,151316,170444,69251,147573,159334
Japan,1,1,24,27,2000,2000,2000,2000,2906,2906,2906,2906,169,169,169,169,8,8,8,8,8.9,692,706,46713,137028,188971,46713,187145,235969
Kiribati,1,1,20,24,1986,1986,1986,1986,6015,6015,6015,6015,1200,1200,1200,1200,9,9,9,9,16.8,1273,1298,70700,154483,174011,70700,150661,162669
